순번,영화명,네이버URL,이미지URL,연도,감독,출연,평점
22,어벤져스: 인피니티 워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136315,https://ssl.pstatic.net/imgmovie/mdi/mit110/1363/136315_P16_142450.jpg,2018,"['앤서니 루소', '조 루소']","['크리스 프랫', '조 샐다나', '브래들리 쿠퍼', '빈 디젤', '조슈 브롤린', '엘리자베스 올슨', '베네딕트 컴버배치', '스칼릿 조핸슨', '톰 홀랜드', '로버트 다우니 주니어', '크리스 헴스워스', '크리스 에반스', '마크 러팔로', '톰 히들스턴', '폴 베타니', '돈 치들', '채드윅 보스만', '데이브 바티스타', '안소니 마키']",8.97
23,어벤져스: 에이지 오브 울트론,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98438,https://ssl.pstatic.net/imgmovie/mdi/mit110/0984/98438_P26_100556.jpg,2015,['조스 웨던'],"['로버트 다우니 주니어', '크리스 헴스워스', '마크 러팔로', '크리스 에반스', '스칼릿 조핸슨', '제레미 레너', '돈 치들', '제임스 스페이더', '사무엘 L. 잭슨']",8.32
24,아바타: 물의 길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74977,https://ssl.pstatic.net/imgmovie/mdi/mit110/0749/74977_P61_170924.jpg,2022,['제임스 카메론'],"['시고니 위버', '스티븐 랭', '조 샐다나', '샘 워싱턴', '우나 채플린', '케이트 윈슬렛', '지오바니 리비시']",8.65
25,기생충,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161967,https://ssl.pstatic.net/imgmovie/mdi/mit110/1619/161967_P80_151640.jpg,2019,['봉준호'],"['송강호', '이선균', '조여정', '최우식', '박소담', '이정은', '장혜진']",8.49
26,겨울왕국,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100931,https://ssl.pstatic.net/imgmovie/mdi/mit110/1009/100931_P98_151621.jpg,2013,"['크리스 벅', '제니퍼 리']","['크리스틴 벨', '이디나 멘젤']",9.13
27,인터스텔라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45290,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/45290_P59_104735.jpg,2014,['크리스토퍼 놀란'],"['매튜 맥커너히', '앤 해서웨이', '마이클 케인', '제시카 차스테인']",9.11
28,보헤미안 랩소디,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156464,https://ssl.pstatic.net/imgmovie/mdi/mit110/1564/156464_P49_182103.jpg,2018,['브라이언 싱어'],"['라미 말렉', '조셉 마젤로', '루시 보인턴', '벤 하디', '귈림 리']",9.42
29,검사외전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130903,https://ssl.pstatic.net/imgmovie/mdi/mit110/1309/130903_P29_133940.jpg,2015,['이일형'],"['황정민', '강동원']",7.94
30,엑시트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174903,https://ssl.pstatic.net/imgmovie/mdi/mit110/1749/174903_P56_101925.jpg,2019,['이상근'],"['조정석', '윤아']",8.31
31,관상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93728,https://ssl.pstatic.net/imgmovie/mdi/mit110/0937/93728_P30_160517.jpg,2013,['한재림'],"['송강호', '이정재', '백윤식', '조정석', '이종석', '김혜수']",8.02
32,아이언맨 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70254,https://ssl.pstatic.net/imgmovie/mdi/mit110/0702/70254_P35_153229.jpg,2013,['셰인 블랙'],"['로버트 다우니 주니어', '기네스 팰트로', '벤 킹슬리', '돈 치들', '가이 피어스', '레베카 홀']",8.86
33,설국열차,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62328,https://ssl.pstatic.net/imgmovie/mdi/mit110/0623/62328_P30_110120.jpg,2013,['봉준호'],"['크리스 에반스', '송강호', '에드 해리스', '존 허트', '틸다 스윈튼', '제이미 벨', '옥타비아 스펜서', '이완 브렘너', '알리슨 필', '고아성']",7.98
34,실미도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34501,https://ssl.pstatic.net/imgmovie/mdi/mit110/0345/C4501-00.jpg,2003,['강우석'],"['설경구', '안성기', '허준호', '정재영']",8.38
35,캡틴 아메리카: 시빌 워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122527,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122527_P18_114355.jpg,2016,"['앤서니 루소', '조 루소']","['로버트 다우니 주니어', '크리스 에반스', '스칼릿 조핸슨']",8.67
36,수상한 그녀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107924,https://ssl.pstatic.net/imgmovie/mdi/mit110/1079/107924_P51_110532.jpg,2014,['황동혁'],"['심은경', '나문희', '박인환', '성동일', '이진욱']",9.01
37,해적: 바다로 간 산적,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102817,https://ssl.pstatic.net/imgmovie/mdi/mit110/1028/102817_P23_104252.jpg,2014,['이석훈'],"['김남길', '손예진']",8.28
38,국가대표,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47385,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47385_P00_185924.jpg,2009,['김용화'],"['하정우', '성동일', '김지석', '김동욱', '최재환', '이재응', '이은성']",9.13
39,디워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39569,https://ssl.pstatic.net/imgmovie/mdi/mit110/0395/C9569-00.jpg,2007,['심형래'],"['제이슨 베어', '아만다 브룩스', '크레이그 로빈슨', '엘리자베스 페나', '로버트 포스터']",7.53
40,백두산,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187940,https://ssl.pstatic.net/imgmovie/mdi/mit110/1879/187940_P47_164605.jpg,2019,"['이해준', '김병서']","['이병헌', '하정우', '마동석', '전혜진', '수지']",5.74
41,과속스캔들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51143,https://ssl.pstatic.net/imgmovie/mdi/mit110/0511/E1143-00.jpg,2008,['강형철'],"['차태현', '박보영', '왕석현']",9.20
42,탑건: 매버릭,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81888,https://ssl.pstatic.net/imgmovie/mdi/mit110/0818/81888_P12_163834.jpg,2021,['조셉 코신스키'],"['톰 크루즈', '제니퍼 코넬리', '마일즈 텔러']",9.76
43,스파이더맨: 파 프롬 홈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173123,https://ssl.pstatic.net/imgmovie/mdi/mit110/1731/173123_P06_135928.jpg,2019,['존 왓츠'],"['톰 홀랜드', '사무엘 L. 잭슨', '젠데이아 콜먼']",8.33
44,웰컴 투 동막골,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39405,https://ssl.pstatic.net/imgmovie/mdi/mit110/0394/39405_P01_231629.jpg,2005,['배종'],"['정재영', '신하균', '강혜정']",8.89
45,공조,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142384,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142384_P105_134336.jpg,2016,['김성훈'],"['현빈', '유해진', '김주혁']",8.26
46,트랜스포머 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70241,https://ssl.pstatic.net/imgmovie/mdi/mit110/0702/70241_P00_184535.jpg,2011,['마이클 베이'],"['샤이아 라보프', '로지 헌팅턴 휘틀리', '조쉬 더하멜', '휴고 위빙', '패트릭 뎀시', '레너드 니모이', '타이레스 깁슨', '존 말코비치', '켄 정', '프란시스 맥도맨드', '존 터투로']",7.06
47,히말라야,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100647,https://ssl.pstatic.net/imgmovie/mdi/mit110/1006/100647_P49_101243.jpg,2015,['이석훈'],"['황정민', '정우']",7.99
48,미션임파서블:고스트프로토콜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53372,https://ssl.pstatic.net/imgmovie/mdi/mit110/0533/53372_P12_111230.jpg,2011,['브래드 버드'],"['톰 크루즈', '제레미 레너']",8.74
49,스파이더맨: 노 웨이 홈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=208077,https://ssl.pstatic.net/imgmovie/mdi/mit110/2080/208077_P11_172612.jpg,2021,['존 왓츠'],"['톰 홀랜드', '젠데이아 콜먼', '베네딕트 컴버배치', '존 파브로', '제이콥 배덜런', '마리사 토메이', '알프리드 몰리나']",8.77
50,트랜스포머: 패자의 역습,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68052,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/68052_P01_104107.jpg,2009,['마이클 베이'],"['샤이아 라보프', '메간 폭스', '휴고 위빙', '조쉬 더하멜', '존 터투로']",8.11
51,밀정,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137952,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137952_P30_161446.jpg,2016,['김지운'],"['송강호', '공유']",8.45
52,최종병기 활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83084,https://ssl.pstatic.net/imgmovie/mdi/mit110/0830/83084_P35_175118.jpg,2011,['김한민'],"['박해일', '류승룡', '김무열', '문채원']",7.87
53,트랜스포머,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61521,https://ssl.pstatic.net/imgmovie/mdi/mit110/0615/61521_P00_184120.jpg,2007,['마이클 베이'],"['샤이아 라보프', '타이레스 깁슨', '조쉬 더하멜', '안소니 앤더슨', '메간 폭스', '레이첼 테일러']",8.85
54,써니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76016,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76016_P11_175820.jpg,2011,['강형철'],"['유호정', '심은경', '강소라', '고수희', '김민영', '홍진희', '박진주', '이연경', '남보라', '김보미', '민효린']",9.12
55,화려한 휴가,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58018,https://ssl.pstatic.net/imgmovie/mdi/mit110/0580/58018_P01_105229.jpg,2007,['김지훈'],"['김상경', '안성기', '이요원', '이준기']",7.54
56,한산: 용의 출현,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194196,https://ssl.pstatic.net/imgmovie/mdi/mit110/1941/194196_P130_180925.jpg,2021,['김한민'],"['박해일', '변요한', '안성기', '손현주', '김성규', '김성균', '김향기', '택연', '공명', '박지환', '조재윤']",8.74
57,스파이더맨: 홈 커밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=135874,https://ssl.pstatic.net/imgmovie/mdi/mit110/1358/135874_P11_162921.jpg,2017,['존 왓츠'],"['톰 홀랜드', '마이클 키튼']",8.35
58,1987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158191,https://ssl.pstatic.net/imgmovie/mdi/mit110/1581/158191_P60_173938.jpg,2017,['장준환'],"['김윤석', '하정우', '유해진', '김태리', '박희순', '이희준']",9.23
59,베를린,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89218,https://ssl.pstatic.net/imgmovie/mdi/mit110/0892/89218_P38_102226.jpg,2012,['류승완'],"['하정우', '한석규', '류승범', '전지현', '이경영']",7.84
60,마스터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=145162,https://ssl.pstatic.net/imgmovie/mdi/mit110/1451/145162_P45_131834.jpg,2016,['조의석'],"['이병헌', '강동원', '김우빈', '엄지원', '오달수', '진경']",8.11
61,터널,https://movie.naver.com/movie/bi/mi/basic.nhn?code=141104,https://ssl.pstatic.net/imgmovie/mdi/mit110/1411/141104_P59_134853.jpg,2016,['김성훈'],"['하정우', '배두나', '오달수']",8.37
62,어벤져스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72363,https://ssl.pstatic.net/imgmovie/mdi/mit110/0723/72363_P05_171517.jpg,2012,['조스 웨던'],"['로버트 다우니 주니어', '스칼릿 조핸슨', '크리스 헴스워스', '크리스 에반스', '마크 러팔로', '제레미 레너', '사무엘 L. 잭슨', '톰 히들스턴']",8.80
63,내부자들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121788,https://ssl.pstatic.net/imgmovie/mdi/mit110/1217/121788_P28_120120.jpg,2015,['우민호'],"['이병헌', '조승우', '백윤식']",9.01
64,인천상륙작전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1428/142822_P39_163646.jpg,2016,['이재한'],"['이정재', '이범수', '리암 니슨', '진세연']",8.04
65,공조2: 인터내셔날,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201641,https://ssl.pstatic.net/imgmovie/mdi/mit110/2016/201641_P41_135910.jpg,2021,['이석훈'],"['현빈', '유해진', '윤아', '다니엘 헤니', '진선규']",8.32
66,럭키,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140695,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140695_P16_102353.jpg,2015,['이계벽'],"['유해진', '이준', '조윤희', '임지연']",8.46
67,은밀하게 위대하게,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92575,https://ssl.pstatic.net/imgmovie/mdi/mit110/0925/92575_P12_175811.jpg,2013,['장철수'],"['김수현', '박기웅', '이현우', '손현주']",7.12
68,곡성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121051,https://ssl.pstatic.net/imgmovie/mdi/mit110/1210/121051_P54_135612.jpg,2016,['나홍진'],"['곽도원', '황정민', '쿠니무라 준', '천우희', '김환희']",7.62
69,범죄도시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161242,https://ssl.pstatic.net/imgmovie/mdi/mit110/1612/161242_P26_155507.jpg,2017,['강윤성'],"['마동석', '윤계상']",9.15
70,타짜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57723,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/57723_P108_160548.jpg,2006,['최동훈'],"['조승우', '김혜수', '백윤식', '유해진']",9.21
71,"좋은 놈, 나쁜 놈, 이상한 놈",https://movie.naver.com/movie/bi/mi/basic.nhn?code=65674,https://ssl.pstatic.net/imgmovie/mdi/mit110/0656/65674_P01_103507.jpg,2008,['김지운'],"['송강호', '이병헌', '정우성']",7.74
72,늑대소년,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88253,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88253_P42_144810.jpg,2012,['조성희'],"['송중기', '박보영']",8.66
73,미녀는 괴로워,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39157,https://ssl.pstatic.net/imgmovie/mdi/mit110/0391/C9157-00.jpg,2006,['김용화'],"['주진모', '김아중']",8.79
74,군함도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146506,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146506_P137_112144.jpg,2017,['류승완'],"['황정민', '소지섭', '송중기', '이정현', '김수안']",5.30
75,미션 임파서블: 폴아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154222,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154222_P07_114856.jpg,2018,['크리스토퍼 맥쿼리'],"['톰 크루즈', '레베카 퍼거슨', '헨리 카빌', '사이먼 페그']",9.12
76,다크 나이트 라이즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72054,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72054_P102_101939.jpg,2012,['크리스토퍼 놀란'],"['크리스찬 베일', '조셉 고든 레빗', '게리 올드만', '앤 해서웨이', '톰 하디', '마리옹 꼬띠아르', '마이클 케인', '모건 프리먼']",9.03
77,아저씨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71509,https://ssl.pstatic.net/imgmovie/mdi/mit110/0715/71509_P16_175605.jpg,2010,['이정범'],"['원빈', '김새론']",9.25
78,사도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121922,https://ssl.pstatic.net/imgmovie/mdi/mit110/1219/121922_P58_134221.jpg,2014,['이준익'],"['송강호', '유아인', '문근영']",8.30
79,전우치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=48227,https://ssl.pstatic.net/imgmovie/mdi/mit110/0482/48227_P46_095817.jpg,2009,['최동훈'],"['강동원', '김윤석', '임수정', '유해진']",8.22
80,미션 임파서블: 로그네이션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95541,https://ssl.pstatic.net/imgmovie/mdi/mit110/0955/95541_P19_141409.jpg,2015,['크리스토퍼 맥쿼리'],"['톰 크루즈', '제레미 레너', '레베카 퍼거슨', '사이먼 페그', '알렉 볼드윈']",8.75
81,킹스맨 : 시크릿 에이전트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114249,https://ssl.pstatic.net/imgmovie/mdi/mit110/1142/114249_P62_111022.jpg,2015,['매튜 본'],"['콜린 퍼스', '태런 에저튼', '사무엘 L. 잭슨']",8.82
82,투사부일체,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41450,https://ssl.pstatic.net/imgmovie/mdi/mit110/0414/D1450-00.jpg,2006,['김동원'],"['정준호', '김상중', '정웅인', '정운택']",5.64
83,연평해전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102272,https://ssl.pstatic.net/imgmovie/mdi/mit110/1022/102272_P94_095006.jpg,2015,['김학순'],"['김무열', '진구', '이현우']",9.02
84,인셉션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52515,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52515_P98_100506.jpg,2010,['크리스토퍼 놀란'],"['레오나르도 디카프리오', '와타나베 켄', '조셉 고든 레빗', '마리옹 꼬띠아르', '엘리엇 페이지', '톰 하디']",9.24
85,레미제라블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89755,https://ssl.pstatic.net/imgmovie/mdi/mit110/0897/89755_P73_104924.jpg,2012,['톰 후퍼'],"['휴 잭맨', '앤 해서웨이', '러셀 크로우', '아만다 사이프리드', '헬레나 본햄 카터', '사샤 바론 코헨']",8.39
86,닥터 스트레인지: 대혼돈의 멀티버스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182016,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182016_P12_142308.jpg,2022,['샘 레이미'],"['베네딕트 컴버배치', '엘리자베스 올슨']",7.21
87,캡틴 마블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132623,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132623_P22_133853.jpg,2019,"['애너 보든', '라이언 플렉']","['브리 라슨', '사무엘 L. 잭슨', '벤 멘델슨', '주드 로']",6.75
88,미션 임파서블 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43153,https://ssl.pstatic.net/imgmovie/mdi/mit110/0431/D3153-00.jpg,2006,['J.J. 에이브럼스'],['톰 크루즈'],8.83
89,쥬라기 월드: 폴른 킹덤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154285,https://ssl.pstatic.net/imgmovie/mdi/mit110/1542/154285_P41_135031.jpg,2018,['후안 안토니오 바요나'],"['크리스 프랫', '브라이스 달라스 하워드']",8.00
90,청년경찰,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153652,https://ssl.pstatic.net/imgmovie/mdi/mit110/1536/153652_P143_102651.jpg,2017,['김주환'],"['박서준', '강하늘']",8.27
91,가문의 위기(가문의 영광2),https://movie.naver.com/movie/bi/mi/basic.nhn?code=41438,https://ssl.pstatic.net/imgmovie/mdi/mit110/0414/D1438-01.jpg,2005,['정용기'],"['신현준', '김원희', '김수미']",6.32
92,숨바꼭질,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1028/102824_P27_152515.JPG,2013,['허정'],"['손현주', '문정희', '전미선']",6.74
93,덕혜옹주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94767,https://ssl.pstatic.net/imgmovie/mdi/mit110/0947/94767_P127_153026.jpg,2016,['허진호'],"['손예진', '박해일']",8.35
94,더 테러 라이브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99794,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99794_P39_120125.jpg,2013,['김병우'],"['하정우', '이경영', '전혜진']",8.30
95,쥬라기 월드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67786,https://ssl.pstatic.net/imgmovie/mdi/mit110/0677/67786_P13_165943.jpg,2015,['콜린 트레보로우'],"['크리스 프랫', '브라이스 달라스 하워드', '빈센트 도노프리오', '타이 심킨스', '닉 로빈슨']",7.89
96,의형제,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52548,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52548_P43_123614.jpg,2010,['장훈'],"['송강호', '강동원']",8.87
97,감시자들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98146,https://ssl.pstatic.net/imgmovie/mdi/mit110/0981/98146_P43_181055.jpg,2013,"['조의석', '김병서']","['설경구', '정우성', '한효주']",7.76
98,2012,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49727,https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/49727_P60_110128.jpg,2009,['롤랜드 에머리히'],"['존 쿠삭', '아만다 피트', '치웨텔 에지오포', '탠디 뉴튼', '올리버 플랫']",7.60
99,앤트맨과 와스프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144330,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144330_P05_110325.jpg,2018,['페이튼 리드'],"['폴 러드', '에반젤린 릴리', '마이클 더글라스', '미셸 파이퍼', '로렌스 피시번', '마이클 페나', '해나 존-케이먼']",8.62
100,닥터 스트레인지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125459,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125459_P19_102404.jpg,2016,['스콧 데릭슨'],"['베네딕트 컴버배치', '틸다 스윈튼', '치웨텔 에지오포', '레이첼 맥아담스', '매즈 미켈슨']",8.72
101,검은 사제들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120157,https://ssl.pstatic.net/imgmovie/mdi/mit110/1201/120157_P24_105439.jpg,2015,['장재현'],"['김윤석', '강동원']",8.33
102,안시성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1635/163533_P99_105455.jpg,2017,['김광식'],"['조인성', '남주혁', '박성웅']",7.99
