,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나,출연,평점
199,232,시동,최정열,넥스트엔터테인먼트월드,2019-12-18,장편,한국,1515,28098934360,3317038,"6,069,057,020","694,921",드라마,15세관람가,일반영화,2019,12,겨울,226678777,0,"['마동석', '박정민', '정해인', '염정아', '최성은']",7.58
200,234,아이 캔 스피크,김현석,롯데엔터테인먼트,2017-09-21,장편,한국,1140,25532214986,3280243,"6,409,220,686","796,658",코미디,12세관람가,일반영화,2017,9,가을,219876227,0,"['나문희', '이제훈']",9.38
201,235,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니스튜디오스코리아,2015-12-17,장편,미국,940,28353796331,3273879,"9,631,617,574","1,047,074",액션,12세관람가,일반영화,2015,12,겨울,217299523,0,"['해리슨 포드', '마크 해밀', '캐리 피셔', '도널 글리슨', '그웬돌린 크리스티', '사이먼 페그', '오스카 아이삭', '막스 폰 시도우', '존 보예가', '데이지 리들리', '아담 드라이버']",7.73
202,237,영웅,윤제균,씨제이이엔엠,2022-12-21,장편,한국,1314,32092923912,3248975,"7,328,683,758","728,215",드라마,12세관람가,일반영화,2022,12,겨울,112805094,1,"['정성화', '김고은', '나문희', '조재윤', '배정남', '이현우', '박진주']",8.98
205,238,분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아,2015-04-01,장편,미국,983,26449334694,3247558,"7,328,474,894","864,171",액션,15세관람가,일반영화,2015,4,봄,217299523,0,"['빈 디젤', '폴 워커', '드웨인 존슨', '제이슨 스타뎀', '미셸 로드리게즈']",9.13
206,239,터미네이터 제니시스,앨런 테일러,롯데엔터테인먼트,2015-07-02,장편,미국,1113,26546725129,3239371,"7,364,611,329","852,065",액션,15세관람가,일반영화,2015,7,여름,217299523,0,"['아놀드 슈왈제네거', '에밀리아 클라크', '제이 코트니', '제이슨 클락', 'J.K. 시몬스']",7.7
207,240,그래비티,알폰소 쿠아론,스튜디오디에이치엘,2013-10-17,장편,미국,636,31484135600,3227452,"14,128,973,600","1,311,034",SF,12세관람가,일반영화,2013,10,가을,213351030,0,"['산드라 블록', '조지 클루니']",8.32
208,242,마녀,박훈정,워너브러더스 코리아,2018-06-27,장편,한국,1117,27242029463,3189091,"6,459,959,863","732,154",미스터리,15세관람가,일반영화,2018,6,여름,216385269,0,"['김다미', '조민수', '박희순', '최우식']",8.22
209,246,탐정: 리턴즈,이언희,씨제이이엔엠,2018-06-13,장편,한국,1041,26865721678,3148038,"5,989,673,378","680,077",코미디,15세관람가,일반영화,2018,6,여름,216385269,0,"['권상우', '성동일', '이광수']",8.4
210,250,캐리비안의 해적: 낯선 조류,롭 마샬,한국소니픽쳐스릴리징브에나비스타영화,2011-05-19,장편,미국,960,27279967500,3130046,"8,991,119,500","977,452",액션,12세관람가,일반영화,2011,5,봄,159724465,0,"['조니 뎁', '제프리 러쉬', '페넬로페 크루즈']",8.08
211,251,퀵,조범구,씨제이이엔엠,2011-07-20,장편,한국,512,22960890000,3125069,"5,353,417,500","692,405",코미디,15세관람가,일반영화,2011,7,여름,159724465,0,"['이민기', '강예원', '김인권', '고창석']",7.85
212,252,감기,김성수,아이러브시네마,2013-08-14,장편,한국,806,21784202000,3119023,"4,692,878,000","638,882",드라마,15세관람가,일반영화,2013,8,여름,213351030,0,"['장혁', '수애', '박민하']",6.92
213,255,나우 유 씨 미 2,존 추,롯데엔터테인먼트,2016-07-13,장편,미국,1200,25116690113,3100113,"7,162,588,413","850,601",범죄,12세관람가,일반영화,2016,7,여름,217026182,0,"['제시 아이젠버그', '마크 러팔로', '우디 해럴슨', '데이브 프랭코', '리지 캐플란']",8.31
214,258,거북이 달린다,이연우,쇼박스,2009-06-11,장편,한국,379,20857347292,3059812,"6,785,771,000","942,277",드라마,15세관람가,일반영화,2009,6,여름,155398654,0,"['김윤석', '정경호', '견미리', '선우선']",8.43
215,260,캐리비안의 해적: 죽은 자는 말이 없다,에스펜 샌버그,월트디즈니스튜디오스코리아,2017-05-24,장편,미국,1357,24975495122,3049894,"7,206,844,722","839,897",액션,12세관람가,일반영화,2017,5,봄,219876227,0,"['조니 뎁', '하비에르 바르뎀', '카야 스코델라리오', '브렌튼 스웨이츠', '제프리 러쉬']",8.29
216,261,이터널스,클로이 자오,월트디즈니스튜디오스코리아,2021-11-03,장편,미국,2648,31721584450,3049688,"8,398,642,580","770,301",액션,12세관람가,일반영화,2021,11,가을,60531087,1,"['안젤리나 졸리', '마동석', '리차드 매든', '쿠마일 난지아니', '셀마 헤이엑', '젬마 찬', '로런 리들로프', '브라이언 타이리 헨리', '배리 케오간', '리아 맥휴']",5.36
217,262,스물,이병헌,넥스트엔터테인먼트월드,2015-03-25,장편,한국,926,23558988686,3044134,"5,990,587,486","740,243",코미디,15세관람가,일반영화,2015,3,봄,217299523,0,"['김우빈', '준호', '강하늘']",7.59
218,263,토르: 다크 월드,앨런 테일러,월트디즈니스튜디오스코리아,2013-10-30,장편,미국,733,22525808500,3039889,"6,890,911,500","885,699",액션,12세관람가,일반영화,2013,10,가을,213351030,0,"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴', '안소니 홉킨스', '크리스토퍼 에클리스턴', '이드리스 엘바']",8.35
219,265,방자전,김대우,씨제이이엔엠,2010-06-02,장편,한국,512,22853629794,3035116,"7,700,850,000","975,688",사극,청소년관람불가,일반영화,2010,6,여름,147759214,0,"['김주혁', '류승범', '조여정']",7.43
220,266,인크레더블 2,브래드 버드,월트디즈니스튜디오스코리아,2018-07-18,장편,미국,1605,24554683588,3033052,"7,611,573,288","880,527",애니메이션,전체관람가,일반영화,2018,7,여름,216385269,0,"['사무엘 L. 잭슨', '홀리 헌터', '크레이그 T. 넬슨', '사라 보웰', '헉 밀너']",9.22
221,270,레드: 더 레전드,딘 패리소트,롯데엔터테인먼트,2013-07-18,장편,미국,739,21511358970,3004647,"6,308,770,970","841,287",액션,15세관람가,일반영화,2013,7,여름,213351030,0,"['이병헌', '브루스 윌리스', '존 말코비치', '캐서린 제타 존스', '헬렌 미렌', '메리 루이스 파커', '안소니 홉킨스']",8.02
222,271,해리 포터와 혼혈 왕자,데이빗 예이츠,워너브러더스 코리아,2009-07-15,장편,미국,751,20580402431,3002669,"6,666,092,500","907,125",어드벤처,전체관람가,일반영화,2009,7,여름,155398654,0,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",6.98
223,272,오싹한 연애,황인호,씨제이이엔엠,2011-12-01,장편,한국,469,21965313000,3001530,"6,146,203,500","797,727",공포(호러),12세관람가,일반영화,2011,12,겨울,159724465,0,"['손예진', '이민기']",8.54
224,273,드래곤 길들이기 2,딘 데블로이스,씨제이이엔엠,2014-07-23,장편,미국,829,23979935189,3000056,"6,564,340,689","751,931",애니메이션,전체관람가,일반영화,2014,7,여름,215068958,0,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라']",8.92
225,274,형,권수경,씨제이이엔엠,2016-11-23,장편,한국,993,23129111893,2982022,"5,484,309,343","675,698",코미디,12세관람가,일반영화,2016,11,가을,217026182,0,"['조정석', '도경수', '박신혜']",8.37
226,276,친구 2,곽경택,롯데엔터테인먼트,2013-11-14,장편,한국,968,21804687513,2971475,"5,171,825,013","675,887",액션,청소년관람불가,일반영화,2013,11,가을,213351030,0,"['유오성', '주진모', '김우빈']",6.2
227,277,26년,조근현,인벤트스톤,2012-11-29,장편,한국,604,21241327145,2963449,"6,121,058,611","817,210",액션,15세관람가,일반영화,2012,11,가을,194890587,0,"['진구', '한혜진', '임슬옹']",6.43
228,279,블랙 위도우,케이트 쇼트랜드,월트디즈니스튜디오스코리아,2021-07-07,장편,미국,2528,29987732620,2961507,"7,871,682,460","751,987",액션,12세관람가,일반영화,2021,7,여름,60531087,1,"['스칼릿 조핸슨', '데이빗 하버', '플로렌스 퓨', '레이첼 와이즈']",8.46
229,280,서치,아니쉬 차간티,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-08-29,장편,미국,816,25283364845,2949944,"8,341,418,045","945,989",드라마,12세관람가,일반영화,2018,8,여름,216385269,0,"['존 조', '데브라 메싱']",8.93
230,281,고지전,장훈,쇼박스,2011-07-20,장편,한국,585,21968557600,2945137,"6,379,632,100","817,904",드라마,15세관람가,일반영화,2011,7,여름,159724465,0,"['신하균', '고수', '이제훈', '류승수', '고창석', '이다윗', '류승룡', '김옥빈', '조진웅', '정인기', '박영서']",8.69
231,282,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아,2016-05-25,장편,미국,1262,24467887950,2938818,"7,495,864,450","847,621",액션,12세관람가,일반영화,2016,5,봄,217026182,0,"['제임스 맥어보이', '마이클 패스벤더', '제니퍼 로렌스', '오스카 아이삭', '니콜라스 홀트']",8.19
232,283,프리즌,나현,쇼박스,2017-03-23,장편,한국,1047,23790276987,2931897,"5,681,060,637","679,455",범죄,청소년관람불가,일반영화,2017,3,봄,219876227,0,"['한석규', '김래원']",7.57
233,285,솔트,필립 노이스,한국소니픽쳐스릴리징브에나비스타영화,2010-07-29,장편,미국,556,21719123025,2921331,"6,529,156,500","837,532",스릴러,15세관람가,일반영화,2010,7,여름,147759214,0,['안젤리나 졸리'],7.78
234,286,가장 보통의 연애,김한결,넥스트엔터테인먼트월드,2019-10-02,장편,한국,1073,24822316930,2917213,"6,614,922,790","753,953",멜로/로맨스,15세관람가,일반영화,2019,10,가을,226678777,0,"['김래원', '공효진']",7.73
235,287,헬로우 고스트,김영탁,넥스트엔터테인먼트월드,2010-12-22,장편,한국,472,21154651779,2897477,"6,343,048,000","823,854",코미디,12세관람가,일반영화,2010,12,겨울,147759214,0,"['차태현', '강예원', '이문수', '고창석', '장영남', '천보근']",8.88
236,289,원티드,티무르 베크맘베토브,유니버설픽쳐스인터내셔널 코리아,2008-06-26,장편,미국,446,19258777000,2867594,"7,021,231,500","994,356",스릴러,청소년관람불가,일반영화,2008,6,여름,147428639,0,"['제임스 맥어보이', '모건 프리먼', '안젤리나 졸리']",8.27
237,290,극비수사,곽경택,쇼박스,2015-06-18,장편,한국,894,22389535897,2860786,"5,828,885,297","717,981",드라마,15세관람가,일반영화,2015,6,여름,217299523,0,"['김윤석', '유해진']",8.09
238,293,앤트맨,페이튼 리드,월트디즈니스튜디오스코리아,2015-09-03,장편,미국,949,23502249937,2839921,"7,332,839,937","840,337",액션,12세관람가,일반영화,2015,9,가을,217299523,0,"['폴 러드', '마이클 더글라스', '에반젤린 릴리', '코리 스톨']",8.62
239,294,쥬라기 월드: 도미니언,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아,2022-06-01,장편,미국,2218,29226463310,2836786,"6,938,382,730","639,474",액션,12세관람가,일반영화,2022,6,여름,112805094,1,"['크리스 프랫', '브라이스 달라스 하워드']",6.12
240,295,호빗: 다섯 군대 전투,피터 잭슨,워너브러더스 코리아,2014-12-17,장편,미국,926,24268487685,2836774,"7,327,248,685","809,402",어드벤처,12세관람가,일반영화,2014,12,겨울,215068958,0,"['마틴 프리먼', '이안 맥켈런', '리처드 아미티지']",8.5
241,296,너의 결혼식,이석근,플러스엠 엔터테인먼트,2018-08-22,장편,한국,962,23670604369,2820029,"5,852,853,319","666,845",멜로/로맨스,12세관람가,일반영화,2018,8,여름,216385269,0,"['박보영', '김영광']",8.43
242,297,호빗: 뜻밖의 여정,피터 잭슨,워너브러더스 코리아,2012-12-13,장편,미국,1028,23436820716,2818993,"8,241,919,216","910,976",어드벤처,12세관람가,일반영화,2012,12,겨울,194890587,0,"['마틴 프리먼', '이안 맥켈런', '리처드 아미티지']",8.43
243,298,말모이,엄유나,롯데컬처웍스롯데엔터테인먼트,2019-01-09,장편,한국,1203,23682638520,2812444,"5,900,912,990","681,266",드라마,12세관람가,일반영화,2019,1,겨울,226678777,0,"['유해진', '윤계상']",9.14
244,299,메이즈 러너,웨스 볼,이십세기폭스코리아,2014-09-18,장편,미국,648,21489367677,2812427,"6,423,264,777","805,570",액션,12세관람가,일반영화,2014,9,가을,215068958,0,"['윌 폴터', '토마스 생스터', '딜런 오브라이언', '카야 스코델라리오', '이기홍']",8.3
245,300,해리 포터와 죽음의 성물1,데이빗 예이츠,워너브러더스 코리아,2010-12-15,장편,미국,718,19906900266,2809053,"6,430,256,500","866,701",미스터리,전체관람가,일반영화,2010,12,겨울,147759214,0,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",8.2
246,301,마녀(魔女) Part2. The Other One,박훈정,넥스트엔터테인먼트월드,2022-06-15,장편,한국,1796,28920265670,2806254,"6,020,427,150","570,910",액션,15세관람가,일반영화,2022,6,여름,112805094,1,"['신시아', '박은빈', '서은수', '진구', '성유빈', '조민수']",6.58
247,302,빅 히어로,돈 홀,월트디즈니스튜디오스코리아,2015-01-21,장편,미국,825,21993119765,2801949,"6,512,949,165","772,249",애니메이션,전체관람가,일반영화,2015,1,겨울,217299523,0,"['마야 루돌프', 'T.J. 밀러', '알란 터딕', '다니엘 헤니', '라이언 포터', '스콧 애짓', '제이미 정', '제네시스 로드리게스', '데이몬 웨이언스 주니어']",9.13
248,303,덩케르크,크리스토퍼 놀란,워너브러더스 코리아,2017-07-20,장편,미국,1252,24576771848,2792705,"9,451,418,198","989,011",액션,12세관람가,일반영화,2017,7,여름,219876227,0,"['톰 하디', '킬리언 머피', '케네스 브래너', '마크 라이런스', '해리 스타일스', '핀 화이트헤드', '아뉴린 바나드', '톰 글린 카니', '잭 로던', '배리 케오간']",8.3
249,304,혹성탈출: 진화의 시작,루퍼트 와이어트,이십세기폭스코리아,2011-08-17,장편,미국,514,20629757000,2773794,"6,637,598,000","849,251",액션,12세관람가,일반영화,2011,8,여름,159724465,0,"['제임스 프랭코', '톰 펠튼', '프리다 핀토', '브라이언 콕스', '앤디 서키스']",8.77
250,306,부당거래,류승완,씨제이이엔엠,2010-10-28,장편,한국,502,21326977937,2766436,"7,587,039,000","944,655",범죄,청소년관람불가,일반영화,2010,10,가을,147759214,0,"['황정민', '류승범', '유해진', '천호진']",8.71
251,308,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아,2015-09-16,장편,미국,804,21596946349,2744413,"5,743,724,849","697,898",액션,12세관람가,일반영화,2015,9,가을,217299523,0,"['딜런 오브라이언', '토마스 생스터', '카야 스코델라리오', '이기홍']",8.08
252,309,가디언즈 오브 갤럭시 VOL. 2,제임스 건,월트디즈니스튜디오스코리아,2017-05-03,장편,미국,1218,23452674686,2735719,"7,669,006,186","854,131",액션,12세관람가,일반영화,2017,5,봄,219876227,0,"['크리스 프랫', '조 샐다나', '데이브 바티스타', '빈 디젤', '브래들리 쿠퍼']",8.95
253,310,시라노; 연애조작단,김현석,롯데엔터테인먼트,2010-09-16,장편,한국,402,20171151599,2731828,"7,068,438,000","910,652",멜로/로맨스,12세관람가,일반영화,2010,9,가을,147759214,0,"['엄태웅', '이민정', '최다니엘', '박신혜', '박철민', '전역산', '송새벽', '류현경']",8.73
254,311,핸콕,피터 버그,한국소니픽쳐스릴리징브에나비스타영화,2008-07-02,장편,미국,602,17854932333,2723518,"5,977,901,000","860,691",액션,12세관람가,일반영화,2008,7,여름,147428639,0,"['윌 스미스', '샤를리즈 테론', '제이슨 베이트먼', '에디 마산']",7.36
255,312,내가 살인범이다,정병길,쇼박스,2012-11-08,장편,한국,547,20338948000,2721903,"6,313,599,000","809,580",액션,청소년관람불가,일반영화,2012,11,가을,194890587,0,"['정재영', '박시후']",8.48
256,313,나우 유 씨 미 : 마술사기단,루이스 리테리어,롯데엔터테인먼트,2013-08-22,장편,미국,691,19146691869,2718227,"6,322,143,282","855,244",범죄,12세관람가,일반영화,2013,8,여름,213351030,0,"['우디 해럴슨', '제시 아이젠버그', '마크 러팔로', '멜라니 로랑']",8.05
257,314,미스 페레그린과 이상한 아이들의 집,팀 버튼,이십세기폭스코리아,2016-09-28,장편,미국,904,21841214586,2718158,"6,220,296,286","737,280",미스터리,12세관람가,일반영화,2016,9,가을,217026182,0,"['에바 그린', '엘라 퍼넬', '에이사 버터필드', '사무엘 L. 잭슨', '앨리슨 제니', '킴 디킨스', '주디 덴치', '크리스 오다우드']",8.46
258,315,토르: 러브 앤 썬더,타이카 와이티티,월트디즈니스튜디오스코리아,2022-07-06,장편,미국,2143,29494473721,2715682,"8,443,171,772","729,804",액션,12세관람가,일반영화,2022,7,여름,112805094,1,"['크리스 헴스워스', '테사 톰슨', '나탈리 포트만', '크리스찬 베일', '크리스 프랫', '타이카 와이티티']",6.36
259,316,적벽대전 2 : 최후의 결전,오우삼,쇼박스,2009-01-22,장편,중국,426,17910684413,2713031,"5,181,840,500","743,318",액션,15세관람가,일반영화,2009,1,겨울,155398654,0,"['양조위', '금성무', '장풍의', '장첸', '자오웨이', '후준', '나카무라 시도', '린즈링']",7.01
260,317,지.아이.조 : 전쟁의 서막,스티븐 소머즈,씨제이이엔엠,2009-08-06,장편,미국,446,19889126096,2706748,"5,995,248,000","774,359",액션,15세관람가,일반영화,2009,8,여름,155398654,0,"['채닝 테이텀', '데니스 퀘이드', '이병헌', '조셉 고든 레빗', '시에나 밀러', '레이첼 니콜스', '크리스토퍼 에클리스턴', '레이 파크', '아데웰 아킨누오예 아바제', '아놀드 보슬로', '말론 웨이언스', '조나단 프라이스', '세이드 타그마오우이']",7.65
261,319,곤지암,정범식,쇼박스,2018-03-28,장편,한국,1124,21442114144,2675559,"4,978,152,594","596,536",공포(호러),15세관람가,일반영화,2018,3,봄,216385269,0,"['위하준', '박지현', '오아연', '문예원', '박성훈', '이승욱', '유제윤']",6.39
262,320,소원,이준익,롯데엔터테인먼트,2013-10-02,장편,한국,641,18251983100,2663170,"3,769,048,600","518,005",드라마,12세관람가,일반영화,2013,10,가을,213351030,0,"['설경구', '엄지원', '이레']",9.34
263,321,살인자의 기억법,원신연,쇼박스,2017-09-06,장편,한국,1064,21361479492,2656694,"5,389,419,142","643,595",범죄,15세관람가,일반영화,2017,9,가을,219876227,0,"['설경구', '김남길', '설현', '오달수']",7.7
264,322,브레이킹 던 part2,빌 콘돈,넥스트엔터테인먼트월드,2012-11-15,장편,미국,665,18909583065,2654817,"5,571,602,065","745,970",드라마,15세관람가,일반영화,2012,11,가을,194890587,0,"['크리스틴 스튜어트', '로버트 패틴슨', '다코타 패닝', '테일러 로트너', '애슐리 그린', '매기 그레이스']",8.74
265,323,탐정 : 더 비기닝,김정훈,씨제이이엔엠,2015-09-24,장편,한국,764,20463956973,2625686,"4,092,941,173","504,961",코미디,15세관람가,일반영화,2015,9,가을,217299523,0,"['권상우', '성동일']",8.46
266,324,미니언즈,카일 발다,유니버설픽쳐스인터내셔널 코리아,2015-07-29,장편,미국,792,18997911278,2625572,"4,787,634,178","630,536",애니메이션,전체관람가,일반영화,2015,7,여름,217299523,0,"['산드라 블록', '존 햄', '피에르 꼬팽', '마이클 키튼', '앨리슨 제니']",7.95
267,325,후궁 : 제왕의 첩,김대승,롯데엔터테인먼트,2012-06-06,장편,한국,624,19250354500,2621436,"5,525,028,500","716,851",사극,청소년관람불가,일반영화,2012,6,여름,194890587,0,"['조여정', '김동욱', '김민준']",6.96
268,326,트랜스포머: 최후의 기사,마이클 베이,롯데엔터테인먼트,2017-06-21,장편,미국,1739,21501959228,2614601,"5,273,073,728","609,345",액션,12세관람가,일반영화,2017,6,여름,219876227,0,"['마크 월버그', '로라 하드독', '조쉬 더하멜', '안소니 홉킨스']",6.27
269,327,제이슨 본,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아,2016-07-27,장편,미국,827,21253434663,2611966,"6,707,397,843","797,790",액션,15세관람가,일반영화,2016,7,여름,217026182,0,"['알리시아 비칸데르', '맷 데이먼', '줄리아 스타일스', '토미 리 존스', '뱅상 카셀']",8.4
270,328,드래곤 길들이기,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아,2010-05-20,장편,미국,562,27471926367,2603857,"9,508,353,500","846,400",애니메이션,전체관람가,일반영화,2010,5,봄,147759214,0,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라', '크레이그 퍼거슨', '조나 힐']",9.33
271,329,지금 만나러 갑니다,이장훈,롯데엔터테인먼트,2018-03-14,장편,한국,1163,20800916128,2602273,"5,390,273,428","652,981",멜로/로맨스,12세관람가,일반영화,2018,3,봄,216385269,0,"['소지섭', '손예진']",8.75
272,330,도리를 찾아서,앤드류 스탠튼,월트디즈니스튜디오스코리아,2016-07-06,장편,미국,1091,20703899933,2601734,"6,199,961,913","724,706",애니메이션,전체관람가,일반영화,2016,7,여름,217026182,0,"['엘런 드제너러스', '다이안 키튼', '이드리스 엘바', '도미닉 웨스트', '케이틀린 올슨', '헤이든 롤렌스', '앨버트 브룩스', '에드 오닐']",8.53
273,331,위험한 상견례,김진영,롯데엔터테인먼트,2011-03-31,장편,한국,524,19174920500,2595625,"5,930,105,000","765,417",코미디,12세관람가,일반영화,2011,3,봄,159724465,0,"['송새벽', '이시영', '백윤식', '김수미']",7.65
274,332,아수라,김성수,씨제이이엔엠,2016-09-28,장편,한국,1278,20576226662,2594028,"5,577,412,282","676,676",범죄,청소년관람불가,일반영화,2016,9,가을,217026182,0,"['정우성', '황정민', '주지훈', '곽도원']",7.01
275,333,굿모닝 프레지던트,장진,씨제이이엔엠,2009-10-22,장편,한국,586,18770889320,2583294,"6,239,306,300","815,403",코미디,전체관람가,일반영화,2009,10,가을,155398654,0,"['이순재', '장동건', '고두심', '임하룡', '한채영']",6.7
276,335,보안관,김형주,롯데엔터테인먼트,2017-05-03,장편,한국,1091,20697532509,2571491,"4,093,422,209","491,530",범죄,15세관람가,일반영화,2017,5,봄,219876227,0,"['이성민', '조진웅', '김성균']",7.9
277,337,기술자들,김홍선,롯데엔터테인먼트,2014-12-24,장편,한국,641,19894297783,2564340,"4,534,671,083","564,420",범죄,15세관람가,일반영화,2014,12,겨울,215068958,0,"['김우빈', '김영철', '고창석', '이현우', '조윤희', '임주환']",7.09
278,338,퍼시픽 림,길예르모 델 토로,워너브러더스 코리아,2013-07-11,장편,미국,1005,20477392512,2539114,"6,769,401,012","776,183",액션,12세관람가,일반영화,2013,7,여름,213351030,0,"['찰리 허냄', '론 펄먼', '이드리스 엘바', '찰리 데이', '키쿠치 린코']",7.68
279,340,엑스맨: 퍼스트 클래스,매튜 본,이십세기폭스코리아,2011-06-02,장편,미국,587,19063768000,2532306,"6,847,701,000","870,595",액션,12세관람가,일반영화,2011,6,여름,159724465,0,"['제임스 맥어보이', '마이클 패스벤더', '케빈 베이컨', '제니퍼 로렌스', '재뉴어리 존스']",9.05
280,341,정글북,존 파브로,월트디즈니스튜디오스코리아,2016-06-09,장편,미국,924,21457807134,2532051,"6,360,280,354","702,113",어드벤처,12세관람가,일반영화,2016,6,여름,217026182,0,"['이드리스 엘바', '스칼릿 조핸슨', '루피타 뇽', '벤 킹슬리', '닐 세티', '빌 머레이']",8.45
281,345,마이펫의 이중생활,크리스 리노드,유니버설픽쳐스인터내셔널 코리아,2016-08-03,장편,미국,726,19379904655,2517805,"5,360,235,715","656,542",애니메이션,전체관람가,일반영화,2016,8,여름,217026182,0,"['루이스 C.K.', '엘리 켐퍼', '에릭 스톤스트릿', '바비 모니한', '레이크 벨', '케빈 하트', '제니 슬레이트']",8.58
282,346,증인,이한,롯데컬처웍스롯데엔터테인먼트,2019-02-13,장편,한국,1047,20312348931,2516128,"4,478,036,341","547,326",드라마,12세관람가,일반영화,2019,2,겨울,226678777,0,"['정우성', '김향기']",9.1
283,347,조작된 도시,박광현,씨제이이엔엠,2017-02-09,장편,한국,1019,20119979587,2512572,"4,696,743,687","564,486",범죄,15세관람가,일반영화,2017,2,겨울,219876227,0,"['지창욱', '심은경', '안재홍']",8.07
284,353,반창꼬,정기훈,넥스트엔터테인먼트월드,2012-12-19,장편,한국,466,17883988787,2471721,"4,304,602,748","568,409",멜로/로맨스,15세관람가,일반영화,2012,12,겨울,194890587,0,"['고수', '한효주']",8.58
285,354,블랙머니,정지영,에이스메이커무비웍스,2019-11-13,장편,한국,1117,20747796510,2465678,"5,032,675,390","579,290",범죄,12세관람가,일반영화,2019,11,가을,226678777,0,"['조진웅', '이하늬']",8.41
286,355,보스 베이비,톰 맥그라스,씨제이이엔엠,2017-05-03,장편,미국,1116,18918869704,2450023,"4,724,943,504","582,820",애니메이션,전체관람가,일반영화,2017,5,봄,219876227,0,['알렉 볼드윈'],8.68
287,356,화차,변영주,필라멘트픽쳐스,2012-03-08,장편,한국,548,18450760000,2435211,"6,041,917,500","760,953",미스터리,15세관람가,일반영화,2012,3,봄,194890587,0,"['이선균', '김민희', '조성하']",8.07
288,357,이웃사람,김휘,롯데엔터테인먼트,2012-08-22,장편,한국,600,18087442369,2434099,"5,411,949,754","697,152",스릴러,청소년관람불가,일반영화,2012,8,여름,194890587,0,"['김윤진', '마동석', '천호진', '김성균', '김새론', '임하룡', '장영남', '도지한']",7.52
289,359,조선명탐정: 흡혈괴마의 비밀,김석윤,쇼박스,2018-02-08,장편,한국,1249,19690818764,2424330,"4,072,581,264","490,363",사극,12세관람가,일반영화,2018,2,겨울,216385269,0,"['김명민', '오달수', '김지원']",6.65
290,360,재심,김태윤,오퍼스픽쳐스,2017-02-15,장편,한국,935,19263100637,2420729,"4,569,982,837","555,767",드라마,15세관람가,일반영화,2017,2,겨울,219876227,0,"['정우', '강하늘', '김해숙']",8.52
291,361,신비한 동물들과 그린델왈드의 범죄,데이빗 예이츠,워너브러더스 코리아,2018-11-14,장편,미국,1601,20816583118,2414062,"6,579,253,518","721,713",판타지,12세관람가,일반영화,2018,11,가을,216385269,0,"['에디 레드메인', '조니 뎁', '캐서린 워터스턴', '주드 로', '에즈라 밀러']",6.16
292,362,터미네이터: 다크 페이트,팀 밀러,월트디즈니스튜디오스코리아,2019-10-30,장편,미국,1315,20167141830,2410227,"5,471,943,420","623,198",액션,15세관람가,일반영화,2019,10,가을,226678777,0,"['맥켄지 데이비스', '아놀드 슈왈제네거', '린다 해밀턴', '나탈리아 레이즈', '가브리엘 루나']",8.42
293,363,히트맨,최원섭,롯데컬처웍스롯데엔터테인먼트,2020-01-22,장편,한국,1122,20614278000,2406232,"4,072,414,720","472,840",코미디,15세관람가,일반영화,2020,1,겨울,59523967,1,"['권상우', '정준호', '황우슬혜', '이이경', '이지원']",6.77
296,364,사바하,장재현,씨제이이엔엠,2019-02-20,장편,한국,1174,20002183194,2397792,"5,593,443,364","654,182",미스터리,15세관람가,일반영화,2019,2,겨울,226678777,0,"['이정재', '박정민', '이재인', '유지태']",7.36
297,365,의뢰인,손영성,쇼박스,2011-09-29,장편,한국,522,17797042500,2393086,"5,652,134,000","719,601",스릴러,15세관람가,일반영화,2011,9,가을,159724465,0,"['하정우', '박희순', '장혁']",8.07
298,366,화이: 괴물을 삼킨 아이,장준환,쇼박스,2013-10-09,장편,한국,817,17678676795,2391963,"5,419,118,695","697,799",액션,청소년관람불가,일반영화,2013,10,가을,213351030,0,"['김윤석', '여진구', '조진웅', '장현성', '김성균', '박해준']",7.84
299,367,테이큰,피에르 모렐,스튜디오이쩜영,2008-04-09,장편,프랑스,254,15971389000,2379830,"5,816,455,000","825,364",범죄,청소년관람불가,일반영화,2008,4,봄,147428639,0,"['리암 니슨', '매기 그레이스']",9.22
300,368,007 스카이폴,샘 멘데스,월트디즈니스튜디오스코리아,2012-10-26,장편,미국,748,17487213000,2376145,"6,160,910,500","793,030",액션,15세관람가,일반영화,2012,10,가을,194890587,0,"['랄프 파인즈', '다니엘 크레이그', '하비에르 바르뎀', '주디 덴치']",7.92
