영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
빅쇼트,아담 맥케이,롯데쇼핑㈜롯데엔터테인먼트,2016-01-21,장편,미국,489,3622268707,446664,"1,786,531,309","215,870",드라마,청소년관람불가,일반영화
파라노말 액티비티,오렌 펠리,(주)넥스트엔터테인먼트월드(NEW),2010-01-13,장편,미국,187,3265135449,446510,"1,234,133,000","159,569",공포(호러),12세관람가,일반영화
반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),2017-11-29,장편,한국,565,3324033772,446379,"794,998,472","102,380",스릴러,15세관람가,일반영화
뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)넥스트엔터테인먼트월드(NEW),2015-12-10,장편,한국,544,3290582700,445014,"659,878,500","84,092",애니메이션,전체관람가,일반영화
헌츠맨: 윈터스 워,세딕 니콜라스 트로얀,유니버설픽쳐스인터내셔널 코리아(유),2016-04-13,장편,미국,557,3544262706,445009,"988,467,906","118,684",액션,12세관람가,일반영화
익스펜더블 2,사이먼 웨스트,롯데쇼핑㈜롯데엔터테인먼트,2012-09-06,장편,미국,393,3206144228,444045,"794,739,189","105,302",액션,15세관람가,일반영화
밀레니엄 : 여자를 증오한 남자들,데이빗 핀처,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-01-11,장편,미국,321,3504509000,443889,"1,671,193,500","205,218",스릴러,청소년관람불가,일반영화
넘버23,조엘 슈마허,(주)미로비젼,2007-03-22,장편,미국,0,0,443464,0,"160,026",스릴러,15세관람가,일반영화
오감도,오기환,(주)시너지하우스 (시너지),2009-07-09,옴니버스,한국,302,3107441952,443462,"1,080,324,500","144,583",드라마,청소년관람불가,일반영화
특송,박대민,(주)넥스트엔터테인먼트월드(NEW),2022-01-12,장편,한국,996,4172193200,443177,"941,899,070","104,032",범죄,15세관람가,일반영화
"울지마, 톤즈",구수환,주식회사 마운틴픽쳐스,2010-09-09,장편,한국,22,2529614776,441707,"1,084,744,000","174,478",다큐멘터리,전체관람가,독립/예술영화
작은 영웅 데스페로,로버트 스티븐헤이겐,유니버설픽쳐스인터내셔널 코리아(유),2009-02-12,장편,미국,180,2549164359,441525,"591,203,500","96,337",애니메이션,전체관람가,일반영화
주온 2,시미즈 다카시,워너브러더스 코리아(주),2003-09-05,장편,일본,0,0,440000,0,"145,000",공포(호러),15세관람가,일반영화
