,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나
3681,3711,인천상륙작전 : 익스텐디드 에디션(확장판),이재한,씨제이이엔엠,2016-09-13,장편,한국,122,220051200,27070,"64,315,000","7,960",전쟁,15세관람가,일반영화,2016,9,가을,217026182,0
3682,3712,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",신보 아키유키,넥스트엔터테인먼트월드,2018-01-11,장편,일본,390,208532200,27069,"63,288,600","7,931",애니메이션,15세관람가,독립/예술영화,2018,1,겨울,216385269,0
3683,3713,해피 투게더,김정환,플레이리스트,2018-11-15,장편,한국,240,204452450,27046,"93,261,500","10,654",드라마,12세관람가,일반영화,2018,11,가을,216385269,0
3684,3714,아이스 로드,조나단 헨스라이,스튜디오 산타클로스엔터테인먼트,2021-07-21,장편,미국,344,258069720,27037,"63,925,960","6,585",스릴러,12세관람가,일반영화,2021,7,여름,60531087,1
3685,3715,아워 이디엇 브라더,제시 페레츠,씨너스엔터테인먼트,2012-11-29,장편,미국,62,197192477,27010,"140,474,977","19,161",드라마,청소년관람불가,독립/예술영화,2012,11,가을,194890587,0
3686,3716,4요일: 자살을 부르는 요일,서민영,메가픽쳐스제이씨,2008-12-11,장편,한국,131,182233000,26840,"44,656,000","6,167",공포(호러),청소년관람불가,일반영화,2008,12,겨울,147428639,0
3688,3718,러브 앤 머시,빌 포래드,판씨네마,2015-07-30,장편,미국,51,211780800,26812,"129,164,200","15,920",드라마,15세관람가,독립/예술영화,2015,7,여름,217299523,0
3689,3719,수색자,김민섭,콘텐츠판다,2021-09-29,장편,한국,218,190969220,26794,"73,477,250","13,260",스릴러,15세관람가,독립/예술영화,2021,9,가을,60531087,1
3690,3720,콜드 워,파벨 파블리코브스키,아이 엠,2019-02-07,장편,기타,65,220783373,26784,"140,398,073","16,168",멜로/로맨스,15세관람가,독립/예술영화,2019,2,겨울,226678777,0
3692,3722,재키,파블로 라라인,그린나래미디어,2017-01-25,장편,기타,97,209835243,26758,"134,730,143","16,779",드라마,15세관람가,독립/예술영화,2017,1,겨울,219876227,0
3694,3724,몬스터 섬의 비밀,레오폴도 아귈라,박수엔터테인먼트,2017-09-07,장편,기타,150,184568800,26739,"30,088,800","4,076",애니메이션,전체관람가,독립/예술영화,2017,9,가을,219876227,0
3696,3726,아기돼지 3형제와 매직램프,유위,팝엔터테인먼트,2017-03-23,장편,중국,135,208444600,26670,"37,196,000","4,578",애니메이션,전체관람가,일반영화,2017,3,봄,219876227,0
3697,3727,머신건 프리처,마크 포스터,팝파트너스,2012-05-24,장편,미국,141,197366500,26640,"96,400,500","12,484",액션,15세관람가,일반영화,2012,5,봄,194890587,0
3698,3728,리멤버 미,앨런 콜터,케이디미디어,2011-03-03,장편,미국,139,200247000,26629,"76,902,000","9,733",멜로/로맨스,15세관람가,일반영화,2011,3,봄,159724465,0
3699,3729,중2병이라도 사랑이 하고 싶어! 테이크 온 미,이시하라 타츠야,와이드 릴리즈,2018-05-10,장편,일본,113,232190200,26577,"70,437,100","7,261",애니메이션,12세관람가,독립/예술영화,2018,5,봄,216385269,0
3700,3730,더 보이 2: 돌아온 브람스,윌리엄 브렌트 벨,팝엔터테인먼트,2020-03-05,장편,미국,179,231152000,26531,"79,928,000","9,271",공포(호러),15세관람가,일반영화,2020,3,봄,59523967,1
3701,3731,귀멸의 칼날: 주합회의·나비저택 편,소토자키 하루오,박수엔터테인먼트,2021-12-01,장편,일본,291,252680700,26474,"65,671,050","6,736",애니메이션,15세관람가,일반영화,2021,12,겨울,60531087,1
3702,3732,소림소녀,모토히로 카츠유키,케이디미디어,2008-07-24,장편,일본,137,169120500,26434,"56,479,000","8,289",액션,12세관람가,일반영화,2008,7,여름,147428639,0
3703,3733,원 포 더 머니,줄리 앤 로빈슨,씨너스엔터테인먼트,2012-02-16,장편,미국,144,195806000,26387,"97,798,000","12,807",멜로/로맨스,15세관람가,독립/예술영화,2012,2,겨울,194890587,0
3704,3734,뉴 스텝업: 어반댄스,타미 데이비스,THE 픽쳐스,2016-09-22,장편,기타,176,170417700,26381,"40,976,700","5,998",액션,15세관람가,독립/예술영화,2016,9,가을,217026182,0
3708,3738,집 나온 남자들,이하,싸이더스,2010-04-08,장편,한국,134,189538028,26319,"47,813,500","6,292",코미디,15세관람가,독립/예술영화,2010,4,봄,147759214,0
3709,3739,쾌걸 조로리의 대대대대모험,이와사키 토모코,미디어데이,2013-06-05,장편,일본,136,164250500,26278,"20,649,500","3,049",애니메이션,전체관람가,일반영화,2013,6,여름,213351030,0
3710,3740,트레이서,다니엘 벤마요,영화사오원,2015-03-19,장편,미국,249,197286000,26262,"56,995,900","7,303",액션,15세관람가,일반영화,2015,3,봄,217299523,0
3711,3741,쥬라기캅스 극장판: 공룡시대 대모험,김호락,플러스엠 엔터테인먼트,2022-09-07,장편,한국,453,240024088,26188,"32,610,258","3,306",애니메이션,전체관람가,일반영화,2022,9,가을,112805094,1
3712,3742,배저로와 친구들: 신비한 모험,라스무스 A. 실버르센,와이드 릴리즈,2017-10-26,장편,기타,293,177884400,26185,"36,695,500","4,753",애니메이션,전체관람가,독립/예술영화,2017,10,가을,219876227,0
3713,3743,마크맨,로버트 로렌즈,디스테이션,2021-04-28,장편,미국,210,198413200,26152,"53,868,600","7,481",액션,15세관람가,일반영화,2021,4,봄,60531087,1
3714,3744,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,기타,와이드 릴리즈,2020-11-12,장편,영국,187,175915000,26123,"32,135,000","4,680",애니메이션,전체관람가,독립/예술영화,2020,11,가을,59523967,1
3716,3746,모어 댄 블루,임효겸,오드,2018-12-12,장편,기타,132,211727600,26101,"95,804,500","11,324",멜로/로맨스,12세관람가,독립/예술영화,2018,12,겨울,216385269,0
3717,3747,원더스트럭,토드 헤인즈,CGV아트하우스,2018-05-03,장편,미국,111,220860000,26034,"112,232,200","13,027",드라마,전체관람가,독립/예술영화,2018,5,봄,216385269,0
3718,3748,바다 탐험대 옥토넛 : 육지수호 대작전,기타,와이드 릴리즈,2021-10-27,장편,영국,205,223583600,25934,"45,282,400","4,994",애니메이션,전체관람가,일반영화,2021,10,가을,60531087,1
3719,3749,왓 이프,마이클 도즈,나이너스엔터테인먼트,2014-11-13,장편,기타,145,192741700,25908,"103,500,500","13,454",코미디,15세관람가,독립/예술영화,2014,11,가을,215068958,0
3720,3750,부니베어: 로거빅 컴백홈 프로젝트,정량,예지림엔터테인먼트,2017-06-29,장편,중국,277,177914300,25903,"28,804,400","3,824",애니메이션,전체관람가,독립/예술영화,2017,6,여름,219876227,0
3721,3751,달링,앤디 서키스,팝엔터테인먼트,2018-04-12,장편,영국,147,204458500,25872,"82,263,300","10,294",드라마,12세관람가,독립/예술영화,2018,4,봄,216385269,0
3722,3752,구스범스: 몬스터의 역습,아리 산델,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-11-07,장편,미국,167,206296600,25857,"64,930,500","7,994",판타지,12세관람가,일반영화,2018,11,가을,216385269,0
3723,3753,블라인드 멜로디,스리람 라그하반,찬란,2019-08-28,장편,기타,151,208513400,25833,"98,068,900","11,607",스릴러,15세관람가,독립/예술영화,2019,8,여름,226678777,0
3725,3755,판소리 복서,정혁기,CGV아트하우스,2019-10-09,장편,한국,345,193213180,25739,"52,420,760","6,334",코미디,12세관람가,독립/예술영화,2019,10,가을,226678777,0
3727,3757,"연공:안녕, 사랑하는 모든 것",이마이 나츠키,성원아이컴,2008-11-13,장편,일본,88,156505500,25689,"70,083,000","11,217",멜로/로맨스,15세관람가,일반영화,2008,11,가을,147428639,0
3728,3758,인 블룸,바딤 피얼먼,케이디미디어,2008-09-25,장편,미국,95,172320000,25681,"64,923,000","9,191",스릴러,청소년관람불가,일반영화,2008,9,가을,147428639,0
3729,3759,컴 아웃 파이팅,디토 몬티엘,기타,2009-10-22,장편,미국,143,187512404,25656,"60,275,000","7,842",액션,15세관람가,일반영화,2009,10,가을,155398654,0
3730,3760,당신의 부탁,이동은,CGV아트하우스,2018-04-19,장편,한국,371,205547428,25652,"81,657,728","9,615",드라마,15세관람가,독립/예술영화,2018,4,봄,216385269,0
3731,3761,그 사람 그 사랑 그 세상,권혁만,THE 픽쳐스,2014-11-20,장편,한국,55,189858500,25649,"104,224,500","13,465",다큐멘터리,전체관람가,독립/예술영화,2014,11,가을,215068958,0
3732,3762,골드,스티븐 개건,CGV아트하우스,2017-03-22,장편,미국,200,195197900,25595,"98,341,700","12,604",드라마,15세관람가,독립/예술영화,2017,3,봄,219876227,0
3733,3763,쿵푸몽키,폴 왕,박수엔터테인먼트,2018-01-25,장편,중국,194,182202400,25577,"29,971,400","3,894",애니메이션,전체관람가,독립/예술영화,2018,1,겨울,216385269,0
3734,3764,매직울프,막심 볼코브,박수엔터테인먼트,2017-10-03,장편,기타,168,199069400,25556,"34,496,200","4,360",애니메이션,전체관람가,독립/예술영화,2017,10,가을,219876227,0
3736,3766,사다코 대 카야코,시라이시 코지,유니버설픽쳐스인터내셔널 코리아,2017-01-04,장편,일본,131,201673000,25531,"50,529,000","6,308",공포(호러),15세관람가,일반영화,2017,1,겨울,219876227,0
3737,3767,러빙 빈센트 : 비하인드 에디션,도로타 코비엘라,이수C&E,2018-12-13,장편,영국,97,216372490,25481,"136,989,940","15,565",애니메이션,15세관람가,독립/예술영화,2018,12,겨울,216385269,0
3740,3770,아들의 이름으로,이정국,엣나인필름,2021-05-12,장편,한국,423,215172610,25449,"77,093,130","9,148",드라마,12세관람가,독립/예술영화,2021,5,봄,60531087,1
3742,3772,선샤인 온 리스,덱스터 플레처,팝엔터테인먼트,2014-09-03,장편,영국,142,195675600,25431,"119,266,300","15,310",뮤지컬,12세관람가,독립/예술영화,2014,9,가을,215068958,0
3744,3774,정글북: 마법 원정대,막심 파디브,박수엔터테인먼트,2019-03-21,장편,기타,372,194472710,25419,"27,019,940","3,281",애니메이션,전체관람가,일반영화,2019,3,봄,226678777,0
3745,3775,블랙라이트,마크 윌리엄스,퍼스트런,2022-03-09,장편,미국,521,228699190,25401,"72,858,070","8,457",액션,15세관람가,일반영화,2022,3,봄,112805094,1
3746,3776,돌핀보이,기타,와이드 릴리즈,2023-01-25,장편,독일,177,226353600,25387,"43,131,700","4,526",애니메이션,전체관람가,일반영화,2023,1,겨울,112805094,0
3747,3777,폰조,조쉬 트랭크,키다리이엔티,2020-10-14,장편,미국,574,211759310,25383,"79,202,080","9,237",범죄,청소년관람불가,독립/예술영화,2020,10,가을,59523967,1
3748,3778,우연과 상상,하마구치 류스케,그린나래미디어,2022-05-04,장편,일본,56,250770840,25328,"181,186,240","17,553",드라마,15세관람가,독립/예술영화,2022,5,봄,112805094,1
3751,3781,매직 마이크,스티븐 소더버그,나이너스엔터테인먼트,2012-08-01,장편,미국,68,191946500,25288,"123,492,500","15,823",코미디,청소년관람불가,독립/예술영화,2012,8,여름,194890587,0
3752,3782,양말요정 휴고의 대모험,갈리나 미클리노바,와이드 릴리즈,2018-09-06,장편,기타,354,168413700,25278,"18,862,500","2,623",어드벤처,전체관람가,일반영화,2018,9,가을,216385269,0
3753,3783,트래쉬,스티븐 달드리,유니버설픽쳐스인터내셔널 코리아,2015-05-14,장편,미국,206,182102913,25260,"77,054,313","10,507",어드벤처,15세관람가,독립/예술영화,2015,5,봄,217299523,0
3754,3784,신 에반게리온 극장판,안노 히데아키,라이크콘텐츠,2022-10-05,장편,일본,93,285487800,25217,"124,847,600","10,573",애니메이션,15세관람가,독립/예술영화,2022,10,가을,112805094,1
3756,3786,킹덤 오브 헤븐: 디렉터스 컷,리들리 스콧,영화사오원,2020-11-11,장편,영국,117,230971600,25153,"118,553,900","12,497",액션,15세관람가,일반영화,2020,11,가을,59523967,1
3757,3787,꼬마영웅 경찰차 프로디2,라스무스 A. 실버르센,예지림엔터테인먼트,2014-03-20,장편,기타,257,166040900,25149,"27,478,400","3,868",애니메이션,전체관람가,독립/예술영화,2014,3,봄,215068958,0
3758,3788,안녕하세요,차봉주,디스테이션,2022-05-25,장편,한국,297,183017360,25140,"66,766,000","9,553",드라마,12세관람가,일반영화,2022,5,봄,112805094,1
3759,3789,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,사카이 카즈오,애니플러스,2019-02-14,장편,일본,66,219618070,25109,"114,619,050","12,236",애니메이션,전체관람가,일반영화,2019,2,겨울,226678777,0
3762,3792,n번째 이별 중,기타,팬엔터테인먼트,2020-04-01,장편,미국,171,225358800,24915,"87,296,700","9,615",멜로/로맨스,12세관람가,독립/예술영화,2020,4,봄,59523967,1
3763,3793,하이큐!! 콘셉트의 싸움,미츠나카 스스무,팝엔터테인먼트,2018-01-11,장편,일본,97,182534000,24898,"70,469,500","9,130",애니메이션,12세관람가,일반영화,2018,1,겨울,216385269,0
3764,3794,영주,차성덕,CGV아트하우스,2018-11-22,장편,한국,106,192729750,24823,"93,991,350","11,461",드라마,12세관람가,독립/예술영화,2018,11,가을,216385269,0
3766,3796,쥬로링 동물탐정 극장판,박시후,롯데엔터테인먼트,2014-12-18,장편,한국,188,173948100,24810,"42,714,300","5,383",애니메이션,전체관람가,독립/예술영화,2014,12,겨울,215068958,0
3767,3797,슈퍼 버드,라울 가르시아,와이드 릴리즈,2017-04-06,장편,기타,288,173938100,24799,"28,450,300","3,640",애니메이션,전체관람가,독립/예술영화,2017,4,봄,219876227,0
3768,3798,모험왕 블링키,딘 테일러,라이크콘텐츠,2019-02-20,장편,기타,226,174676220,24787,"38,680,900","5,017",애니메이션,전체관람가,일반영화,2019,2,겨울,226678777,0
3769,3799,시라노,조 라이트,유니버설픽쳐스인터내셔널 코리아,2022-02-23,장편,미국,195,203932200,24751,"113,222,500","14,144",멜로/로맨스,12세관람가,일반영화,2022,2,겨울,112805094,1
3770,3800,레지던트 이블: 라쿤시티,요하네스 로버츠,소니픽쳐스엔터테인먼트코리아극장배급지점,2022-01-19,장편,미국,276,216277970,24722,"79,303,000","9,676",액션,청소년관람불가,일반영화,2022,1,겨울,112805094,1
3771,3801,겨울왕국의 무민,야쿱 론스키,팝엔터테인먼트,2018-02-08,장편,기타,135,132193500,24658,"67,161,000","13,167",애니메이션,전체관람가,독립/예술영화,2018,2,겨울,216385269,0
3773,3803,더 프롬,라이언 머피,플러스엠 엔터테인먼트,2020-12-02,장편,미국,662,213920730,24635,"84,028,530","9,478",코미디,12세관람가,일반영화,2020,12,겨울,59523967,1
3774,3804,하이-라이즈,벤 휘틀리,찬란,2016-03-30,장편,영국,108,192162100,24600,"118,265,900","14,893",스릴러,청소년관람불가,독립/예술영화,2016,3,봄,217026182,0
3778,3808,마리 퀴리,마르잔 사트라피,디스테이션,2020-11-18,장편,프랑스,484,191500920,24573,"86,961,990","11,943",드라마,15세관람가,독립/예술영화,2020,11,가을,59523967,1
3779,3809,메소드,방은진,엣나인필름,2017-11-02,장편,한국,244,200356300,24573,"126,991,700","14,793",드라마,15세관람가,독립/예술영화,2017,11,가을,219876227,0
3780,3810,"조제, 호랑이 그리고 물고기들",타무라 코타로,팝엔터테인먼트,2021-03-31,장편,일본,399,223274310,24571,"86,431,110","9,301",애니메이션,12세관람가,독립/예술영화,2021,3,봄,60531087,1
3781,3811,오즈의 마법사: 요술구두와 말하는 책,기타,박수엔터테인먼트,2020-01-22,장편,기타,252,195207320,24534,"35,061,960","4,123",애니메이션,전체관람가,일반영화,2020,1,겨울,59523967,1
