순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
4636,더 게스트,미겔 앙헬 비바스,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-09-12,개봉영화,장편,스페인,228,101103647,11517,32138997,3615,공포(호러),청소년관람불가,독립/예술영화
4637,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,마스이 소이치,,(주)애니플러스,(주)애니플러스,2019-08-22,개봉영화,장편,일본,46,95778380,11486,47512630,5405,애니메이션,12세이상관람가,일반영화
4638,멜리스,김용운,(주)라임오렌지팩토리,,(주)드림팩트엔터테인먼트,2016-02-11,개봉영화,장편,한국,141,90914800,11484,19830000,2343,공포(호러),15세이상관람가,독립/예술영화
4639,슈퍼히어로,에두와르도 슐츠,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-31,개봉영화,장편,페루,74,73535000,11469,25202500,3799,애니메이션,전체관람가,일반영화
4640,실종,,,(주)엔케이컨텐츠,(주)디스테이션,2022-06-15,개봉영화,장편,일본,67,105365000,11451,65188900,7257,스릴러,청소년관람불가,독립/예술영화
4641,한여름밤의 재즈,버트 스턴,,찬란,찬란,2022-09-08,개봉영화,장편,미국,43,118121789,11446,94586589,8955,다큐멘터리,12세이상관람가,독립/예술영화
4642,오 루시!,히라야나기 아츠코,,(주)엣나인필름,(주)엣나인필름,2018-06-28,개봉영화,장편,미국,114,89905400,11424,72891400,9150,멜로/로맨스,15세이상관람가,독립/예술영화
4643,토르: 마법 검의 전설,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-05-04,개봉영화,장편,독일,201,89251300,11423,25634300,3827,애니메이션,전체관람가,일반영화
4644,북극의 눈물,"허태정,조준묵",(주)MBC씨앤아이,,실버스푼,2009-10-15,개봉영화,장편,한국,44,76795707,11420,40419000,6216,다큐멘터리,전체관람가,독립/예술영화
4645,황제펭귄 펭이와 솜이,"김진만,김재영",(주)MBC,,주식회사 마운틴픽쳐스,2012-08-08,개봉영화,장편,한국,55,81590500,11418,35832000,4843,다큐멘터리,전체관람가,독립/예술영화
4646,타이치0 3D,풍덕륜,,(유)조이앤컨텐츠그룹,(주)영화사 빅,2013-07-04,개봉영화,장편,홍콩,116,76315000,11414,26837500,3904,코미디,12세이상관람가,일반영화
4647,걸후드,셀린 시아마,,(주)블루라벨픽쳐스,(주)영화특별시에스엠씨,2020-11-12,개봉영화,장편,프랑스,175,98925000,11409,52746500,6282,드라마,12세이상관람가,독립/예술영화
4648,해피 해피 브레드,미시마 유키코,,씨네21아이(주),씨네21아이(주),2012-06-28,개봉영화,장편,일본,9,83452000,11403,62487000,7995,드라마,전체관람가,독립/예술영화
4649,조난자들,노영석,스톤워크,,(주)씨제이이엔엠,2014-03-06,개봉영화,장편,한국,46,87965500,11402,42379800,5210,미스터리,15세이상관람가,독립/예술영화
4650,살인마 잭의 집,라스 폰 트리에,,(주)엣나인필름,(주)엣나인필름,2019-02-21,개봉영화,장편,덴마크,68,102246547,11393,74410287,8176,드라마,청소년관람불가,독립/예술영화
4651,더 컨트랙터,타릭 살레,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-04-28,개봉영화,장편,미국,161,90330780,11365,45063180,6438,액션,15세이상관람가,일반영화
4652,출동! 소방관 샘: 외계인 대소동,개리 앤드류스,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2018-11-08,개봉영화,장편,영국,152,81998500,11364,15886550,1810,애니메이션,전체관람가,일반영화
4653,그들 각자의 영화관,"테오 앙겔로풀로스,레이몽 드파르동,안드레이 콘찰로프스키,난니 모레티,후효현,장 피에르 다르덴,데이빗 린치,알레한드로 곤잘레스 이냐리투,장예모,아모스 기타이,제인 캠피온,아톰 에고이안,올리비에 아사야스,유세프 샤힌,라스 폰 트리에,구스 반 산트,로만 폴란스키,데이빗 크로넨버그,왕가위,압바스 키아로스타미,빌 어거스트,엘리아 술레이만,월터 살레스,빔 벤더스,첸 카이거,켄 로치,에단 코엔,라울 루이즈,기타노 다케시,차이 밍 량",,(주)유레카픽쳐스,(주)유레카픽쳐스,2008-05-15,개봉영화,장편,프랑스,10,76259500,11348,60280000,8841,코미디,15세관람가,독립/예술영화
4654,내 곁에 있어줘,에릭 쿠,"자오 웨이 필름,Infinite Frameworks PTE LIMITED",CJ ENM,CJ ENM,2006-04-27,개봉영화,장편,싱가포르,0,0,11343,0,10707,멜로/로맨스,12세관람가,독립/예술영화
4655,수상한 이웃,이상훈,(주)오예스,,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",2019-10-09,개봉영화,장편,한국,182,63401140,11341,12397380,1520,코미디,12세이상관람가,독립/예술영화
4656,심플 라이프,허안화,,(주)미로비젼,(주)미로비젼,2012-11-22,개봉영화,장편,홍콩,21,83971500,11316,72106500,9345,드라마,전체관람가,독립/예술영화
4657,아뉴스 데이,앤 폰테인,,씨네블루밍,찬란,2017-03-30,개봉영화,장편,프랑스,40,81420100,11314,52333700,6822,드라마,15세이상관람가,독립/예술영화
4658,키즈모노가타리 III : 냉혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2017-05-18,개봉영화,장편,일본,81,88623000,11302,39548000,4732,애니메이션,15세이상관람가,일반영화
4659,좋은 사람,정욱,한국영화아카데미,,"(주)싸이더스,찬란",2021-09-09,개봉영화,장편,한국,140,86268420,11297,46767880,6205,미스터리,12세이상관람가,독립/예술영화
4660,팬텀: 더 뮤지컬 라이브,박재석,(주)위즈온센,,롯데컬처웍스(주)롯데엔터테인먼트,2021-12-01,개봉영화,장편,한국,118,191806980,11293,83769460,4773,뮤지컬,12세이상관람가,일반영화
4661,카이트,랄프 지만,,(주)누리픽쳐스,(주)누리픽쳐스,2015-06-11,개봉영화,장편,미국,50,66844000,11287,36304000,6038,범죄,청소년관람불가,일반영화
4662,곤충왕국 3D,"김진만,김정민",(주)MBC,,골든타이드픽처스(주),2014-08-14,개봉영화,장편,한국,39,84825300,11263,44713400,5631,다큐멘터리,전체관람가,독립/예술영화
4663,스피릿,일래인 보겐,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-09-15,개봉영화,장편,미국,138,82733300,11236,32795800,5141,애니메이션,전체관람가,일반영화
4664,목격자-눈이 없는 아이,심용,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2020-01-29,개봉영화,장편,중국,43,29313900,11235,13626620,1542,공포(호러),15세이상관람가,독립/예술영화
4665,라스트 풀 메저,토드 로빈슨,,씨네쿼넌 픽쳐스,(주)삼백상회,2020-05-20,개봉영화,장편,미국,333,88807180,11223,27852360,3532,드라마,15세이상관람가,독립/예술영화
4666,나루토 질풍전 극장판 4 - 더 로스트 타워,무라타 마사히코,,애니박스 엔터테인먼트,애니박스 엔터테인먼트,2010-12-02,개봉영화,장편,일본,60,75809236,11221,21643500,3131,애니메이션,전체관람가,일반영화
4667,이대근 이 댁은,심광진,(주)영화사윤앤준,,(주)프라임엔터테인먼트,2007-05-01,개봉영화,장편,한국,0,0,11206,0,2386,드라마,전체관람가,일반영화
4668,공동정범,"김일란,이혁상",연분홍치마,,"(주)엣나인필름,(주)시네마달",2018-01-25,개봉영화,장편,한국,73,82372300,11198,55193100,7291,다큐멘터리,15세이상관람가,독립/예술영화
4669,녹색의자,박철수,"합동영화사,(주)박철수필름",,(주)미로비젼,2005-06-09,개봉영화,장편,한국,0,0,11178,0,8589,드라마,18세관람가,독립/예술영화
4670,마일스,돈 치들,,(주)메인타이틀픽쳐스,(주)영화사 빅,2016-08-10,개봉영화,장편,미국,52,91150500,11164,63210700,7333,드라마,청소년관람불가,독립/예술영화
4671,극장판 메이저 : 우정의 강속구,카토 타카오,,에이원엔터테인먼트,에이원엔터테인먼트,2011-10-20,개봉영화,장편,일본,105,70124000,11162,18394000,2688,애니메이션,전체관람가,일반영화
4672,닐스의 모험,오시이 마모루,,에이원엔터테인먼트,에이원엔터테인먼트,2014-02-27,개봉영화,장편,일본,107,77024900,11161,21535700,3099,애니메이션,전체관람가,독립/예술영화
4673,몽키킹2: 서유기 여정의 시작,정보서,,씨네라인월드(주),THE 픽쳐스,2016-05-19,개봉영화,장편,중국,54,49077600,11156,9673700,2102,액션,12세이상관람가,일반영화
4674,라우더 댄 밤즈,요아킴 트리에,,그린나래미디어(주),그린나래미디어(주),2016-10-27,개봉영화,장편,노르웨이,55,89283700,11143,68615500,8361,드라마,15세이상관람가,독립/예술영화
4675,와즈다,하이파 알-만수르,,크리스리픽쳐스인터내셔널(주),(주)프레인글로벌,2014-06-19,개봉영화,장편,기타,51,79998200,11135,46823000,6146,드라마,전체관람가,독립/예술영화
4676,익스트림 No.13,겔라 바블루아니,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2012-10-03,개봉영화,장편,미국,108,80120516,11130,25428016,3339,스릴러,청소년관람불가,일반영화
4677,스파이의 아내,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,2021-03-25,개봉영화,장편,일본,120,97795830,11118,67765540,7341,드라마,12세이상관람가,독립/예술영화
4678,토이 솔져스: 가짜사나이2 더 컴플리트,오윤동,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2021-01-27,개봉영화,장편,한국,155,108309800,11116,33257000,3287,다큐멘터리,15세이상관람가,일반영화
4679,오! 마이 고스트,홍태선,"한국영상대학교,필름에이픽쳐스,주식회사 제이씨엔터웍스",,"(주)디스테이션,주식회사 제이씨엔터웍스",2022-09-15,개봉영화,장편,한국,283,87624391,11094,42463498,5675,코미디,15세이상관람가,독립/예술영화
4680,소라닌,미키 타카히로,아스믹에이스엔터테인먼트,(주)스폰지이엔티,(주)스폰지이엔티,2010-08-26,개봉영화,장편,일본,12,82518575,11090,61922500,8302,드라마,12세이상관람가,독립/예술영화
4681,무산일기,박정범,세컨드윈드 필름,,(주)영화사 진진,2011-04-14,개봉영화,장편,한국,7,82873400,11085,65526900,8376,드라마,15세이상관람가,독립/예술영화
4682,1984 최동원,조은성,"(주)영화사진,엠앤씨에프",,(주)트리플픽쳐스,2021-11-11,개봉영화,장편,한국,172,93161730,11069,41725940,5608,다큐멘터리,전체관람가,독립/예술영화
4683,춤추는 꿈틀이 밴드,토마스 보르히 닐슨,디스코 오르메네,(주)케이앤엔터테인먼트,에이원엔터테인먼트,2010-02-04,개봉영화,장편,덴마크,48,74013035,11061,23609000,3481,애니메이션,전체관람가,일반영화
4684,교실 안의 야크,,,주식회사 슈아픽처스,주식회사 슈아픽처스,2020-09-30,개봉영화,장편,기타,30,93716210,11059,61505580,6721,드라마,전체관람가,독립/예술영화
4685,오션스: 문어구출대작전,헤 질리,,(주)히스토리필름,와이드 릴리즈(주),2019-10-03,개봉영화,장편,중국,191,83373580,11055,15532680,1896,애니메이션,전체관람가,일반영화
4686,스틸라이프,지아 장 커,,위드시네마,위드시네마,2007-06-14,개봉영화,장편,홍콩,0,0,11049,0,9718,드라마,12세이상관람가,독립/예술영화
4687,블러바드,디토 몬티엘,,"주식회사 블루필름웍스,주식회사 마운틴픽쳐스","주식회사 블루필름웍스,주식회사 마운틴픽쳐스,TCO(주)더콘텐츠온",2015-08-13,개봉영화,장편,미국,17,86642300,11048,54406900,6671,드라마,15세이상관람가,독립/예술영화
4688,나를 만나는 길,"마크 J. 프란시스,맥스 퍼그",,(주)티캐스트,(주)티캐스트,2022-05-12,개봉영화,장편,영국,53,101947800,11041,63380100,6586,다큐멘터리,전체관람가,독립/예술영화
4689,내가 죽기 전에,"제이슨 프리먼,토드 E. 프리먼",,제인앤유,제인앤유,2017-12-21,개봉영화,장편,미국,3,38207000,11038,38207000,11038,공포(호러),15세이상관람가,일반영화
4690,바티칸 뮤지엄,루카 드 마타,,(주)에이블엔터테인먼트,(주)팝엔터테인먼트,2015-01-08,개봉영화,장편,이탈리아,51,106215500,11027,67454400,6386,다큐멘터리,전체관람가,독립/예술영화
4691,우리는 같은 꿈을 꾼다,일디코 엔예디,,(재)전주국제영화제조직위원회,찬란,2017-11-30,개봉영화,장편,헝가리,37,85898100,11015,60950400,7547,드라마,청소년관람불가,독립/예술영화
4692,두 개의 사랑,프랑수아 오종,,찬란,(주)팝엔터테인먼트,2017-12-28,개봉영화,장편,프랑스,49,86881200,11014,61522700,7414,스릴러,청소년관람불가,독립/예술영화
4693,스파이즈,기욤 이베르넬,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2020-01-15,개봉영화,장편,프랑스,224,81267560,11000,17357940,2128,애니메이션,전체관람가,일반영화
4694,꼬마 물고기 이자벨: 바다 대모험,사샤 버로우,,(유)조이앤시네마,와이드 릴리즈(주),2019-07-18,개봉영화,장편,미국,121,78359740,10998,19953600,2159,애니메이션,전체관람가,독립/예술영화
4695,화이트데이: 부서진 결계,송운,(주)슬기로운늑대,,(주)제이앤씨미디어그룹,2021-10-06,개봉영화,장편,한국,356,102070580,10997,28183540,3254,공포(호러),15세이상관람가,일반영화
4696,모래와 안개의 집,바딤 피얼먼,드림웍스 SKG,미디어라인코리아,미디어라인코리아,2005-04-29,개봉영화,장편,미국,0,0,10987,0,2132,드라마,15세관람가,일반영화
4697,엔드 오브 왓치,데이비드 에이어,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),(주)인벤트스톤,2012-12-06,개봉영화,장편,미국,54,81214500,10985,32884000,4389,범죄,청소년관람불가,일반영화
4698,마을에 부는 산들바람,야마시타 노부히로,,(주)스폰지이엔티,(주)스폰지이엔티,2008-07-24,개봉영화,장편,일본,6,72268500,10972,63775500,9440,멜로/로맨스,전체관람가,독립/예술영화
4699,모어,이일하,,,(주)엣나인필름,2022-06-23,개봉영화,장편,한국,54,93037900,10972,65126200,7160,다큐멘터리,15세이상관람가,독립/예술영화
4700,디어 마이 프렌드,피터 허칭스,,(주)티앤엘엔터테인먼트,(주)팝엔터테인먼트,2019-10-09,개봉영화,장편,미국,136,87539100,10969,39796200,4854,드라마,12세이상관람가,독립/예술영화
4701,손오공: 돌원숭이의 탄생,"스기노 아키오,후미히로 요시무라",,에이원엔터테인먼트,에이원엔터테인먼트,2012-09-13,개봉영화,장편,일본,83,69621000,10965,14423000,2011,애니메이션,전체관람가,일반영화
4702,사랑이 이끄는 대로,끌로드 를르슈,,그린나래미디어(주),그린나래미디어(주),2016-09-01,개봉영화,장편,프랑스,45,84510900,10960,63200400,7850,코미디,청소년관람불가,독립/예술영화
4703,모래가 흐르는 강,지율,"초록의 공명,(주)시네마달",,(주)시네마달,2013-03-28,개봉영화,장편,한국,17,71055900,10942,17298900,2687,다큐멘터리,전체관람가,독립/예술영화
4704,권태,세드릭 칸,"제미니필름,마드라고아 필름즈",㈜영화사 백두대간,㈜영화사 백두대간,2005-06-17,개봉영화,장편,프랑스,0,0,10935,0,9593,드라마,18세관람가,독립/예술영화
4705,퇴마전: 마령검의 비밀,"포덕희,조천우",,(주)누리픽쳐스,(주)누리픽쳐스,2015-08-27,개봉영화,장편,중국,50,65107000,10922,13387000,2222,판타지,15세이상관람가,일반영화
4706,토이무비: 미래대모험,게리 왕,,(주)영화사 빅,(주)영화사 빅,2018-10-03,개봉영화,장편,중국,176,80683600,10912,17950650,2239,애니메이션,전체관람가,독립/예술영화
4707,써드 퍼슨 - 감독판,폴 해기스,,(주)에이블엔터테인먼트,(주)프레인글로벌,2015-05-28,개봉영화,장편,미국,108,87139400,10910,53578000,6579,드라마,청소년관람불가,독립/예술영화
