,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나,출연,평점
1949,2771,극장판 미니특공대: 공룡왕 디노,이영준,리틀빅픽쳐스,2020-02-06,장편,한국,485,613273720,78929,"84,585,600","10,052",애니메이션,전체관람가,일반영화,2020,2,겨울,59523967,1,"['신용우', '엄상현', '이소영', '전태열', '양정화']",8.76
1950,2772,바다 탐험대 옥토넛 : 탐험선 대작전,기타,와이드 릴리즈,2022-08-11,장편,영국,241,744749950,78910,"153,159,850","15,760",애니메이션,전체관람가,독립/예술영화,2022,8,여름,112805094,1,"['하성용', '정재헌', '엄상현', '윤승희', '김율', '유동균', '김정은', '한경화']",2.81
1951,2773,코다,션 헤이더,판씨네마,2021-08-31,장편,프랑스,308,707930599,78583,"366,887,290","40,312",드라마,12세관람가,독립/예술영화,2021,8,여름,60531087,1,"['에밀리아 존스', '퍼디아 월시-필로', '트로이 코처', '다니엘 듀런트', '말리 매트린', '에우헤니오 데르베스', '에이미 포사이스']",9.13
1952,2774,토토의 움직이는 숲,에스벤 토프트 야콥슨,미디어데이,2013-06-20,장편,기타,191,502754000,78571,"84,224,500","11,937",애니메이션,전체관람가,독립/예술영화,2013,6,여름,213351030,0,"['마르쿠스 리가르드', '알베트 블리크펠트']",7.07
1953,2775,메디엄,피터 콘웰,에스케이텔레콤,2009-07-29,장편,미국,156,570842804,78494,"234,047,500","30,149",공포(호러),15세관람가,일반영화,2009,7,여름,155398654,0,"['버지니아 매드슨', '카일 갈너']",7.18
1954,2776,오즈: 신기한 마법가루,블라디미르 토로프킨,스마일이엔티,2017-07-20,장편,기타,343,565456600,78440,"136,995,800","18,133",애니메이션,전체관람가,독립/예술영화,2017,7,여름,219876227,0,"['이장원', '김하영']",7.72
1955,2777,세인트 빈센트,데오도르 멜피,영화사 빅,2015-03-05,장편,미국,308,604885528,78336,"225,289,928","28,351",코미디,12세관람가,독립/예술영화,2015,3,봄,217299523,0,"['나오미 왓츠', '멜리사 맥카시', '빌 머레이', '테렌스 하워드', '제이든 마텔']",8.57
1956,2781,모데카이,데이빗 코엡,나이너스엔터테인먼트,2015-02-18,장편,미국,290,624513020,78070,"297,995,120","36,209",액션,15세관람가,일반영화,2015,2,겨울,217299523,0,"['조니 뎁', '이완 맥그리거', '기네스 팰트로', '올리비아 문', '폴 베타니', '제프 골드브럼']",5.46
1957,2782,엑스 마키나,알렉스 가랜드,유니버설픽쳐스인터내셔널 코리아,2015-01-21,장편,미국,207,629716963,78049,"316,342,463","38,747",SF,청소년관람불가,일반영화,2015,1,겨울,217299523,0,"['도널 글리슨', '알리시아 비칸데르', '오스카 아이삭']",7.63
1958,2783,호텔 아르테미스,드류 피어스,판씨네마,2018-07-18,장편,미국,465,646127100,77794,"188,005,400","21,929",액션,15세관람가,일반영화,2018,7,여름,216385269,0,"['소피아 부텔라', '데이브 바티스타', '스털링 K. 브라운', '조디 포스터']",6.5
1959,2785,쓰리 썸머 나잇,김상진,리틀빅픽쳐스,2015-07-15,장편,한국,297,616132846,77621,"185,973,246","22,302",코미디,청소년관람불가,일반영화,2015,7,여름,217299523,0,"['김동욱', '임원희', '손호준', '윤제문', '류현경']",6.65
1960,2786,알이씨(Rec),파코 플라자,유니버설픽쳐스인터내셔널 코리아,2008-07-10,장편,기타,97,524571500,77533,"200,292,000","27,830",공포(호러),청소년관람불가,일반영화,2008,7,여름,147428639,0,['마누엘라 벨라스코'],7.13
1961,2787,드라이브 마이 카,하마구치 류스케,트리플픽쳐스,2021-12-23,장편,일본,69,716149880,77359,"500,702,860","52,857",드라마,15세관람가,독립/예술영화,2021,12,겨울,60531087,1,"['니시지마 히데토시', '미우라 토코']",8.43
1962,2788,아더 우먼,닉 카사베츠,이십세기폭스코리아,2014-11-13,장편,미국,331,580257218,77341,"235,786,718","30,406",코미디,15세관람가,일반영화,2014,11,가을,215068958,0,"['니콜라이 코스터-왈도', '레슬리 만', '카메론 디아즈', '케이트 업튼', '돈 존슨']",7.37
1963,2789,매직 인 더 문라이트,우디 앨런,인벤트스톤,2014-08-20,장편,미국,194,607414281,77308,"372,669,681","45,981",코미디,12세관람가,독립/예술영화,2014,8,여름,215068958,0,"['엠마 스톤', '콜린 퍼스']",7.63
1964,2791,100 피트,에릭 레드,싸이더스,2008-07-24,장편,미국,133,505925500,76985,"152,378,000","21,447",공포(호러),15세관람가,일반영화,2008,7,여름,147428639,0,"['팜케 얀센', '바비 카나베일']",4.28
1965,2792,참을 수 없는,권칠인,시너지하우스 ,2010-10-21,장편,한국,220,575770952,76965,"193,434,000","25,171",멜로/로맨스,청소년관람불가,독립/예술영화,2010,10,가을,147759214,0,"['추자현', '정찬', '한수연', '김흥수']",7.41
1966,2794,타임 패러독스,마이클 스피어리그,조이앤시네마,2015-01-07,장편,기타,232,602296908,76803,"220,836,608","27,156",SF,15세관람가,독립/예술영화,2015,1,겨울,217299523,0,"['에단 호크', '노아 테일러', '사라 스누크']",8.26
1967,2795,"어쩌다, 결혼",박수진,CGV아트하우스,2019-02-27,장편,한국,529,586584249,76746,"183,109,419","22,596",멜로/로맨스,12세관람가,독립/예술영화,2019,2,겨울,226678777,0,"['김동욱', '고성희']",4.46
1968,2798,러덜리스,윌리엄 H. 머시,그린나래미디어,2015-07-09,장편,미국,117,602152720,76343,"328,229,620","40,262",코미디,12세관람가,독립/예술영화,2015,7,여름,217299523,0,"['안톤 옐친', '빌리 크루덥']",8.77
1969,2799,엽기적인 그녀 2,조근식,리틀빅픽쳐스,2016-05-12,장편,한국,387,588233900,76321,"143,965,300","18,030",멜로/로맨스,15세관람가,일반영화,2016,5,봄,217026182,0,"['차태현', '빅토리아']",2.78
1970,2800,맨 인 더 다크 2,로도 사야구에즈,소니픽쳐스엔터테인먼트코리아극장배급지점,2021-09-01,장편,미국,248,765928300,76265,"192,661,600","19,599",공포(호러),청소년관람불가,일반영화,2021,9,가을,60531087,1,"['스티븐 랭', '브렌단 섹스톤', '매들린 그레이스']",7.69
1971,2802,하이큐!! 끝과 시작,미츠나카 스스무,팝엔터테인먼트,2016-11-16,장편,일본,130,544846000,75704,"158,050,000","20,943",애니메이션,12세관람가,일반영화,2016,11,가을,217026182,0,"['무라세 아유무', '이시카와 카이토', '히노 사토시', '이리노 미유', '오카모토 노부히코', '호소야 요시마사']",8.92
1972,2803,나의 로맨틱 가이드,도널드 페트리,성원아이컴,2009-08-27,장편,미국,130,535685529,75668,"248,762,000","34,039",코미디,15세관람가,일반영화,2009,8,여름,155398654,0,"['니아 발다로스', '리차드 드레이퓨즈']",7.2
1973,2804,오두막,스튜어트 하젤딘,판씨네마,2017-04-20,장편,미국,396,581005200,75657,"301,447,100","38,001",드라마,12세관람가,독립/예술영화,2017,4,봄,219876227,0,"['옥타비아 스펜서', '샘 워싱턴', '라다 미첼']",8.61
1974,2807,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,유니버설픽쳐스인터내셔널 코리아,2015-05-28,장편,미국,297,591516497,75598,"240,698,797","29,268",코미디,15세관람가,일반영화,2015,5,봄,217299523,0,"['안나 켄드릭', '헤일리 스테인펠드', '레벨 윌슨', '브리타니 스노우']",6.89
1975,2808,블룸 형제 사기단,라이언 존슨,시너지하우스 ,2009-06-18,장편,미국,144,502498186,75462,"223,745,000","32,297",코미디,12세관람가,일반영화,2009,6,여름,155398654,0,"['레이첼 와이즈', '애드리언 브로디', '마크 러팔로', '키쿠치 린코']",6.75
1976,2809,조조-황제의 반란,조림산,롯데엔터테인먼트,2012-10-18,장편,중국,227,535668500,75297,"161,061,000","21,771",사극,15세관람가,일반영화,2012,10,가을,194890587,0,"['주윤발', '소유붕', '타마키 히로시', '유역비']",6.54
1977,2811,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,씨네그루다우기술,2014-08-27,장편,프랑스,287,543025047,74912,"161,570,947","21,613",액션,15세관람가,일반영화,2014,8,여름,215068958,0,"['폴 워커', '데이비드 벨', '르자']",6.89
1978,2813,회초리,박광우,롯데엔터테인먼트,2011-05-19,장편,한국,142,479093000,74765,"178,532,000","28,322",드라마,12세관람가,일반영화,2011,5,봄,159724465,0,"['안내상', '진지희']",8.06
1979,2814,드림업,토드 그라프,케이디미디어,2009-09-03,장편,미국,212,519832169,74416,"185,516,500","25,244",드라마,12세관람가,일반영화,2009,9,가을,155398654,0,"['앨리슨 미칼카', '바네사 허진스', '갤란 코넬', '리사 쿠드로']",8.38
1980,2815,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,포켓몬코리아,2014-08-13,장편,일본,123,531113700,74346,"130,486,400","17,887",애니메이션,전체관람가,일반영화,2014,8,여름,215068958,0,"['마츠모토 리카', '오오타니 이쿠에', '우에다 유지']",7.99
1981,2816,외톨이,박재식,성원아이컴,2008-09-18,장편,한국,199,474493500,74282,"113,783,000","16,817",공포(호러),15세관람가,일반영화,2008,9,가을,147428639,0,"['정유석', '고은아', '채민서']",5.03
1982,2818,쿵후팬더: 영웅의 탄생,레오 로,미디어데이,2013-07-04,장편,중국,197,465317000,74143,"83,354,500","12,100",애니메이션,전체관람가,독립/예술영화,2013,7,여름,213351030,0,['성룡'],6.25
1983,2819,센츄리온,닐 마샬,쇼박스,2010-08-26,장편,영국,143,553415176,74131,"173,759,500","22,071",액션,청소년관람불가,독립/예술영화,2010,8,여름,147759214,0,"['마이클 패스벤더', '도미닉 웨스트', '올가 쿠릴렌코']",7.07
1984,2820,피라냐 3DD,존 걸레거,롯데엔터테인먼트,2012-08-01,장편,미국,269,639495500,74044,"172,485,500","18,959",공포(호러),청소년관람불가,일반영화,2012,8,여름,194890587,0,"['다니엘 파나베이커', '빙 라메스', '데이빗 핫셀호프', '크리스토퍼 로이드', '카트리나 보우든', '데이비드 코에너']",4.85
1985,2821,로맨틱 헤븐,장진,시네마서비스,2011-03-24,장편,한국,260,542739500,73729,"205,652,500","26,655",드라마,12세관람가,일반영화,2011,3,봄,159724465,0,"['김수로', '김동욱', '김지원', '이순재', '심은경', '임원희', '김준배']",6.49
1986,2823,위자,스틸즈 화이트,유니버설픽쳐스인터내셔널 코리아,2015-04-16,장편,미국,337,570154035,73549,"143,358,035","17,902",미스터리,15세관람가,일반영화,2015,4,봄,217299523,0,"['올리비아 쿡', '아나 코토', '다렌 카가소프', '린 샤예']",5.64
1987,2824,리스본행 야간열차,빌 어거스트,나이너스엔터테인먼트,2014-06-05,장편,독일,57,565928536,73462,"388,377,236","49,002",미스터리,15세관람가,독립/예술영화,2014,6,여름,215068958,0,"['제레미 아이언스', '멜라니 로랑', '잭 휴스턴']",8.31
1988,2825,바다 탐험대 옥토넛 시즌4: 더 파이널,다라 오코넬,와이드 릴리즈,2017-06-01,장편,영국,167,478767000,73417,"117,397,000","17,400",애니메이션,전체관람가,독립/예술영화,2017,6,여름,219876227,0,"['하성용', '정재헌', '엄상현']",8.29
1989,2829,나우이즈굿,올 파커,인벤트스톤,2012-11-08,장편,영국,144,501607000,73139,"297,880,000","42,570",드라마,15세관람가,독립/예술영화,2012,11,가을,194890587,0,"['다코타 패닝', '카야 스코델라리오', '제레미 어바인', '올리비아 윌리암스', '패디 콘시딘']",8.86
1990,2833,돈 룩 업,아담 맥케이,씨제이 씨지브이,2021-12-08,장편,미국,656,703603870,72980,"265,359,360","27,164",코미디,15세관람가,일반영화,2021,12,겨울,60531087,1,"['제니퍼 로렌스', '레오나르도 디카프리오', '티모시 샬라메', '케이트 블란쳇', '메릴 스트립', '아리아나 그란데', '조나 힐', '롭 모건', '마크 라이런스', '타일러 페리', '론 펄먼', '스콧 메스쿠디', '히메쉬 파텔', '멜라니 린스키', '마이클 치클리스', '토머 시슬리']",8.64
1991,2834,호텔 뭄바이,앤소니 마라스,글뫼 ,2019-05-08,장편,기타,207,599904700,72950,"242,021,000","29,325",스릴러,15세관람가,독립/예술영화,2019,5,봄,226678777,0,"['아미 해머', '제이슨 아이삭스', '데브 파텔', '나자닌 보니아디', '아누팜 커']",9.02
1992,2835,빅샤크3: 젤리몬스터 대소동,신우,팝엔터테인먼트,2020-07-29,장편,중국,400,562559660,72912,"62,620,460","7,772",애니메이션,전체관람가,일반영화,2020,7,여름,59523967,1,"['정의한', '원에스더']",7.29
1993,2836,너를 잊지 않을 거야,하나도 준지,롯데엔터테인먼트,2008-10-30,장편,일본,139,396603500,72895,"79,717,500","13,524",드라마,전체관람가,일반영화,2008,10,가을,147428639,0,"['이태성', '오나가 마키']",7.72
1994,2837,엽문4: 더 파이널,엽위신,키다리이엔티,2020-04-01,장편,기타,206,630556300,72886,"182,738,000","20,918",액션,12세관람가,독립/예술영화,2020,4,봄,59523967,1,"['견자단', '스콧 앳킨스', '진국곤']",7.3
1995,2838,로망,이창근,메리크리스마스,2019-04-03,장편,한국,405,527390400,72761,"134,919,660","18,197",멜로/로맨스,전체관람가,독립/예술영화,2019,4,봄,226678777,0,"['이순재', '정영숙', '조한철', '배해선', '이예원']",9.34
1996,2839,내 친구의 사생활,다이앤 잉글리쉬,엠플러스픽쳐스,2008-10-09,장편,미국,129,467412333,72724,"233,453,833","34,471",멜로/로맨스,15세관람가,일반영화,2008,10,가을,147428639,0,"['멕 라이언', '아네트 베닝', '에바 멘데스', '데브라 메싱', '제이다 핀켓 스미스', '베트 미들러', '캔디스 버겐', '캐리 피셔']",7.21
1997,2841,집결호,펑샤오강,시네마서비스,2008-03-06,장편,중국,160,466837500,72582,"136,137,000","20,228",액션,12세관람가,일반영화,2008,3,봄,147428639,0,['장한위'],6.94
1998,2843,파워레인져스: 더 비기닝,딘 이스라엘리트,넥스트엔터테인먼트월드,2017-04-20,장편,미국,479,570203561,72495,"181,869,261","22,185",액션,12세관람가,일반영화,2017,4,봄,219876227,0,"['데이커 몽고메리', '나오미 스콧', 'RJ 사일러', '베키 지', '루디 린']",7.21
1999,2844,소년시절의 너,증국상,영화특별시에스엠씨,2020-07-09,장편,중국,252,615471500,72419,"265,587,900","30,665",멜로/로맨스,15세관람가,독립/예술영화,2020,7,여름,59523967,1,"['주동우', '이양천새']",9.28
2000,2845,언더월드: 블러드 워,안나 포에스터,유니버설픽쳐스인터내셔널 코리아,2016-11-30,장편,미국,183,567567100,72071,"159,452,300","19,859",액션,15세관람가,일반영화,2016,11,가을,217026182,0,"['케이트 베킨세일', '테오 제임스', '브래들리 제임스', '찰스 댄스', '토비어스 멘지스', '앨리시아 벨라 베일리']",6.08
2001,2846,쿰바: 반쪽무늬 얼룩말의 대모험,앤서니 실버스톤,와이즈베이,2014-09-04,장편,기타,180,521639900,72046,"110,226,700","14,492",애니메이션,전체관람가,독립/예술영화,2014,9,가을,215068958,0,"['제이크 T. 오스틴', '안나소피아 롭', '캐서린 테이트', '리암 니슨', '로렌스 피시번', '리차드 E. 그랜트']",7.93
2002,2847,화이트 고릴라,안드레스 G. 슈에,마인스 엔터테인먼트,2013-10-31,장편,기타,182,464078500,71796,"108,506,500","15,688",애니메이션,전체관람가,일반영화,2013,10,가을,213351030,0,"['카이 스트로인크', '누리아 트리폴']",8.07
2003,2848,청원,산제이 렐라 반살리,이언픽쳐스,2011-11-02,장편,기타,181,511705000,71506,"213,842,000","28,356",드라마,12세관람가,독립/예술영화,2011,11,가을,159724465,0,"['리틱 로샨', '아이쉬와라 라이']",8.87
2004,2849,프란시스 하,노아 바움백,그린나래미디어,2014-07-17,장편,미국,70,560752570,71506,"379,015,370","46,889",코미디,15세관람가,독립/예술영화,2014,7,여름,215068958,0,"['그레타 거윅', '믹키 섬너', '그레이스 검머', '아담 드라이버', '마이클 제겐']",8.15
2005,2850,모뉴먼츠 맨: 세기의 작전,조지 클루니,이십세기폭스코리아,2014-02-27,장편,미국,319,534041027,71483,"226,183,427","28,923",액션,12세관람가,일반영화,2014,2,겨울,215068958,0,"['조지 클루니', '맷 데이먼', '케이트 블란쳇']",7.03
2006,2852,더 서클,제임스 폰솔트,키다리이엔티,2017-06-22,장편,미국,169,578129700,71362,"219,357,800","26,472",드라마,12세관람가,독립/예술영화,2017,6,여름,219876227,0,"['엠마 왓슨', '톰 행크스']",6.91
2007,2853,정글히어로,마우리시오 드 라 오르타,씨제이이엔엠,2014-10-02,장편,한국,287,506194300,71330,"110,466,600","14,870",애니메이션,전체관람가,일반영화,2014,10,가을,215068958,0,"['양세나', '심규혁', '김현지', '조성목', '남도형', '안장혁']",7.76
2008,2855,투 마더스,앤 폰테인,싸이더스,2013-08-22,장편,프랑스,198,497511000,71264,"219,430,500","29,994",드라마,청소년관람불가,독립/예술영화,2013,8,여름,213351030,0,"['나오미 왓츠', '로빈 라이트', '자비에르 사무엘', '제임스 프레체빌']",7.13
2009,2856,위 오운 더 나잇,제임스 그레이,유니버설픽쳐스인터내셔널 코리아,2008-05-29,장편,미국,133,471961500,71212,"176,628,500","25,371",범죄,청소년관람불가,일반영화,2008,5,봄,147428639,0,"['마크 월버그', '호아킨 피닉스']",7.62
2010,2857,프레이 포 더 데블,다니엘 스탬,올스타엔터테인먼트,2022-12-07,장편,미국,517,716490477,71069,"206,471,280","20,628",미스터리,15세관람가,일반영화,2022,12,겨울,112805094,1,"['재클린 바이어스', '콜린 살몬', '버지니아 매드슨', '크리스티언 나바로']",6.73
2011,2859,돈비 어프레이드 : 어둠 속의 속삭임,트로이 닉시,화앤담이엔티,2011-08-25,장편,미국,232,521600500,70506,"172,807,500","22,169",공포(호러),15세관람가,일반영화,2011,8,여름,159724465,0,"['케이티 홈즈', '가이 피어스']",5.4
2012,2861,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,넥스트엔터테인먼트월드,2016-12-21,장편,일본,282,525099600,70350,"120,165,100","15,058",애니메이션,전체관람가,일반영화,2016,12,겨울,217026182,0,"['채민지', '김정아', '최낙윤', '이현주', '조현정', '곽규미', '김현욱', '김민정']",9.04
2013,2863,썸머 솔스티스,다니엘 미릭,케이디미디어,2008-08-28,장편,미국,131,460975000,70109,"150,160,500","21,523",공포(호러),15세관람가,일반영화,2008,8,여름,147428639,0,"['엘리자베스 하노이스', '숀 애쉬모어']",5.85
2014,2864,미트 페어런츠 3,폴 웨이츠,씨제이이엔엠,2011-03-31,장편,미국,196,517805000,70053,"276,148,500","36,354",코미디,15세관람가,일반영화,2011,3,봄,159724465,0,"['로버트 드 니로', '벤 스틸러', '오웬 윌슨', '더스틴 호프만', '바브라 스트라이샌드', '블리드 대너', '테리 폴로', '제시카 알바']",6.57
2015,2865,극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,스기시마 쿠니히사,미디어데이,2011-01-05,장편,일본,120,474010500,70051,"130,066,500","18,399",애니메이션,전체관람가,일반영화,2011,1,겨울,159724465,0,"['카나다 아키', '마에노 토모아키']",6.15
2016,2866,호텔 레이크,윤은경,스마일이엔티,2020-04-29,장편,한국,465,592223200,70019,"116,030,900","13,345",공포(호러),15세관람가,독립/예술영화,2020,4,봄,59523967,1,"['이세영', '박지영', '박효주']",5.28
2017,2867,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,와이드 릴리즈,2016-09-28,장편,영국,164,420417500,69912,"101,710,500","16,885",애니메이션,전체관람가,독립/예술영화,2016,9,가을,217026182,0,"['하성용', '정재헌', '엄상현', '윤승희', '김정은', '유동균', '김율', '한경화']",8.53
2018,2868,마일22,피터 버그,팝엔터테인먼트,2018-08-23,장편,미국,203,600495500,69834,"188,969,000","21,466",액션,15세관람가,일반영화,2018,8,여름,216385269,0,"['마크 월버그', '로렌 코핸', '존 말코비치', '이코 우웨이스', '론다 로우지']",7.47
2019,2869,인보카머스,스콧 데릭슨,월트디즈니스튜디오스코리아,2014-08-21,장편,미국,196,571543200,69786,"187,786,600","22,115",공포(호러),청소년관람불가,일반영화,2014,8,여름,215068958,0,"['올리비아 문', '에릭 바나', '에드가 라미레즈']",7.0
2020,2870,세상에서 고양이가 사라진다면,나가이 아키라,크리픽쳐스,2016-11-09,장편,일본,175,497645200,69586,"183,328,500","24,986",드라마,12세관람가,독립/예술영화,2016,11,가을,217026182,0,"['사토 타케루', '미야자키 아오이']",8.59
2021,2872,어카운턴트,게빈 오코너,워너브러더스 코리아,2016-10-13,장편,미국,375,548544928,69529,"200,958,628","24,813",액션,15세관람가,일반영화,2016,10,가을,217026182,0,"['안나 켄드릭', '벤 애플렉', 'J.K. 시몬스', '존 번탈']",8.36
2022,2876,번개맨,조근현,키다리이엔티,2016-02-11,장편,한국,393,516736500,69303,"112,271,800","13,839",판타지,전체관람가,일반영화,2016,2,겨울,217026182,0,"['정현진', '루나']",6.23
2023,2877,어거스트: 가족의 초상,존 웰스, 우리네트웍스,2014-04-03,장편,미국,249,520639800,69095,"271,279,700","34,839",드라마,15세관람가,독립/예술영화,2014,4,봄,215068958,0,"['메릴 스트립', '줄리아 로버츠', '베네딕트 컴버배치', '이완 맥그리거']",7.84
2024,2878,하이힐을 신고 달리는 여자,더글라스 맥그래스,필라멘트픽쳐스,2012-02-02,장편,미국,169,531249500,69047,"308,956,500","38,773",코미디,15세관람가,일반영화,2012,2,겨울,194890587,0,"['그렉 키니어', '피어스 브로스넌', '사라 제시카 파커']",7.75
2025,2879,주노,제이슨 라이트맨,미로비젼,2008-02-21,장편,미국,168,436273333,69011,"190,033,333","28,461",드라마,12세관람가,독립/예술영화,2008,2,겨울,147428639,0,"['엘리엇 페이지', '마이클 세라', '제니퍼 가너', '제이슨 베이트먼', '앨리슨 제니', 'J.K. 시몬스', '올리비아 썰비']",7.96
2026,2883,스티브 잡스,대니 보일,유니버설픽쳐스인터내셔널 코리아,2016-01-21,장편,미국,384,535351276,68815,"263,409,778","32,834",드라마,12세관람가,일반영화,2016,1,겨울,217026182,0,"['마이클 패스벤더', '케이트 윈슬렛', '세스 로건']",7.49
2027,2884,달라스 바이어스 클럽,장 마크 발레,나이너스엔터테인먼트,2014-03-06,장편,미국,138,517283443,68794,"329,423,543","42,661",드라마,청소년관람불가,독립/예술영화,2014,3,봄,215068958,0,"['매튜 맥커너히', '제니퍼 가너', '자레드 레토']",8.83
2028,2887,피노키오: 당나귀 섬의 비밀,엔조 달로,인벤트스톤,2013-04-25,장편,기타,283,430554000,68711,"114,457,000","17,366",애니메이션,전체관람가,독립/예술영화,2013,4,봄,213351030,0,['로버트 네이러'],7.03
2029,2889,4교시 추리영역,이상용,롯데엔터테인먼트,2009-08-12,장편,한국,170,464636012,68367,"111,327,000","15,256",공포(호러),15세관람가,일반영화,2009,8,여름,155398654,0,"['유승호', '강소라']",5.03
2030,2890,닥터,김성홍,마인스 엔터테인먼트,2013-06-20,장편,한국,163,495574500,68312,"128,870,000","16,975",스릴러,청소년관람불가,일반영화,2013,6,여름,213351030,0,"['김창완', '배소은', '박건우']",5.7
2031,2892,리미트,이승준,TCO더콘텐츠온,2022-08-31,장편,한국,687,636265902,67971,"163,332,653","16,813",범죄,15세관람가,일반영화,2022,8,여름,112805094,1,"['이정현', '문정희', '진서연', '박명훈', '최덕문', '박경혜']",4.63
2032,2894,당신이 잠든 사이에,김정민,엠플러스픽쳐스,2008-08-14,장편,한국,164,448114500,67626,"123,233,000","17,494",코미디,15세관람가,일반영화,2008,8,여름,147428639,0,"['예지원', '탁재훈']",6.07
2033,2895,올 더 머니,리들리 스콧,판씨네마,2018-02-01,장편,미국,260,547011500,67602,"282,210,900","34,598",범죄,15세관람가,독립/예술영화,2018,2,겨울,216385269,0,"['마크 월버그', '미셸 윌리엄스', '크리스토퍼 플러머']",7.98
2034,2898,여곡성,유영선,스마일이엔티,2018-11-08,장편,한국,212,594373400,67368,"118,804,700","13,499",공포(호러),15세관람가,일반영화,2018,11,가을,216385269,0,"['서영희', '손나은', '이태리', '박민지']",4.08
2035,2899,극장판 반지의 비밀일기,한승우,영화사 빅,2019-09-11,장편,한국,459,539843170,67319,"115,818,000","13,522",애니메이션,전체관람가,일반영화,2019,9,가을,226678777,0,"['방연지', '김선혜', '조경이', '채민지']",9.1
2036,2900,트로픽 썬더,벤 스틸러,씨제이이엔엠,2008-12-10,장편,미국,104,465953500,67267,"226,130,500","31,444",액션,청소년관람불가,일반영화,2008,12,겨울,147428639,0,"['벤 스틸러', '잭 블랙', '로버트 다우니 주니어']",6.58
2037,2901,내 남자의 아내도 좋아,우디 알렌,씨지브이신도림,2009-04-15,장편,기타,132,454199063,67202,"261,280,500","37,216",드라마,15세관람가,독립/예술영화,2009,4,봄,155398654,0,"['하비에르 바르뎀', '페넬로페 크루즈', '스칼릿 조핸슨', '패트리시아 클락슨', '케빈 던', '레베카 홀', '크리스 메시나']",7.72
2038,2902,주문진,하명중,롯데엔터테인먼트,2010-01-21,장편,한국,93,378219576,67167,"144,095,300","25,604",드라마,12세관람가,일반영화,2010,1,겨울,147759214,0,"['황보라', '김기범']",6.93
2039,2903,아이엠스타 뮤직어워드,와타다 신야,씨제이이엔엠,2016-09-14,장편,일본,358,455696500,67027,"93,175,000","13,395",애니메이션,전체관람가,일반영화,2016,9,가을,217026182,0,"['정유정', '김새해', '김영은', '정유미', '정혜원', '김채하', '소연', '위훈']",7.78
2040,2904,Mr.아이돌,라희찬,롯데엔터테인먼트,2011-11-03,장편,한국,311,467982500,67001,"174,484,500","23,677",드라마,12세관람가,일반영화,2011,11,가을,159724465,0,"['박예진', '지현우', '김수로']",7.29
2041,2906,올레,채두병,대명문화공장,2016-08-25,장편,한국,338,522938900,66883,"139,416,000","17,318",드라마,15세관람가,일반영화,2016,8,여름,217026182,0,"['신하균', '박희순', '오만석', '유다인']",7.43
2042,2910,라스트 스탠드,김지운,씨제이이엔엠,2013-02-21,장편,미국,300,492135000,66698,"182,360,500","24,008",액션,청소년관람불가,일반영화,2013,2,겨울,213351030,0,"['아놀드 슈왈제네거', '포레스트 휘태커', '조니 녹스빌', '로드리고 산토로', '제이미 알렉산더']",7.81
2043,2916,용과 주근깨 공주,호소다 마모루,와이드 릴리즈,2021-09-29,장편,일본,216,643986900,66360,"219,521,100","22,654",애니메이션,전체관람가,일반영화,2021,9,가을,60531087,1,"['사토 타케루', '나리타 료', '소메타니 쇼타', '타마시로 티나']",6.71
2044,2917,선생님의 일기,니티왓 다라톤,드림팩트엔터테인먼트,2016-11-02,장편,기타,163,461082900,66319,"140,241,400","19,838",멜로/로맨스,12세관람가,독립/예술영화,2016,11,가을,217026182,0,"['레일라 분야삭', '비 스크릿 위셋케우 ']",8.9
2045,2918,골든 슬럼버,나카무라 요시히로,씨제이이엔엠,2010-08-26,장편,일본,139,483993392,66224,"215,645,000","28,330",스릴러,12세관람가,일반영화,2010,8,여름,147759214,0,"['사카이 마사토', '다케우치 유코']",7.37
2046,2919,천녀유혼,엽위신,씨너스엔터테인먼트,2011-05-12,장편,중국,240,497089500,66219,"161,673,000","20,447",SF,12세관람가,일반영화,2011,5,봄,159724465,0,"['고천락', '유역비', '여소군']",6.48
2047,2920,레지던트,안티 조키넨,쇼박스,2011-06-02,장편,영국,200,518700000,66216,"198,563,500","23,922",스릴러,청소년관람불가,일반영화,2011,6,여름,159724465,0,"['힐러리 스웽크', '제프리 딘 모건', '크리스토퍼 리']",6.93
2048,2922,패트리어트 데이,피터 버그,이수C&E,2017-04-06,장편,미국,375,521471618,66074,"173,633,018","21,365",드라마,15세관람가,일반영화,2017,4,봄,219876227,0,['마크 월버그'],8.78
2049,2924,카페 벨에포크,니콜라스 베도스,이수C&E,2020-05-20,장편,프랑스,463,549455880,65975,"268,690,840","32,387",코미디,15세관람가,독립/예술영화,2020,5,봄,59523967,1,"['도리아 틸리에', '다니엘 오떼유', '화니 아르당', '기욤 까네']",8.43
