,순번,영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분,연도,월,계절,총 관객수,코로나,출연,평점
556,733,심야의 F.M.,김상만,롯데엔터테인먼트,2010-10-14,장편,한국,422,9328562568,1228673,"2,982,025,500","373,247",스릴러,청소년관람불가,일반영화,2010,10,가을,147759214,0,"['수애', '유지태']",6.83
557,734,특별수사: 사형수의 편지,권종관,넥스트엔터테인먼트월드,2016-06-16,장편,한국,691,9792082065,1225142,"2,119,260,245","255,249",범죄,15세관람가,일반영화,2016,6,여름,217026182,0,"['김명민', '김상호', '성동일', '김영애', '김향기']",8.32
558,735,찌라시: 위험한 소문,김광식,씨제이이엔엠,2014-02-20,장편,한국,560,9111648087,1221420,"2,127,543,287","272,430",범죄,15세관람가,일반영화,2014,2,겨울,215068958,0,"['김강우', '정진영', '고창석', '박성웅']",7.51
559,736,포비든 킹덤: 전설의 마스터를 찾아서,롭 민코프,시네마서비스,2008-04-24,장편,미국,394,7876101835,1221352,"2,242,422,335","327,445",액션,12세관람가,일반영화,2008,4,봄,147428639,0,"['성룡', '이연걸', '마이클 안가라노', '유역비']",7.32
560,737,토탈 리콜,렌 와이즈먼,한국소니픽쳐스릴리징브에나비스타영화,2012-08-15,장편,미국,448,8958236000,1219637,"2,911,318,500","378,245",SF,15세관람가,일반영화,2012,8,여름,194890587,0,"['콜린 파렐', '케이트 베킨세일', '제시카 비엘', '브라이언 크랜스톤']",7.3
561,739,결혼전야,홍지영,씨너스엔터테인먼트,2013-11-21,장편,한국,524,8431504719,1212270,"2,667,346,719","365,215",멜로/로맨스,15세관람가,일반영화,2013,11,가을,213351030,0,"['김강우', '김효진', '이연희', '택연', '마동석', '구잘 투르수노바', '이희준', '고준희', '주지훈']",6.97
562,740,해치지않아,손재곤,에이스메이커무비웍스,2020-01-15,장편,한국,1216,10154099090,1209689,"2,304,920,440","262,944",코미디,12세관람가,일반영화,2020,1,겨울,59523967,1,"['안재홍', '강소라', '박영규', '김성오', '전여빈', '박혁권']",6.21
563,741,레지던트 이블 4: 끝나지 않은 전쟁 3D,폴 W.S. 앤더슨,한국소니픽쳐스릴리징브에나비스타영화,2010-09-16,장편,독일,335,14767125516,1209538,"4,547,529,000","365,095",공포(호러),청소년관람불가,일반영화,2010,9,가을,147759214,0,['밀라 요보비치'],6.27
564,742,엘리시움,닐 블롬캠프,월트디즈니스튜디오스코리아,2013-08-29,장편,미국,588,9017994500,1207732,"3,172,662,500","403,184",SF,청소년관람불가,일반영화,2013,8,여름,213351030,0,"['맷 데이먼', '조디 포스터', '샬토 코플리']",7.24
565,743,악녀,정병길,넥스트엔터테인먼트월드,2017-06-08,장편,한국,685,9730720144,1206917,"2,546,959,444","304,997",액션,청소년관람불가,일반영화,2017,6,여름,219876227,0,"['김옥빈', '신하균', '성준', '김서형', '조은지']",6.97
566,744,인사동 스캔들,박희곤,에스케이텔레콤,2009-04-29,장편,한국,314,7900084842,1206101,"2,450,497,500","353,002",드라마,15세관람가,일반영화,2009,4,봄,155398654,0,"['김래원', '엄정화']",7.99
567,745,깡철이,안권태,씨제이이엔엠,2013-10-02,장편,한국,707,8534777462,1204666,"2,054,267,462","274,966",드라마,15세관람가,일반영화,2013,10,가을,213351030,0,"['유아인', '김해숙']",6.97
568,748,시간이탈자,곽재용,씨제이이엔엠,2016-04-13,장편,한국,733,9729882195,1202058,"2,733,406,795","325,133",스릴러,15세관람가,일반영화,2016,4,봄,217026182,0,"['임수정', '조정석', '이진욱']",7.1
569,750,R2B: 리턴투베이스,김동원,씨제이이엔엠,2012-08-15,장편,한국,539,8600489371,1201640,"1,993,557,324","264,850",액션,15세관람가,일반영화,2012,8,여름,194890587,0,"['비', '유준상', '신세경', '김성수', '이하나', '이종석', '정경호']",7.43
570,751,해빙,이수연,롯데엔터테인먼트,2017-03-01,장편,한국,915,9879737822,1201576,"2,434,113,422","284,100",스릴러,15세관람가,일반영화,2017,3,봄,219876227,0,"['조진웅', '신구', '김대명']",6.5
571,752,더 웹툰: 예고살인,김용균,씨제이이엔엠,2013-06-27,장편,한국,541,8534322070,1201033,"2,327,450,570","314,005",공포(호러),15세관람가,일반영화,2013,6,여름,213351030,0,"['이시영', '엄기준']",7.21
572,754,신비한 동물들과 덤블도어의 비밀,데이빗 예이츠,워너브러더스 코리아,2022-04-13,장편,미국,2207,12305198580,1195441,"4,102,779,180","381,672",어드벤처,12세관람가,일반영화,2022,4,봄,112805094,1,"['주드 로', '에디 레드메인', '에즈라 밀러', '매즈 미켈슨', '댄 포글러', '앨리슨 수돌', '칼럼 터너', '제시카 윌리엄스', '빅토리아 예이츠', '윌리엄 나딜람', '리처드 코일']",6.48
573,760,나니아 연대기: 새벽 출정호의 항해,마이클 앱티드,이십세기폭스코리아,2010-12-08,장편,미국,502,11276008290,1182228,"3,347,082,500","323,930",판타지,전체관람가,일반영화,2010,12,겨울,147759214,0,"['벤 반스', '조지 헨리', '윌 폴터', '스캔다 케인즈', '윌리암 모즐리', '안나 팝플웰']",8.09
574,761,빅매치,최호,넥스트엔터테인먼트월드,2014-11-27,장편,한국,627,8952096578,1177438,"2,231,518,478","280,152",액션,15세관람가,일반영화,2014,11,가을,215068958,0,"['이정재', '신하균', '이성민', '보아']",6.65
575,762,"힘을 내요, 미스터 리",이계벽,넥스트엔터테인먼트월드,2019-09-11,장편,한국,990,9887863906,1176076,"1,965,170,736","229,545",코미디,12세관람가,일반영화,2019,9,가을,226678777,0,"['차승원', '엄채영', '박해준']",7.73
576,764,서양 골동 양과자점 앤티크,민규동,오퍼스픽쳐스,2008-11-13,장편,한국,451,7367880833,1173310,"2,638,318,333","397,561",드라마,15세관람가,일반영화,2008,11,가을,147428639,0,"['주지훈', '김재욱', '유아인', '최지호', '앤디 질렛']",8.21
577,765,인생은 아름다워,최국희,롯데컬처웍스롯데엔터테인먼트,2022-09-28,장편,한국,1285,10898590019,1171648,"2,831,607,046","298,657",뮤지컬,12세관람가,일반영화,2022,9,가을,112805094,1,"['류승룡', '염정아', '박세완', '옹성우']",9.16
578,766,웜 바디스,조나단 레빈,씨제이이엔엠,2013-03-14,장편,미국,477,8361708124,1169839,"2,687,807,624","357,532",멜로/로맨스,15세관람가,일반영화,2013,3,봄,213351030,0,"['테레사 팔머', '니콜라스 홀트', '존 말코비치']",8.54
579,767,"당신, 거기 있어줄래요",홍지영,롯데엔터테인먼트,2016-12-14,장편,한국,767,9361133648,1168625,"2,667,189,948","319,506",판타지,12세관람가,일반영화,2016,12,겨울,217026182,0,"['김윤석', '변요한', '채서진']",8.73
580,768,동주,이준익,플러스엠 엔터테인먼트,2016-02-17,장편,한국,499,8864695589,1168427,"2,961,796,289","376,321",드라마,12세관람가,일반영화,2016,2,겨울,217026182,0,"['강하늘', '박정민', '김인우']",9.38
581,770,돈의 맛,임상수,시너지하우스,2012-05-17,장편,한국,643,8776870611,1165488,"2,880,753,111","365,067",드라마,청소년관람불가,일반영화,2012,5,봄,194890587,0,"['김강우', '백윤식', '윤여정', '김효진']",6.81
582,772,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아,2016-06-09,장편,미국,736,10140269205,1163120,"3,013,648,005","324,321",액션,12세관람가,일반영화,2016,6,여름,217026182,0,"['트래비스 핌멜', '벤 포스터', '토비 켑벨', '폴라 패튼', '클랜시 브라운', '도미닉 쿠퍼']",8.66
583,773,장수상회,강제규,씨제이이엔엠,2015-04-09,장편,한국,688,8707389643,1160935,"2,204,750,243","284,742",멜로/로맨스,12세관람가,일반영화,2015,4,봄,217299523,0,"['박근형', '윤여정', '조진웅', '한지민']",8.93
584,774,가문의 영광5 - 가문의 귀환,정용기,롯데엔터테인먼트,2012-12-19,장편,한국,447,8330342500,1160021,"1,681,261,500","224,852",코미디,15세관람가,일반영화,2012,12,겨울,194890587,0,"['정준호', '김민정', '유동근', '성동일', '박상욱', '박근형', '윤두준', '왕석현', '유혜정', '김태환', '손나은', '황광희', '유민']",6.05
585,775,슬로우 비디오,김영탁,이십세기폭스코리아,2014-10-02,장편,한국,618,8840530219,1159787,"2,288,636,719","286,952",드라마,12세관람가,일반영화,2014,10,가을,215068958,0,"['차태현', '남상미']",7.78
586,776,항거:유관순 이야기,조민호,롯데컬처웍스롯데엔터테인먼트,2019-02-27,장편,한국,1094,9290065101,1157707,"2,043,598,641","247,961",드라마,12세관람가,독립/예술영화,2019,2,겨울,226678777,0,"['고아성', '김새벽', '김예은', '정하담', '류경수']",8.67
587,777,스타트렉 비욘드,저스틴 린,롯데엔터테인먼트,2016-08-17,장편,미국,716,10193232820,1157472,"3,559,199,400","381,110",액션,12세관람가,일반영화,2016,8,여름,217026182,0,"['크리스 파인', '사이먼 페그', '조 샐다나', '재커리 퀸토', '칼 어번', '안톤 옐친', '존 조', '이드리스 엘바', '소피아 부텔라']",8.21
588,779,미씽: 사라진 여자,이언희,플러스엠 엔터테인먼트,2016-11-30,장편,한국,790,8881616256,1153109,"2,457,671,256","307,997",미스터리,15세관람가,일반영화,2016,11,가을,217026182,0,"['엄지원', '공효진']",8.4
589,780,잃어버린 세계를 찾아서 2: 신비의 섬,브래드 페이튼,워너브러더스 코리아,2012-01-19,장편,미국,398,9784305000,1149628,"2,244,305,000","239,683",액션,전체관람가,일반영화,2012,1,겨울,194890587,0,"['드웨인 존슨', '조쉬 허처슨', '마이클 케인', '바네사 허진스']",7.12
590,781,퍼펙트맨,용수,쇼박스,2019-10-02,장편,한국,894,9604139750,1144894,"1,544,313,980","178,228",코미디,15세관람가,일반영화,2019,10,가을,226678777,0,"['설경구', '조진웅']",7.87
591,782,용서는 없다,김형준,시네마서비스,2010-01-07,장편,한국,334,8737627361,1144238,"2,656,285,000","332,736",범죄,청소년관람불가,일반영화,2010,1,겨울,147759214,0,"['설경구', '류승범', '한혜진']",7.61
592,784,장사리 : 잊혀진 영웅들,곽경택,워너브러더스 코리아,2019-09-25,장편,한국,1090,8997921050,1140876,"1,699,010,620","208,596",전쟁,12세관람가,일반영화,2019,9,가을,226678777,0,"['김명민', '최민호', '김성철', '김인권', '곽시양']",8.27
593,786,고령화 가족,송해성,씨제이이엔엠,2013-05-09,장편,한국,583,8159482153,1139250,"2,429,592,653","324,221",드라마,15세관람가,일반영화,2013,5,봄,213351030,0,"['박해일', '윤제문', '공효진', '윤여정', '진지희']",8.22
594,787,미나리,정이삭,판씨네마,2021-03-03,장편,미국,1162,10201204050,1132962,"3,565,021,300","390,933",드라마,12세관람가,독립/예술영화,2021,3,봄,60531087,1,"['윌 패튼', '스티븐 연', '한예리', '윤여정', '앨런 김', '노엘 조']",7.56
595,788,김종욱 찾기,장유정,씨제이이엔엠,2010-12-08,장편,한국,442,8271660983,1130638,"3,070,574,500","396,698",멜로/로맨스,12세관람가,일반영화,2010,12,겨울,147759214,0,"['임수정', '공유']",8.29
596,789,하루,조선호,CGV아트하우스,2017-06-15,장편,한국,781,9068009842,1129018,"2,244,976,142","270,183",스릴러,15세관람가,일반영화,2017,6,여름,219876227,0,"['김명민', '변요한', '유재명']",7.04
597,790,헝거게임: 캣칭 파이어,프란시스 로렌스,롯데엔터테인먼트,2013-11-21,장편,미국,630,7850816000,1125739,"2,851,643,500","385,304",판타지,15세관람가,일반영화,2013,11,가을,213351030,0,"['제니퍼 로렌스', '조쉬 허처슨', '리암 헴스워스', '필립 세이모어 호프만', '토비 존스', '지나 말론', '엘리자베스 뱅크스', '샘 클라플린', '우디 해럴슨', '폴라 맬콤슨']",8.34
598,791,챔피언,김용완,워너브러더스 코리아,2018-05-01,장편,한국,874,9441064230,1125319,"1,846,376,630","212,475",드라마,12세관람가,일반영화,2018,5,봄,216385269,0,"['마동석', '권율', '한예리']",6.31
599,792,슬럼독 밀리어네어,대니 보일,영화특별시에스엠씨,2009-03-19,장편,영국,201,7468302846,1125032,"3,344,881,000","483,793",드라마,15세관람가,독립/예술영화,2009,3,봄,155398654,0,"['데브 파텔', '프리다 핀토', '타나이 크헤다', '아유시 마헤시 케데카', '탄비 가네시 론카', '루비아나 알리', '마드허 미탈', '아슈토시 로보 가지와라', '아자루딘 이스마일', '아닐 카푸르', '이르판 칸']",8.82
600,793,성난 변호사,허종호,씨제이이엔엠,2015-10-08,장편,한국,607,8697174039,1124918,"2,126,132,839","263,369",범죄,15세관람가,일반영화,2015,10,가을,217299523,0,"['이선균', '김고은', '임원희']",7.81
601,794,6년째 연애중,박현진,스튜디오210,2008-02-05,장편,한국,327,7460438000,1123294,"2,369,716,000","338,423",멜로/로맨스,15세관람가,일반영화,2008,2,겨울,147428639,0,"['김하늘', '윤계상']",7.04
602,796,특수본,황병국,시너지하우스,2011-11-24,장편,한국,471,8096052500,1118258,"2,269,510,500","299,090",액션,15세관람가,일반영화,2011,11,가을,159724465,0,"['엄태웅', '주원', '정진영', '성동일', '이태임', '김정태']",6.97
603,797,마이펫의 이중생활 2,크리스 리노드,유니버설픽쳐스인터내셔널 코리아,2019-07-31,장편,미국,933,8512830825,1114941,"1,937,926,035","239,636",애니메이션,전체관람가,일반영화,2019,7,여름,226678777,0,"['패튼 오스왈트', '에릭 스톤스트릿', '케빈 하트', '레이크 벨', '제니 슬레이트', '티파니 해디쉬', '해리슨 포드']",8.75
604,798,스타 트렉: 더 비기닝,J.J. 에이브럼스,씨제이이엔엠,2009-05-07,장편,미국,411,7425754645,1111865,"2,761,275,000","386,396",SF,12세관람가,일반영화,2009,5,봄,155398654,0,"['크리스 파인', '재커리 퀸토']",8.7
605,799,라이트 아웃,데이비드 F. 샌드버그,워너브러더스 코리아,2016-08-24,장편,미국,659,8892177975,1111158,"2,086,096,975","248,265",공포(호러),15세관람가,일반영화,2016,8,여름,217026182,0,"['테레사 팔머', '앨리시아 벨라 베일리', '가브리엘 베이트먼', '알렉산더 디퍼시아']",7.37
606,800,회사원,임상윤,쇼박스,2012-10-11,장편,한국,549,8321175000,1110523,"2,544,330,000","323,549",액션,청소년관람불가,일반영화,2012,10,가을,194890587,0,"['소지섭', '이미연']",6.52
607,801,간신,민규동,롯데엔터테인먼트,2015-05-21,장편,한국,697,8946842910,1110246,"2,421,410,210","289,236",사극,청소년관람불가,일반영화,2015,5,봄,217299523,0,"['주지훈', '김강우', '천호진', '임지연', '이유영']",6.9
608,804,박물관이 살아있다 : 비밀의 무덤,숀 레비,이십세기폭스코리아,2015-01-14,장편,미국,500,8170784606,1101678,"2,209,722,306","288,421",어드벤처,전체관람가,일반영화,2015,1,겨울,217299523,0,"['벤 스틸러', '로빈 윌리엄스', '댄 스티븐스', '레벨 윌슨', '오웬 윌슨', '벤 킹슬리', '딕 반 다이크', '미키 루니', '스티브 쿠건']",8.06
609,805,베스트셀러,이정호,시너지하우스 ,2010-04-15,장편,한국,317,8110824681,1099665,"2,478,553,500","317,714",미스터리,15세관람가,일반영화,2010,4,봄,147759214,0,['엄정화'],7.59
610,806,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",미키 타카히로,바이포엠스튜디오,2022-11-30,장편,일본,258,11341499930,1097535,"2,764,171,612","260,734",멜로/로맨스,12세관람가,독립/예술영화,2022,11,가을,112805094,1,"['미치에다 슌스케 ', '후쿠모토 리코', '후루카와 코토네', '마츠모토 호노카']",8.61
611,808,롱 리브 더 킹: 목포 영웅,강윤성,플러스엠 엔터테인먼트,2019-06-19,장편,한국,965,9218262910,1092738,"1,631,602,490","189,422",액션,15세관람가,일반영화,2019,6,여름,226678777,0,"['김래원', '원진아', '진선규', '최귀화']",7.53
612,811,마루 밑 아리에티,요네바야시 히로마사,씨제이이엔엠,2010-09-09,장편,일본,337,7773942884,1083746,"2,826,512,500","373,176",애니메이션,전체관람가,일반영화,2010,9,가을,147759214,0,"['시다 미라이', '카미키 류노스케', '미우라 토모카즈', '오타케 시노부', '키키 키린', '타케시타 케이코']",8.25
613,813,퍼시픽 림: 업라이징,스티븐 S. 드나이트,유니버설픽쳐스인터내셔널 코리아,2018-03-21,장편,미국,1145,8962712795,1077235,"2,487,116,295","278,336",액션,15세관람가,일반영화,2018,3,봄,216385269,0,"['존 보예가', '스콧 이스트우드']",6.61
614,814,가디언즈,피터 램지,씨제이이엔엠,2012-11-29,장편,미국,470,8212243000,1075584,"2,372,102,000","283,476",애니메이션,전체관람가,일반영화,2012,11,가을,194890587,0,"['크리스 파인', '알렉 볼드윈', '주드 로', '아일라 피셔', '휴 잭맨', '다코타 고요', '양세나']",9.18
615,815,더 울버린,제임스 맨골드,이십세기폭스코리아,2013-07-25,장편,미국,707,7849518000,1075333,"2,418,747,500","311,251",액션,15세관람가,일반영화,2013,7,여름,213351030,0,['휴 잭맨'],6.12
616,816,섹스 앤 더 시티,마이클 패트릭 킹,에스케이텔레콤,2008-06-05,장편,미국,361,7133337600,1074321,"3,434,823,000","495,297",멜로/로맨스,청소년관람불가,일반영화,2008,6,여름,147428639,0,"['사라 제시카 파커', '킴 캐트럴', '신시아 닉슨', '크리스틴 데이비스', '크리스 노스', '제니퍼 허드슨']",7.75
617,818,몬스터 호텔 3,젠디 타타코브스키,소니픽쳐스엔터테인먼트코리아극장배급지점,2018-08-08,장편,미국,715,7932156800,1072006,"1,410,233,600","183,174",애니메이션,전체관람가,일반영화,2018,8,여름,216385269,0,"['아담 샌들러', '셀레나 고메즈']",8.6
618,820,오빠생각,이한,넥스트엔터테인먼트월드,2016-01-21,장편,한국,855,8058857287,1069436,"1,899,517,093","242,400",드라마,12세관람가,일반영화,2016,1,겨울,217026182,0,"['임시완', '고아성']",8.53
619,822,노잉,알렉스 프로야스,넥스트엔터테인먼트월드,2009-04-16,장편,미국,394,6984051785,1063955,"2,424,294,000","351,082",SF,12세관람가,일반영화,2009,4,봄,155398654,0,['니콜라스 케이지'],7.0
620,823,"날, 보러와요",이철하,플러스엠 엔터테인먼트,2016-04-07,장편,한국,683,8821335063,1061412,"2,079,948,563","242,864",미스터리,청소년관람불가,일반영화,2016,4,봄,217026182,0,"['강예원', '이상윤', '최진호']",7.25
621,824,수상한 고객들,조진모,씨제이이엔엠,2011-04-14,장편,한국,411,7953428000,1059350,"2,669,850,500","339,494",코미디,15세관람가,일반영화,2011,4,봄,159724465,0,['류승범'],8.64
622,826,쥬만지: 넥스트 레벨,제이크 캐스단,소니픽쳐스엔터테인먼트코리아극장배급지점,2019-12-11,장편,미국,1195,8793014370,1057266,"2,210,640,940","253,811",액션,12세관람가,일반영화,2019,12,겨울,226678777,0,"['카렌 길런', '드웨인 존슨', '케빈 하트', '잭 블랙']",6.12
623,829,스텝업 2 : 더 스트리트,존 추,스튜디오이쩜영,2008-03-13,장편,미국,278,6856702000,1052379,"2,484,794,500","361,893",멜로/로맨스,12세관람가,일반영화,2008,3,봄,147428639,0,"['브리아나 에비건', '로버트 호프먼', '애덤 G. 세바니', '캐시']",8.65
624,832,그놈이다,윤준형,CGV아트하우스,2015-10-28,장편,한국,681,8098811152,1046313,"1,801,920,452","223,764",스릴러,15세관람가,일반영화,2015,10,가을,217299523,0,"['주원', '유해진', '이유영']",6.91
625,833,동창생,박홍수,쇼박스,2013-11-06,장편,한국,660,6983395126,1044522,"1,583,311,126","221,965",액션,15세관람가,일반영화,2013,11,가을,213351030,0,"['T.O.P', '한예리', '윤제문', '조성하', '김유정']",7.3
626,834,슈퍼 배드,크리스 리노드,유니버설픽쳐스인터내셔널 코리아,2010-09-16,장편,미국,321,9873975412,1043904,"2,753,597,000","272,176",애니메이션,전체관람가,일반영화,2010,9,가을,147759214,0,"['스티브 카렐', '태연', '서현', '미란다 코스그로브', '다나 가이어']",9.0
627,836,점박이:한반도의 공룡3D,한상호,씨제이이엔엠,2012-01-26,장편,한국,457,9621468000,1040636,"1,776,299,500","187,715",애니메이션,전체관람가,일반영화,2012,1,겨울,194890587,0,"['이형석', '신용우', '구자형']",7.64
628,837,삼국지:용의 부활,이인항,에스케이텔레콤,2008-04-03,장편,중국,322,6660263334,1036172,"2,118,435,834","315,310",사극,15세관람가,일반영화,2008,4,봄,147428639,0,"['유덕화', '홍금보', '매기 큐']",6.51
629,839,파괴된 사나이,우민호,시너지하우스 ,2010-07-01,장편,한국,190,7820538614,1030285,"2,500,843,000","314,477",드라마,청소년관람불가,일반영화,2010,7,여름,147759214,0,"['김명민', '엄기준', '박주미', '김소현', '이병준']",7.71
630,840,킹스맨: 퍼스트 에이전트,매튜 본,월트디즈니스튜디오스코리아,2021-12-22,장편,미국,1061,10313351770,1029365,"3,109,560,890","306,511",액션,청소년관람불가,일반영화,2021,12,겨울,60531087,1,"['랄프 파인즈', '해리스 딕킨슨']",7.74
631,841,지오스톰,대니 캐넌,워너브러더스 코리아,2017-10-19,장편,미국,854,8480864614,1028384,"2,098,804,714","238,747",액션,12세관람가,일반영화,2017,10,가을,219876227,0,"['제라드 버틀러', '애비 코니쉬', '짐 스터게스']",7.45
632,842,오직 그대만,송일곤,쇼박스,2011-10-20,장편,한국,435,7591008500,1027622,"2,118,827,000","271,148",멜로/로맨스,15세관람가,일반영화,2011,10,가을,159724465,0,"['소지섭', '한효주']",9.14
633,843,개구쟁이 스머프,라자 고스넬,한국소니픽쳐스릴리징브에나비스타영화,2011-08-11,장편,미국,399,7722534000,1027438,"1,962,882,000","239,071",애니메이션,전체관람가,일반영화,2011,8,여름,159724465,0,"['닐 패트릭 해리스', '소피아 베르가라']",8.55
634,849,로그 원: 스타워즈 스토리,가렛 에드워즈,월트디즈니스튜디오스코리아,2016-12-28,장편,미국,907,9047995594,1019309,"3,187,685,444","339,042",액션,12세관람가,일반영화,2016,12,겨울,217026182,0,"['펠리시티 존스', '디에고 루나', '매즈 미켈슨', '리즈 아메드', '포레스트 휘태커', '견자단', '강문']",8.5
635,852,본 레거시,토니 길로이,유니버설픽쳐스인터내셔널 코리아,2012-09-06,장편,미국,585,7412233000,1015711,"2,657,138,000","347,976",액션,15세관람가,일반영화,2012,9,가을,194890587,0,"['제레미 레너', '에드워드 노튼', '레이첼 와이즈']",7.14
636,853,밴티지 포인트,피트 트래비스,한국소니픽쳐스릴리징브에나비스타영화,2008-02-28,장편,미국,288,6654718499,1015287,"2,368,125,999","345,107",스릴러,15세관람가,일반영화,2008,2,겨울,147428639,0,"['데니스 퀘이드', '매튜 폭스', '포레스트 휘태커', '브루스 맥길']",7.79
637,855,더 넌,코린 하디,워너브러더스 코리아,2018-09-19,장편,미국,824,8777844795,1011580,"2,249,634,745","248,861",공포(호러),15세관람가,일반영화,2018,9,가을,216385269,0,"['타이사 파미가', '보니 아론스', '데미안 비쉬어']",6.67
638,857,셔터 아일랜드,마틴 스코세이지,씨제이이엔엠,2010-03-18,장편,미국,275,7528114276,1006833,"2,935,605,000","373,974",드라마,15세관람가,일반영화,2010,3,봄,147759214,0,"['레오나르도 디카프리오', '마크 러팔로']",8.41
639,859,존 윅 3: 파라벨룸,채드 스타헬스키,제이앤씨미디어그룹,2019-06-26,장편,미국,849,8204889876,1004347,"2,646,216,646","308,367",액션,청소년관람불가,일반영화,2019,6,여름,226678777,0,['키아누 리브스'],7.98
640,860,스카이스크래퍼,로슨 마샬 터버,유니버설픽쳐스인터내셔널 코리아,2018-07-11,장편,미국,831,8612111718,1002858,"2,058,127,718","232,570",액션,12세관람가,일반영화,2018,7,여름,216385269,0,"['드웨인 존슨', '니브 캠벨']",7.57
641,862,맨 인 더 다크,페드 알바레즈,유니버설픽쳐스인터내셔널 코리아,2016-10-05,장편,미국,671,8445645672,999047,"2,347,738,772","267,646",스릴러,청소년관람불가,일반영화,2016,10,가을,217026182,0,"['제인 레비', '딜런 미네트', '스티븐 랭']",7.92
642,863,오스트레일리아,바즈 루어만,이십세기폭스코리아,2008-12-10,장편,미국,433,6471511555,998528,"2,361,580,500","347,547",사극,12세관람가,일반영화,2008,12,겨울,147428639,0,"['휴 잭맨', '니콜 키드먼']",7.8
643,864,인크레더블 헐크,루이스 리테리어,유니버설픽쳐스인터내셔널 코리아,2008-06-12,장편,미국,360,6422773000,992064,"2,001,776,000","292,360",액션,15세관람가,일반영화,2008,6,여름,147428639,0,"['에드워드 노튼', '리브 타일러', '팀 로스']",8.27
644,865,염력,연상호,넥스트엔터테인먼트월드,2018-01-31,장편,한국,1099,7484644112,990104,"1,855,120,412","238,805",드라마,15세관람가,일반영화,2018,1,겨울,216385269,0,"['류승룡', '심은경']",4.99
645,867,방가? 방가!,육상효,시너지하우스 ,2010-09-30,장편,한국,259,7129363141,989021,"1,867,346,500","244,586",코미디,12세관람가,독립/예술영화,2010,9,가을,147759214,0,"['김인권', '김정태', '신현빈', '방대한', '나자루딘', '피터 홀맨', '에숀쿠로브 파르비스']",7.92
646,868,방황하는 칼날,이정호,씨제이이엔엠,2014-04-10,장편,한국,594,7806377800,987420,"1,950,201,400","234,776",범죄,청소년관람불가,일반영화,2014,4,봄,215068958,0,"['정재영', '이성민']",7.74
647,869,시체가 돌아왔다,우선호,씨제이이엔엠,2012-03-29,장편,한국,435,7357623000,986547,"1,804,931,500","228,284",범죄,15세관람가,일반영화,2012,3,봄,194890587,0,"['이범수', '류승범', '김옥빈']",7.42
648,870,미쓰 와이프,강효진,플러스엠 엔터테인먼트,2015-08-13,장편,한국,437,7357162869,984265,"1,676,810,469","221,861",코미디,15세관람가,일반영화,2015,8,여름,217299523,0,"['엄정화', '송승헌']",8.96
649,872,파퍼씨네 펭귄들,마크 워터스,이십세기폭스코리아,2011-09-07,장편,미국,333,7043993000,979739,"2,328,595,500","306,323",코미디,전체관람가,일반영화,2011,9,가을,159724465,0,"['칼라 구기노', '짐 캐리', '안젤라 랜즈베리', '매들린 캐롤']",8.53
650,873,로보캅,호세 파딜라,월트디즈니스튜디오스코리아,2014-02-13,장편,미국,627,7299641958,979509,"2,235,608,658","282,862",액션,12세관람가,일반영화,2014,2,겨울,215068958,0,"['조엘 킨나만', '사무엘 L. 잭슨', '게리 올드만']",8.01
651,874,원더풀 라디오,권칠인,쇼박스,2012-01-05,장편,한국,474,7193596000,977470,"2,018,583,000","259,784",드라마,15세관람가,일반영화,2012,1,겨울,194890587,0,"['이민정', '이정진']",7.57
652,876,돈 크라이 마미,김용한,에스비에스콘텐츠허브,2012-11-22,장편,한국,444,6808882099,975462,"1,607,844,582","220,683",스릴러,15세관람가,일반영화,2012,11,가을,194890587,0,"['유선', '남보라', '유오성', '동호']",6.45
653,877,바보,김정권,씨제이이엔엠,2008-02-28,장편,한국,263,6301818833,974554,"1,908,720,333","279,453",드라마,12세관람가,일반영화,2008,2,겨울,147428639,0,"['차태현', '하지원']",8.06
654,878,에픽 : 숲속의 전설,크리스 웻지,이십세기폭스코리아,2013-08-07,장편,미국,471,6702639000,973703,"1,630,346,000","218,343",애니메이션,전체관람가,일반영화,2013,8,여름,213351030,0,"['아만다 사이프리드', '조쉬 허처슨', '콜린 파렐']",8.78
655,879,"고산자, 대동여지도",강우석,씨제이이엔엠,2016-09-07,장편,한국,765,7777473258,971194,"1,911,829,638","230,579",사극,전체관람가,일반영화,2016,9,가을,217026182,0,"['차승원', '유준상']",7.17
656,880,우리는 형제입니다,장진,쇼박스,2014-10-23,장편,한국,566,7263255399,970373,"1,554,261,699","198,894",코미디,12세관람가,일반영화,2014,10,가을,215068958,0,"['조진웅', '김성균', '김영애', '윤진이']",7.21
657,881,프로메테우스,리들리 스콧,이십세기폭스코리아,2012-06-06,장편,미국,521,8583886099,970275,"3,548,689,099","372,315",SF,청소년관람불가,일반영화,2012,6,여름,194890587,0,"['누미 라파스', '마이클 패스벤더', '샤를리즈 테론', '가이 피어스']",7.76
