영화명,감독,배급사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
구스 베이비,크리스토퍼 젠킨스,이수C&E,2019-01-16,장편,미국,424,652090360,91430,"110,715,900","14,539",애니메이션,전체관람가,일반영화
그 남자의 책 198쪽,김정권,성원아이컴,2008-10-23,장편,한국,220,575174333,91387,"201,387,333","30,318",멜로/로맨스,12세관람가,일반영화
패솔로지,마크 쉬홀르만,롯데엔터테인먼트,2008-04-17,장편,미국,136,569157500,91253,"220,682,000","34,212",공포(호러),청소년관람불가,일반영화
포커스,글렌 피카라,워너브러더스 코리아,2015-02-26,장편,미국,349,702878700,91164,"227,994,000","28,313",코미디,15세관람가,일반영화
마마,안드레스 무시에티,유니버설픽쳐스인터내셔널 코리아,2013-01-23,장편,미국,164,662161500,91143,"224,271,500","29,260",공포(호러),15세관람가,일반영화
타워 하이스트,브렛 래트너,유니버설픽쳐스인터내셔널 코리아,2011-11-17,장편,미국,213,631715500,90840,"192,286,000","25,972",액션,12세관람가,일반영화
노 게임 노 라이프 -제로-,이시즈카 아츠코,박수엔터테인먼트,2017-10-19,장편,일본,121,739368300,90718,"202,590,300","24,302",애니메이션,12세관람가,독립/예술영화
둠스데이:지구 최후의 날,닐 마샬,영화사청어람,2008-06-19,장편,미국,203,598350500,90666,"184,110,500","26,258",SF,청소년관람불가,일반영화
써니 감독판,강형철,씨제이이엔엠,2011-07-28,장편,한국,54,698549500,90562,"326,414,000","41,959",드라마,청소년관람불가,일반영화
두다다쿵: 후후섬의 비밀,김지윤,넥스트엔터테인먼트월드,2023-02-15,장편,한국,514,817803025,90281,"130,772,875","13,781",애니메이션,전체관람가,일반영화
주디,루퍼트 굴드,TCO더콘텐츠온,2020-03-25,장편,영국,479,738851760,89719,"323,361,140","38,273",드라마,12세관람가,독립/예술영화
완벽한 파트너,박헌수,타임스토리그룹,2011-11-17,장편,한국,166,676141000,89526,"187,492,000","23,729",코미디,청소년관람불가,독립/예술영화
더 보이,데이빗 야로베스키,소니픽쳐스엔터테인먼트코리아극장배급지점,2019-05-23,장편,미국,509,776591970,89429,"225,789,210","25,397",공포(호러),15세관람가,일반영화
더 매직: 리틀톰과 도둑공주,어네스토 파드롱,코리아스크린,2015-09-24,장편,기타,193,653636700,89358,"152,376,100","20,244",애니메이션,전체관람가,독립/예술영화
슈퍼미니,토마스 자보,판씨네마,2014-04-10,장편,프랑스,303,640234500,89328,"160,231,000","21,281",애니메이션,전체관람가,일반영화
오베라는 남자,하네스 홀름,디스테이션,2016-05-25,장편,기타,255,711736888,89103,"359,658,888","43,635",드라마,12세관람가,독립/예술영화
페이스 블라인드,줄리앙 마그넷,마인스 엔터테인먼트,2012-06-21,장편,미국,179,660556169,88977,"227,353,169","28,629",범죄,청소년관람불가,일반영화
더 콜,브래드 앤더슨,넥스트엔터테인먼트월드,2013-06-20,장편,미국,241,626952634,88953,"238,777,634","32,488",스릴러,청소년관람불가,일반영화
콜드 라잇 오브 데이,마브룩 엘 메크리,씨너스엔터테인먼트,2012-05-17,장편,미국,245,636555090,88522,"214,464,090","28,596",액션,15세관람가,일반영화
다음 소희,정주리,트윈플러스파트너스,2023-02-08,장편,한국,562,847134216,88489,"340,244,643","34,577",드라마,15세관람가,독립/예술영화
레이니 데이 인 뉴욕,우디 앨런,그린나래미디어버킷스튜디오,2020-05-06,장편,미국,563,784272200,88440,"338,103,180","37,178",코미디,15세관람가,독립/예술영화
살인자,이기욱,영화사 빅,2014-01-15,장편,한국,207,656849000,88199,"93,792,500","11,952",스릴러,청소년관람불가,독립/예술영화
레고 무비2,마이크 미첼,워너브러더스 코리아,2019-02-06,장편,미국,442,680374040,88105,"182,185,020","22,018",애니메이션,전체관람가,일반영화
미드소마,아리 애스터,팝엔터테인먼트,2019-07-11,장편,미국,388,800891816,88055,"446,066,766","48,211",공포(호러),청소년관람불가,독립/예술영화
그대 이름은 장미,조석현,리틀빅픽쳐스,2019-01-16,장편,한국,540,735782970,88054,"231,834,480","26,485",코미디,12세관람가,일반영화
페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,애니플러스,2020-10-22,장편,일본,149,787515610,87996,"296,446,090","31,729",애니메이션,15세관람가,일반영화
비몽,김기덕,스폰지이엔티,2008-10-09,장편,한국,100,585055618,87963,"311,688,500","45,042",드라마,청소년관람불가,독립/예술영화
락 오브 에이지,아담 쉥크만,워너브러더스 코리아,2012-08-02,장편,미국,243,634870496,87915,"249,357,455","33,412",뮤지컬,15세관람가,일반영화
몬스터 콜,후안 안토니오 바요나,롯데엔터테인먼트,2017-09-14,장편,기타,349,686273900,87841,"299,085,800","36,865",판타지,12세관람가,독립/예술영화
사우스포,안톤 후쿠아,씨네그루다우기술,2015-12-03,장편,미국,335,649386248,87426,"210,497,148","26,835",드라마,15세관람가,일반영화
갤로우즈,크리스 로핑,워너브러더스 코리아,2015-09-03,장편,미국,299,674767406,87301,"144,252,106","17,990",공포(호러),15세관람가,일반영화
팅커 테일러 솔저 스파이,토마스 알프레드슨,왓챠,2012-02-09,장편,영국,187,648304500,87155,"280,860,000","36,114",스릴러,15세관람가,일반영화
김복동,송원근,엣나인필름,2019-08-08,장편,한국,366,696375860,87139,"302,552,820","35,968",다큐멘터리,12세관람가,독립/예술영화
셜록 놈즈,존 스티븐슨,삼백상회,2018-10-03,장편,미국,440,644661200,86784,"152,642,850","19,724",애니메이션,전체관람가,독립/예술영화
허큘리스,브렛 래트너,워너브러더스 코리아,2014-08-06,장편,미국,278,669733800,86528,"197,356,400","24,172",액션,15세관람가,일반영화
플로리다 프로젝트,션 베이커,오드,2018-03-07,장편,미국,126,726925600,86406,"476,695,400","55,275",드라마,15세관람가,독립/예술영화
슈퍼 프렌즈,이경호,키다리이엔티,2016-08-10,장편,한국,255,633274600,86293,"131,979,300","16,778",애니메이션,전체관람가,독립/예술영화
노매드랜드,클로이 자오,월트디즈니스튜디오스코리아,2021-04-15,장편,미국,181,800972240,85663,"495,701,190","52,631",드라마,12세관람가,독립/예술영화
숀더쉽,리처드 스타잭,박수엔터테인먼트,2015-08-13,장편,영국,263,592435000,85568,"144,352,300","19,454",애니메이션,전체관람가,독립/예술영화
디 아이,데이빗 모로,쇼박스,2008-06-05,장편,미국,108,542600500,85559,"142,351,000","21,657",공포(호러),15세관람가,일반영화
빅 아이즈,팀 버튼,판씨네마,2015-01-28,장편,미국,290,651316335,85200,"333,321,635","42,902",드라마,12세관람가,독립/예술영화
레전드 오브 래빗,순리준,화앤담이엔티,2012-02-22,장편,중국,225,581200500,85184,"122,319,500","16,874",애니메이션,전체관람가,일반영화
유스,파올로 소렌티노,그린나래미디어,2016-01-07,장편,기타,65,661767600,85166,"449,133,200","55,637",드라마,15세관람가,독립/예술영화
옥보단 3D,손립기,화앤담이엔티,2011-05-12,장편,기타,269,969826000,84798,"312,364,500","26,227",성인물(에로),청소년관람불가,일반영화
나의 청춘은 너의 것,대몽영,오드,2020-04-29,장편,기타,533,714892500,84442,"205,056,740","23,586",멜로/로맨스,12세관람가,독립/예술영화
극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,에이원엔터테인먼트,2012-05-24,장편,일본,243,574947000,84255,"115,189,000","15,267",애니메이션,전체관람가,일반영화
어린 왕자,최종현,롯데엔터테인먼트,2008-01-17,장편,한국,181,493292500,84015,"121,782,500","19,329",드라마,12세관람가,일반영화
왼편 마지막 집,데니스 일리아디스,유니버설픽쳐스인터내셔널 코리아,2009-09-03,장편,미국,158,632634348,83864,"202,305,000","25,327",공포(호러),청소년관람불가,일반영화
뉴욕 아이 러브 유,강문,케이디미디어,2009-10-22,장편,미국,95,647982325,83600,"361,427,500","45,635",코미디,15세관람가,일반영화
신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,CBS,2018-07-19,장편,미국,179,646846900,83474,"144,472,000","17,629",드라마,12세관람가,독립/예술영화
스위치,윌 스펙,씨너스엔터테인먼트,2010-12-01,장편,미국,163,564596900,83346,"233,302,000","32,409",멜로/로맨스,15세관람가,일반영화
와일드,장 마크 발레,이십세기폭스코리아,2015-01-22,장편,미국,58,665271800,83334,"408,810,700","50,722",드라마,청소년관람불가,독립/예술영화
폴: 600미터,스콧 만,스튜디오디에이치엘,2022-11-16,장편,영국,463,825147338,83310,"274,041,535","28,854",스릴러,12세관람가,일반영화
짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,롯데엔터테인먼트,2014-04-03,장편,일본,301,588913100,83289,"107,715,900","14,436",애니메이션,전체관람가,일반영화
세자매,이승원,리틀빅픽쳐스,2021-01-27,장편,한국,569,702123930,83275,"229,146,900","27,217",드라마,15세관람가,독립/예술영화
지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아극장배급지점,2017-06-28,장편,미국,90,656251800,83258,"254,855,800","31,766",코미디,15세관람가,독립/예술영화
뷰티풀 크리처스,리차드 라그라브네스,롯데엔터테인먼트,2013-04-18,장편,미국,278,582030544,82995,"192,640,044","26,361",스릴러,15세관람가,일반영화
더 이퀄라이저,안톤 후쿠아,유니버설픽쳐스인터내셔널 코리아,2015-01-28,장편,미국,255,639464500,82779,"220,031,900","28,526",액션,청소년관람불가,일반영화
라르고 윈치,제롬 샬레,프라임엔터테인먼트,2009-08-20,장편,프랑스,163,628575878,82610,"298,778,000","37,592",어드벤처,청소년관람불가,일반영화
씬 시티: 다크히어로의 부활,로버트 로드리게즈,플러스엠 엔터테인먼트,2014-09-11,장편,미국,345,650282748,82571,"295,313,748","36,080",액션,청소년관람불가,일반영화
어니스트 씨프,마크 윌리엄스,올스타엔터테인먼트,2021-02-03,장편,미국,554,724854260,82388,"211,342,010","24,809",액션,15세관람가,일반영화
도라에몽: 스탠바이미 2,야기 류이치,스마일이엔티,2021-05-19,장편,일본,631,712260330,82311,"135,454,900","15,316",애니메이션,전체관람가,일반영화
파도가 지나간 자리,데릭 시엔프랜스,CGV아트하우스,2017-03-08,장편,미국,276,634595200,82177,"263,656,600","33,216",드라마,15세관람가,독립/예술영화
다이노X 탐험대,이동희,이수C&E,2016-05-04,장편,한국,348,634339900,82148,"122,013,400","15,164",애니메이션,전체관람가,독립/예술영화
스펜서,파블로 라라인,,2022-03-16,장편,영국,730,771154130,82031,"397,441,260","41,496",드라마,12세관람가,독립/예술영화
출국,노규엽,기타,2018-11-14,장편,한국,274,639521850,81722,"244,385,200","32,001",드라마,15세관람가,독립/예술영화
젠틀맨,가이 리치,다날엔터테인먼트,2020-02-26,장편,미국,586,665658710,81482,"299,813,360","36,075",범죄,청소년관람불가,일반영화
아따맘마 - 극장판,야스미 테츠오,에이원엔터테인먼트,2011-02-17,장편,일본,90,533355500,81352,"110,413,000","15,687",애니메이션,전체관람가,일반영화
꼬마참새 리차드: 아프리카 원정대,레자 메마리,키다리이엔티,2017-06-15,장편,독일,319,599076600,81136,"110,244,400","13,844",애니메이션,전체관람가,독립/예술영화
터널 3D,박규택,박수엔터테인먼트,2014-08-20,장편,한국,264,620874000,80989,"141,924,500","17,219",공포(호러),15세관람가,일반영화
원 챈스,데이빗 프랭클,넥스트엔터테인먼트월드,2014-03-13,장편,영국,329,593174100,80977,"227,216,900","29,412",코미디,12세관람가,독립/예술영화
최악의 하루,김종관,CGV아트하우스,2016-08-25,장편,한국,199,639959190,80754,"351,625,290","43,550",멜로/로맨스,15세관람가,독립/예술영화
지금은맞고그때는틀리다,홍상수,넥스트엔터테인먼트월드,2015-09-24,장편,한국,59,664112100,80614,"463,272,700","54,576",드라마,청소년관람불가,독립/예술영화
엑스페리먼트,폴 쉐어링,새인컴퍼니,2010-08-11,장편,미국,110,583702363,80367,"185,043,000","24,383",드라마,15세관람가,독립/예술영화
프렌즈 위드 베네핏,윌 글럭,한국소니픽쳐스릴리징브에나비스타영화,2011-10-27,장편,미국,210,591765000,80197,"312,231,500","41,457",코미디,청소년관람불가,일반영화
에어로너츠,톰 하퍼,홈초이스,2020-06-10,장편,영국,534,691188500,79877,"284,464,760","32,538",드라마,12세관람가,독립/예술영화
로스트 인 더스트,데이빗 맥킨지,플러스엠 엔터테인먼트,2016-11-03,장편,미국,354,621368822,79812,"265,854,522","33,568",범죄,15세관람가,일반영화
오 마이 그랜파,댄 마저,판씨네마,2016-03-17,장편,미국,396,632806532,79701,"222,196,232","27,230",코미디,청소년관람불가,일반영화
꿀벌 하치의 대모험,아미노 테츠로,박수엔터테인먼트,2011-01-13,장편,일본,141,525369500,79625,"135,325,500","18,895",애니메이션,전체관람가,일반영화
미쓰 루시힐,조나스 엘머,쇼박스,2009-04-09,장편,미국,138,535856585,79471,"266,454,000","37,787",코미디,12세관람가,일반영화
드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,코리아스크린,2017-08-15,장편,독일,164,582071200,79446,"113,863,100","15,015",애니메이션,전체관람가,독립/예술영화
소리꾼,조정래,리틀빅픽쳐스,2020-07-01,장편,한국,573,642120680,79215,"183,695,800","22,306",사극,12세관람가,일반영화
페이스 오브 러브,아리 포신,영화사 빅,2014-04-16,장편,미국,222,585768905,79179,"281,603,905","36,996",드라마,15세관람가,독립/예술영화
