순번,영화명,네이버URL,이미지URL,연도,감독,출연,평점
603,러브 액츄얼리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36843,https://ssl.pstatic.net/imgmovie/mdi/mit110/0368/36843_P107_111559.jpg,2003,['리차드 커티스'],"['휴 그랜트', '콜린 퍼스', '리암 니슨', '키이라 나이틀리', '엠마 톰슨', '앨런 릭먼', '빌 나이', '로라 리니', '마틴 맥커친']",8.92
605,몬스타엑스 : 더 드리밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=211163,https://ssl.pstatic.net/imgmovie/mdi/mit110/2111/211163_P06_165823.jpg,2021,"['오윤동', '성신효']",,9.85
606,막달라 마리아: 부활의 증인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150658,https://ssl.pstatic.net/imgmovie/mdi/mit110/1506/150658_P10_144557.jpg,2018,['가스 데이비스'],"['루니 마라', '호아킨 피닉스', '치웨텔 에지오포']",6.93
607,단지 세상의 끝,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137958,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137958_P19_105301.jpg,2016,['자비에 돌란'],"['마리옹 꼬띠아르', '레아 세이두', '뱅상 카셀', '가스파르 울리엘', '나탈리 베이']",7.49
609,앵그리스트맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=108798,https://ssl.pstatic.net/imgmovie/mdi/mit110/1087/108798_P13_111925.jpg,2014,['필 알덴 로빈슨'],"['피터 딘클리지', '밀라 쿠니스', '로빈 윌리엄스', '제임스 얼 존스', '멜리사 레오']",8.51
610,신밧드와 마법 양탄자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181034,https://ssl.pstatic.net/imgmovie/mdi/mit110/1810/181034_P02_140759.jpg,2018,['카르스텐 킬레리치'],['투레 린드하르트'],8.20
611,쿠보와 전설의 악기,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133492,https://ssl.pstatic.net/imgmovie/mdi/mit110/1334/133492_P03_135554.jpg,2016,['트래비스 나이트'],"['랄프 파인즈', '루니 마라', '매튜 맥커너히', '샤를리즈 테론', '아트 파킨슨', '조지 타케이']",8.04
612,아야와 마녀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194856,https://ssl.pstatic.net/imgmovie/mdi/mit110/1948/194856_P17_151638.jpg,2020,['미야자키 고로'],,6.18
614,바르다가 사랑한 얼굴들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162854,https://ssl.pstatic.net/imgmovie/mdi/mit110/1628/162854_P14_142516.jpg,2017,"['아녜스 <b>바르다</b>', '제이알']","['아녜스 <b>바르다</b>', '제이알']",8.90
619,클리포드 더 빅 레드 독,https://movie.naver.com/movie/bi/mi/basic.nhn?code=210806,https://ssl.pstatic.net/imgmovie/mdi/mit110/2108/210806_P14_165045.jpg,2021,['월트 베커'],"['다비 캠프', '잭 화이트홀', '존 클리즈', '시에나 길로리']",8.39
620,드라이브 앵그리 3D,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76443,https://ssl.pstatic.net/imgmovie/mdi/mit110/0764/76443_P04_105114.jpg,2011,['패트릭 루지어'],"['니콜라스 케이지', '앰버 허드', '윌리암 피츠너', '빌리 버크']",6.43
621,지구: 놀라운 하루,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168418,https://ssl.pstatic.net/imgmovie/mdi/mit110/1684/168418_P14_163841.jpg,2017,"['피터 웨버', '리처드 데일', '리신 판']","['이제훈', '로버트 레드포드', '성룡']",9.40
622,"나의 사랑, 그리스",https://movie.naver.com/movie/bi/mi/basic.nhn?code=147896,https://ssl.pstatic.net/imgmovie/mdi/mit110/1478/147896_P04_095752.jpg,2015,['크리스토퍼 파파칼리아티스'],"['J.K. 시몬스', '크리스토퍼 파파칼리아티스', '안드레아 오스바트', '마리아 카보이아니', '타우픽 바롬', '니키 바칼리']",8.77
623,지골로 인 뉴욕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102055,https://ssl.pstatic.net/imgmovie/mdi/mit110/1020/102055_P26_154455.jpg,2013,['존 터투로'],"['우디 앨런', '소피아 베르가라', '리브 슈라이버', '샤론 스톤', '존 터투로', '바네사 파라디']",7.60
624,극장판 나루토 질풍전: 로드 투 닌자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96968,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96968_P10_142440.jpg,2012,['다테 하야토'],"['다케우치 준코', '나카무라 치에', '모리카와 토시유키']",8.95
626,나루토 질풍전 극장판 3 - 불의 의지를 잇는 자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=55060,https://ssl.pstatic.net/imgmovie/mdi/mit110/0550/55060_P14_031849.jpg,2009,['무라타 마사히코'],"['나카무라 치에', '박로미']",8.77
627,체실 비치에서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167388,https://ssl.pstatic.net/imgmovie/mdi/mit110/1673/167388_P10_134203.jpg,2017,['도미닉 쿡'],"['시얼샤 로넌', '빌리 하울']",7.88
628,행복배달부 팻아저씨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97859,https://ssl.pstatic.net/imgmovie/mdi/mit110/0978/97859_P25_180430.jpg,2014,['마이크 디사'],"['짐 브로드벤트', '제인 카', '로빈 앳킨 다운즈', '수잔 듀어든', '스테판 망간']",8.61
629,테일 오브 테일즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=139435,https://ssl.pstatic.net/imgmovie/mdi/mit110/1394/139435_P10_164822.jpg,2015,['마테오 가로네'],"['셀마 헤이엑', '뱅상 카셀', '토비 존스', '스테이시 마틴']",7.49
634,소명 2 - 모겐족의 월드컵,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74461,https://ssl.pstatic.net/imgmovie/mdi/mit110/0744/74461_P00_213420.jpg,2010,['신현원'],"['강성민', '<b>모겐족</b> 아이들', 'YOK', '장미연', '강진주', '김성주']",8.58
635,내 인생의 마지막 변화구,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92827,https://ssl.pstatic.net/imgmovie/mdi/mit110/0928/92827_P16_120808.jpg,2012,['로버트 로렌즈'],"['클린트 이스트우드', '에이미 아담스', '저스틴 팀버레이크', '존 굿맨']",8.33
636,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201923,https://ssl.pstatic.net/imgmovie/mdi/mit110/2019/201923_P09_100027.jpg,2020,['블레어 시몬스'],"['하성용', '정재헌', '엄상현', '김율', '윤승희', '유동균', '김정은', '한경화']",9.11
637,루비 스팍스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94131,https://ssl.pstatic.net/imgmovie/mdi/mit110/0941/94131_P20_113154.jpg,2012,"['조나단 데이턴', '발레리 페리스']","['폴 다노', '조 카잔']",7.55
638,"하이, 젝시",https://movie.naver.com/movie/bi/mi/basic.nhn?code=189366,https://ssl.pstatic.net/imgmovie/mdi/mit110/1893/189366_P14_102340.jpg,2019,"['존 루카스', '스캇 무어']","['로즈 번', '아담 드바인']",6.76
639,춘희막이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=138576,https://ssl.pstatic.net/imgmovie/mdi/mit110/1385/138576_P13_095659.jpg,2015,['박혁지'],"['김춘희', '최막이']",8.94
642,극장판 윌벤져스 : 수상한 캠핑 대소동,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213487,https://ssl.pstatic.net/imgmovie/mdi/mit110/2134/213487_P17_153028.jpg,2022,"['신창환', '류정우']","['샘 해밍턴', '김서영', '강시현', '최한']",9.01
645,역모 - 반란의 시대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142210,https://ssl.pstatic.net/imgmovie/mdi/mit110/1422/142210_P06_104342.jpg,2016,['김홍선'],"['정해인', '김지훈', '이원종', '조재윤']",3.67
646,아이돌 마스터 무비 : 빛의 저편으로!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121094,https://ssl.pstatic.net/imgmovie/mdi/mit110/1210/121094_P02_162320.jpg,2013,['니시고리 아츠시'],"['나카무라 에리코', '하세가와 아키코', '이마이 아사미', '니고 마야코', '아사쿠라 아즈미', '히라타 히로미', '시모다 아사미', '쿠기미야 리에', '타카하시 치아키', '하라 유미', '누마쿠라 마나미']",7.89
648,왕이 될 아이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168043,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168043_P06_105007.jpg,2019,['조 코니쉬'],"['레베카 퍼거슨', '패트릭 스튜어트', '루이스 서키스']",7.90
650,리빙보이 인 뉴욕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99093,https://ssl.pstatic.net/imgmovie/mdi/mit110/0990/99093_P42_095312.jpg,2017,['마크 웹'],"['칼럼 터너', '제프 브리지스', '케이트 베킨세일', '키어시 클레몬스', '피어스 브로스넌', '신시아 닉슨']",7.46
653,양자경의 더 모든 날 모든 순간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223798,https://ssl.pstatic.net/imgmovie/mdi/mit110/2237/223798_P01_172811.jpg,2022,"['다니엘 콴', '다니엘 쉐이너트']","['<b>양자경</b>', '스테파니 수', '키 호이 콴', '제이미 리 커티스']",8.59
654,미스비헤이비어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192623,https://ssl.pstatic.net/imgmovie/mdi/mit110/1926/192623_P23_145726.jpg,2020,['필립파 로소프'],"['키이라 나이틀리', '제시 버클리', '구구 바샤-로', '킬리 호위스', '레슬리 맨빌', '리스 이판', '필리스 로건', '수키 워터하우스', '그렉 키니어']",9.02
655,데스노트: 더 뉴 월드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142324,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142324_P03_111637.jpg,2016,['사토 신스케'],"['히가시데 마사히로', '이케마츠 소스케', '토다 에리카', '스다 마사키']",4.76
657,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,https://movie.naver.com/movie/bi/mi/basic.nhn?code=212140,https://ssl.pstatic.net/imgmovie/mdi/mit110/2121/212140_P09_155959.jpg,2020,['블레어 시몬스'],"['하성용', '정재헌', '엄상현', '윤승희', '김율', '유동균', '김정은', '한경화', '장미']",6.19
659,캐리tv 러브콘서트 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184240,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184240_P12_135237.jpg,2019,"['정귀호', '이민환']","['이성인', '소경호', '현채민', '스텔라']",7.98
660,대통령의 7시간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=189071,https://ssl.pstatic.net/imgmovie/mdi/mit110/1890/189071_P14_175613.jpg,2019,['이상호'],,6.00
661,슈퍼 스파이: 수상한 임무,https://movie.naver.com/movie/bi/mi/basic.nhn?code=135655,https://ssl.pstatic.net/imgmovie/mdi/mit110/1356/135655_P14_115115.jpg,2014,['하비에르 페서'],"['카라 엘레할데', '헌프리 토페라']",5.30
663,굿모닝 맨하탄,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98276,https://ssl.pstatic.net/imgmovie/mdi/mit110/0982/98276_P12_101018.jpg,2012,['가우리 신드'],"['스리데비', '아딜 후세인']",8.93
665,플레이모빌: 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182020,https://ssl.pstatic.net/imgmovie/mdi/mit110/1820/182020_P17_104006.jpg,2019,['리노 디살보'],"['다니엘 래드클리프', '안야 테일러 조이', '아담 램버트', '짐 개피건']",8.34
667,크리미널 스쿼드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168036,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168036_P14_143754.jpg,2018,['크리스찬 거드게스트'],"['제라드 버틀러', '파블로 쉬레이버', '50 센트', '오셔 잭슨 주니어']",7.87
668,"어디갔어, 버나뎃",https://movie.naver.com/movie/bi/mi/basic.nhn?code=168012,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168012_P07_144950.jpg,2019,['리처드 링클레이터'],"['케이트 블란쳇', '빌리 크루덥', '엠마 넬슨', '크리스틴 위그', '주디 그리어']",8.95
669,극장판 암살교실: 365일의 시간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160750,https://ssl.pstatic.net/imgmovie/mdi/mit110/1607/160750_P01_110049.jpg,2016,['키시 세이지'],"['후쿠야마 쥰', '스기타 토모카즈', '이토 시즈카', '오카모토 노부히코', '오오사카 료타']",8.47
670,카페 6,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155044,https://ssl.pstatic.net/imgmovie/mdi/mit110/1550/155044_P14_113328.jpg,2016,['오자운'],"['동자건', '안탁령', '임백굉', '오양니니']",7.62
671,파울볼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136649,https://ssl.pstatic.net/imgmovie/mdi/mit110/1366/136649_P06_094613.jpg,2014,"['조정래', '김보경']","['김성근', '고양원더스선수들', '조진웅']",6.75
672,누구나 아는 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168054,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168054_P11_102046.jpg,2018,['아쉬가르 파라디'],"['하비에르 바르뎀', '페넬로페 크루즈']",7.75
675,박물관이 진짜 살아있다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180002,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180002_P10_095902.jpg,2017,"['마틴 코틱', '이나 예블라니코바']","['장은숙', '최원형', '장경희', '안종덕', '변종필', '이민하', '조예신']",7.56
676,무림여대생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45668,https://ssl.pstatic.net/imgmovie/mdi/mit110/0456/D5668-00.jpg,2008,['곽재용'],"['신민아', '온주완', '유건']",4.83
677,마리안느와 마가렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159525,https://ssl.pstatic.net/imgmovie/mdi/mit110/1595/159525_P20_105208.jpg,2017,['윤세영'],"['<b>마리안느</b> 스퇴거', '<b>마가렛</b> 피사렉']",9.55
679,문호 스트레이독스 [데드애플],https://movie.naver.com/movie/bi/mi/basic.nhn?code=172117,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172117_P01_164234.jpg,2018,['이가라시 타쿠야'],"['미야노 마모루', '오노 켄쇼', '타니야마 키쇼', '에무라 유우토']",8.26
680,건즈 아킴보,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188993,https://ssl.pstatic.net/imgmovie/mdi/mit110/1889/188993_P12_155023.jpg,2020,['제이슨 레이 하우덴'],"['다니엘 래드클리프', '사마라 위빙', '네드 데네히', '나타샤 류 보르디초']",6.42
681,그루지 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52503,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52503_P00_102215.jpg,2009,['토비 윌킨스'],"['매튜 나이트', '쇼니 스미스', '마이크 스트라웁', '호리우치 아이코', '츠치야 심바', '이케하타 에미']",4.44
682,나를 미치게 하는 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=124243,https://ssl.pstatic.net/imgmovie/mdi/mit110/1242/124243_P04_095526.jpg,2015,['주드 아패토우'],"['에이미 슈머', '빌 헤이더', '브리 라슨']",6.48
686,데인저러스 메소드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74058,https://ssl.pstatic.net/imgmovie/mdi/mit110/0740/74058_P137_103902.jpg,2011,['데이비드 크로넨버그'],"['키이라 나이틀리', '비고 모텐슨', '마이클 패스벤더', '뱅상 카셀', '사라 가돈']",8.34
687,파리의 인어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194486,https://ssl.pstatic.net/imgmovie/mdi/mit110/1944/194486_P00_172123.jpg,2020,['마티아스 말지우'],"['마릴린 리마', '니콜라스 뒤보셸']",6.41
688,페인 앤 글로리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185254,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185254_P33_133531.jpg,2019,['페드로 알모도바르'],"['페넬로페 크루즈', '안토니오 반데라스']",8.39
690,코비:블루 엘리펀트의 전설,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117553,https://ssl.pstatic.net/imgmovie/mdi/mit110/1175/117553_P08_112054.jpg,2009,['타위랍 스리우티윙스'],"['위훈', '윤세웅', '곽윤상', '윤승희', '이제인', '전진아', '김경희', '권문정', '박상훈']",8.48
692,위아 유어 프렌즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130943,https://ssl.pstatic.net/imgmovie/mdi/mit110/1309/130943_P14_104019.jpg,2015,['맥스 조셉'],"['에밀리 라타이코프스키', '잭 에프론']",8.59
693,토마스와 친구들:용감한 기관차와 괴물소동,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154107,https://ssl.pstatic.net/imgmovie/mdi/mit110/1541/154107_P08_110925.jpg,2016,['롭 실베스트리'],"['마크 모라한', '벤 스몰']",7.50
694,퍼펙트 케어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196533,https://ssl.pstatic.net/imgmovie/mdi/mit110/1965/196533_P17_094412.jpg,2020,['J 블레이크슨'],"['로자먼드 파이크', '에이사 곤잘레스', '다이앤 위스트', '알리시아 위트', '피터 딘클리지']",6.79
695,타발루가와 얼음공주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=187507,https://ssl.pstatic.net/imgmovie/mdi/mit110/1875/187507_P01_105605.jpg,2018,['스벤 운터발트 주니어'],"['김혜성', '강은애']",9.24
698,로스트 인 파리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156259,https://ssl.pstatic.net/imgmovie/mdi/mit110/1562/156259_P13_100019.jpg,2016,"['도미니크 아벨', '피오나 고든']","['도미니크 아벨', '피오나 고든']",7.92
700,피쉬 프렌즈: 알록이의 신기한 모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177497,https://ssl.pstatic.net/imgmovie/mdi/mit110/1774/177497_P12_134454.jpg,2018,['부르한 군'],"['송영인', '방지원', '이세원', '오은수', '신정훈', '박상우']",4.48
701,인천상륙작전 : 익스텐디드 에디션(확장판),https://movie.naver.com/movie/bi/mi/basic.nhn?code=153449,https://ssl.pstatic.net/imgmovie/mdi/mit110/1534/153449_P01_143956.jpg,2016,['이재한'],"['이정재', '이범수', '리암 니슨', '진세연']",6.95
705,아워 이디엇 브라더,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81028,https://ssl.pstatic.net/imgmovie/mdi/mit110/0810/81028_P08_153825.jpg,2011,['제시 페레츠'],"['주이 디샤넬', '엘리자베스 뱅크스', '폴 러드', '에밀리 모티머']",8.52
707,러브 앤 머시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118933,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118933_P15_100151.jpg,2014,['빌 포래드'],"['엘리자베스 뱅크스', '존 쿠삭', '폴 다노']",8.05
712,아기돼지 3형제와 매직램프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160720,https://ssl.pstatic.net/imgmovie/mdi/mit110/1607/160720_P15_113640.jpg,2015,['유위'],"['윤아영', '이소은', '최정현', '황창영']",6.98
713,머신건 프리처,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77119,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77119_P38_144949.JPG,2011,['마크 포스터'],"['제라드 버틀러', '미셸 모나한']",8.03
715,중2병이라도 사랑이 하고 싶어! 테이크 온 미,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172034,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172034_P12_102912.jpg,2018,['이시하라 타츠야'],"['후쿠야마 쥰', '우치다 마아야', '아카사키 치나츠', '아사쿠라 아즈미', '우에사카 스미레']",6.89
716,더 보이 2: 돌아온 브람스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=192121,https://ssl.pstatic.net/imgmovie/mdi/mit110/1921/192121_P11_104235.jpg,2020,['윌리엄 브렌트 벨'],"['크리스토퍼 컨버리', '케이티 홈즈', '오웨인 요먼']",4.72
717,귀멸의 칼날: 주합회의·나비저택 편,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201684,https://ssl.pstatic.net/imgmovie/mdi/mit110/2016/201684_P09_161249.jpg,2020,['소토자키 하루오'],"['하나에 나츠키', '키토 아카리', '시모노 히로', '마츠오카 요시츠구']",7.66
718,소림소녀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47548,https://ssl.pstatic.net/imgmovie/mdi/mit110/0475/D7548-01.jpg,2008,['모토히로 카츠유키'],"['시바사키 코우', '나카무라 토오루']",3.60
719,원 포 더 머니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=80630,https://ssl.pstatic.net/imgmovie/mdi/mit110/0806/80630_P11_142622.jpg,2012,['줄리 앤 로빈슨'],"['캐서린 헤이글', '제이슨 오마라', '다니엘 선자타']",6.54
720,뉴 스텝업: 어반댄스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142372_P39_173647.JPG,2015,['테미 데이비스'],"['티아 마이피', '스탠 워커', '케링턴 페인']",5.99
721,집 나온 남자들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70399,https://ssl.pstatic.net/imgmovie/mdi/mit110/0703/70399_P00_104757.jpg,2010,['이하'],"['지진희', '양익준', '이문식']",6.44
722,쾌걸 조로리의 대대대대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101096,https://ssl.pstatic.net/imgmovie/mdi/mit110/1010/101096_P14_111707.jpg,2012,['이와사키 토모코'],"['야마데라 코이치', '아이카와 리카코', '쿠마이 모토코']",1.27
723,트레이서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=95875,https://ssl.pstatic.net/imgmovie/mdi/mit110/0958/95875_P24_100527.jpg,2014,['다니엘 벤마요'],"['테일러 로트너', '마리 아브게로폴로스', '애덤 레이너']",6.73
724,쥬라기캅스 극장판: 공룡시대 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218845,https://ssl.pstatic.net/imgmovie/mdi/mit110/2188/218845_P22_134350.jpg,2022,['김호락'],"['소연', '황창영', '김영선']",7.59
725,배저로와 친구들: 신비한 모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162113,https://ssl.pstatic.net/imgmovie/mdi/mit110/1621/162113_P10_102501.jpg,2015,"['라스무스 A. 실버르센', '룬 스파안스']","['김기철', '최한', '안현서', '신경선', '이인석', '김현욱', '김주호', '김유림', '존 F.브룬고트', '헤르만 사바도', '시리 닐센', '마이 브리트 앤더슨', '엘다르 바간']",7.14
727,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197656,https://ssl.pstatic.net/imgmovie/mdi/mit110/1976/197656_P08_102706.jpg,2020,['블레어 시몬스'],"['하성용', '정재헌', '엄상현', '김정은', '윤승희', '유동균', '김율', '한경화', '이재현']",8.97
728,모어 댄 블루,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179430,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179430_P20_142409.jpg,2018,['임효겸'],"['류이호', '진의함']",8.50
729,원더스트럭,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162874,https://ssl.pstatic.net/imgmovie/mdi/mit110/1628/162874_P17_105050.jpg,2017,['토드 헤인즈'],"['줄리안 무어', '미셸 윌리엄스', '오크스 페글리', '밀리센트 시몬스']",7.11
732,부니베어:로거빅 컴백홈 프로젝트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164342,https://ssl.pstatic.net/imgmovie/mdi/mit110/1643/164342_P01_101842.jpg,2015,['정량'],"['박상훈', '홍진욱', '윤세웅', '임채헌']",6.85
734,구스범스: 몬스터의 역습,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172819_P01_163303.jpg,2018,['아리 산델'],"['웬디 맥렌던 커비', '매디슨 아이스먼', '켄 정', '제레미 레이 테일러', '칼릴 해리스']",7.24
735,블라인드 멜로디,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180166,https://ssl.pstatic.net/imgmovie/mdi/mit110/1801/180166_P11_120746.jpg,2018,['스리람 라그하반'],"['아유쉬만 커라나', '타부', '라디카 압테']",8.13
736,판소리 복서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174797,https://ssl.pstatic.net/imgmovie/mdi/mit110/1747/174797_P44_135652.jpg,2018,['정혁기'],"['엄태구', '혜리', '김희원']",6.26
737,"연공: 안녕, 사랑하는 모든 것",https://movie.naver.com/movie/bi/mi/basic.nhn?code=69855,https://ssl.pstatic.net/imgmovie/mdi/mit110/0698/69855_P34_165225.jpg,2007,['이마이 나츠키'],"['아라가키 유이', '미우라 하루마']",6.82
740,당신의 부탁,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159864,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159864_P43_142449.jpg,2017,['이동은'],"['임수정', '윤찬영']",7.95
741,그 사람 그 사랑 그 세상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125711,https://ssl.pstatic.net/imgmovie/mdi/mit110/1257/125711_P09_142207.jpg,2014,['권혁만'],"['강석우', '이광기', '최강희', '배창복']",9.15
743,쿵푸몽키,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171746,https://ssl.pstatic.net/imgmovie/mdi/mit110/1717/171746_P02_160709.jpg,2017,['폴 왕'],,6.50
744,매직울프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149071,https://ssl.pstatic.net/imgmovie/mdi/mit110/1490/149071_P03_102528.jpg,2017,"['안드레이 갈랏', '막심 볼코브']","['톰 펠튼', '로스 마퀀드', '차이나 앤 맥클레인', '토마스 이안 니콜라스', '루비 로즈', '엘리슨 레이 로젠펠드']",6.78
745,사다코 대 카야코,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149283,https://ssl.pstatic.net/imgmovie/mdi/mit110/1492/149283_P11_101031.jpg,2016,['시라이시 코지'],"['야마모토 미즈키', '타마시로 티나', '안도 마사노부']",5.83
746,러빙 빈센트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144379,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144379_P79_162604.jpg,2017,"['도로타 코비엘라', '휴 웰치맨']","['더글러스 부스', '시얼샤 로넌', '제롬 플린', '에이단 터너']",9.22
748,선샤인 온 리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106557,https://ssl.pstatic.net/imgmovie/mdi/mit110/1065/106557_P16_112743.jpg,2013,['덱스터 플레처'],"['피터 뮬란', '안토니아 토마스', '프레야 메이버', '조지 맥케이', '케빈 구스리']",7.11
749,정글북: 마법 원정대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149022,https://ssl.pstatic.net/imgmovie/mdi/mit110/1490/149022_P12_110503.jpg,2015,['막심 파디브'],"['콘스탄틴 카벤스키', '아르멘 드지가르크하니안']",7.10
751,폰조,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174082,https://ssl.pstatic.net/imgmovie/mdi/mit110/1740/174082_P09_103828.jpg,2020,['조쉬 트랭크'],['톰 하디'],6.09
752,우연과 상상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202675,https://ssl.pstatic.net/imgmovie/mdi/mit110/2026/202675_P15_162223.jpg,2021,['하마구치 류스케'],"['시부카와 키요히코', '모리 카츠키', '우라베 후사코', '카와이 아오바', '후루카와 코토네', '현리', '나카지마 아유무', '카이 쇼우마']",8.15
754,양말요정 휴고의 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165479,https://ssl.pstatic.net/imgmovie/mdi/mit110/1654/165479_P01_110657.jpg,2016,['갈리나 미클리노바'],"['크리스토프 하덱', '온드레이 트로얀', '타티아나 빌헬모바', '조연우', '박상우', '신정훈', '이민형', '송영인', '방지원']",7.57
