,순번,영화명,네이버URL,이미지URL,연도,감독,출연,평점
1313,1501,127 시간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72327,https://ssl.pstatic.net/imgmovie/mdi/mit110/0723/72327_P00_155200.jpg,2010,['대니 보일'],['제임스 프랭코'],8.17
1314,1503,댄 인 러브,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69339,https://ssl.pstatic.net/imgmovie/mdi/mit110/0693/F9339-00.jpg,2007,['피터 헤지스'],"['스티브 카렐', '줄리엣 비노쉬']",8.22
1315,1504,밤쉘: 세상을 바꾼 폭탄선언,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191143,https://ssl.pstatic.net/imgmovie/mdi/mit110/1911/191143_P24_135152.JPG,2019,['제이 로치'],"['샤를리즈 테론', '마고 로비', '니콜 키드먼']",8.41
1316,1505,오펀: 천사의 탄생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=219836,https://ssl.pstatic.net/imgmovie/mdi/mit110/2198/219836_P17_135556.jpg,2022,['윌리엄 브렌트 벨'],"['이사벨 퍼만', '줄리아 스타일스']",6.5
1317,1506,핵소 고지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142305,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142305_P18_113034.jpg,2016,['멜 깁슨'],"['앤드류 가필드', '샘 워싱턴', '빈스 본', '루크 브레이시', '테레사 팔머', '휴고 위빙']",9.24
1318,1507,아빠가 여자를 좋아해,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54975,https://ssl.pstatic.net/imgmovie/mdi/mit110/0549/54975_P23_183350.jpg,2009,['이광재'],"['이나영', '김지석', '김희수']",7.86
1319,1508,허트 로커,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68945,https://ssl.pstatic.net/imgmovie/mdi/mit110/0689/68945_P61_141256.jpg,2008,['캐서린 비글로우'],"['제레미 레너', '안소니 마키', '브라이언 게라그티', '크리스찬 카마고']",8.43
1320,1509,문라이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152684,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152684_P16_100732.jpg,2016,['배리 젠킨스'],"['알렉스 R. 히버트', '에쉬튼 샌더스', '트래반트 로즈']",8.07
1321,1511,겟 스마트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65068,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5068-00.jpg,2008,['피터 시걸'],"['스티브 카렐', '앤 해서웨이']",7.75
1322,1512,명탐정 코난: 은빛 날개의 마술사,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38615,https://ssl.pstatic.net/imgmovie/mdi/mit110/0386/38615_P03_175204.jpg,2004,['야마모토 야스이치로'],"['야마구치 캇페이', '타카야마 미나미', '야마자키 와카나']",8.87
1323,1514,채비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162932,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162932_P40_134805.jpg,2017,['조영준'],"['고두심', '김성균']",8.72
1324,1515,오퍼나지: 비밀의 계단,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44982,https://ssl.pstatic.net/imgmovie/mdi/mit110/0449/44982_P22_151548.jpg,2007,['후안 안토니오 바요나'],"['벨렌 루에다', '페르난도 카요']",8.02
1325,1516,"나는 내일, 어제의 너와 만난다",https://movie.naver.com/movie/bi/mi/basic.nhn?code=157178,https://ssl.pstatic.net/imgmovie/mdi/mit110/1571/157178_P13_103426.jpg,2016,['미키 타카히로'],"['후쿠시 소우타', '고마츠 나나']",8.95
1326,1517,톱스타,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99738,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99738_P16_122255.jpg,2013,['박중훈'],"['엄태웅', '김민준', '소이현', '김수로']",7.38
1327,1519,두번할까요,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175404,https://ssl.pstatic.net/imgmovie/mdi/mit110/1754/175404_P12_140807.jpg,2018,['박용집'],"['권상우', '이정현', '이종혁']",4.94
1328,1521,론 서바이버,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92069,https://ssl.pstatic.net/imgmovie/mdi/mit110/0920/92069_P21_143727.jpg,2013,['피터 버그'],"['마크 월버그', '테일러 키취', '에밀 허쉬', '벤 포스터', '에릭 바나']",9.04
1329,1522,찰리 윌슨의 전쟁,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62272,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2272-00.jpg,2007,['마이크 니콜스'],"['톰 행크스', '줄리아 로버츠', '필립 세이모어 호프만', '에이미 아담스', '네드 비티', '에밀리 블런트', '옴 푸리', '켄 스탓', '존 슬래터리', '데니스 오헤어', '쥬드 테일러']",5.74
1330,1523,어느 가족,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172174,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172174_P20_110537.jpg,2018,['고레에다 히로카즈'],"['릴리 프랭키', '안도 사쿠라', '마츠오카 마유', '키키 키린', '죠 카이리', '사사키 미유']",9.2
1331,1524,발렌타인 데이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69991,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/69991_P00_112910.jpg,2010,['게리 마샬'],"['제시카 알바', '캐시 베이츠', '제시카 비엘', '브래들리 쿠퍼', '에릭 <b>데인</b>', '패트릭 뎀시', '헥터 엘리존도', '제이미 폭스', '제니퍼 가너', '토퍼 그레이스', '앤 해서웨이', '애쉬튼 커쳐', '퀸 라티파', '테일러 로트너', '조지 로페즈', '셜리 맥클레인', '엠마 로버츠', '줄리아 로버츠', '테일러 스위프트']",7.09
1332,1525,방법: 재차의,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200785,https://ssl.pstatic.net/imgmovie/mdi/mit110/2007/200785_P21_141301.jpg,2020,['김용완'],"['엄지원', '정지소']",7.34
1333,1526,아빠를 빌려드립니다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109200,https://ssl.pstatic.net/imgmovie/mdi/mit110/1092/109200_P33_160046.jpg,2013,['김덕수'],"['김상경', '문정희', '최다인', '채정안', '조재윤']",7.85
1334,1527,자전차왕 엄복동,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159070,https://ssl.pstatic.net/imgmovie/mdi/mit110/1590/159070_P13_114738.jpg,2018,['김유성'],"['비', '강소라', '이범수']",3.91
1335,1529,극장판 엄마 까투리: 도시로 간 까투리 가족,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218816,https://ssl.pstatic.net/imgmovie/mdi/mit110/2188/218816_P21_171037.jpg,2019,['정길훈'],"['김서영', '이윤희', '김은아', '전해리', '이지현']",9.11
1336,1530,앵커,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190374,https://ssl.pstatic.net/imgmovie/mdi/mit110/1903/190374_P58_160132.jpg,2022,['정지연'],"['천우희', '신하균', '이혜영']",7.05
1337,1531,케로로 더 무비: 케로로 VS 케로로 천공대결전,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47101,https://ssl.pstatic.net/imgmovie/mdi/mit110/0471/D7101-01.jpg,2008,['사토 준이치'],"['와타나베 쿠미코', '코자쿠라 에츠코', '코야스 타케히토', '나카타 죠지']",8.29
1338,1532,더 프레데터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127335,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127335_P10_172314.jpg,2018,['셰인 블랙'],"['올리비아 문', '보이드 홀브룩', '트래반트 로즈', '스털링 K. 브라운', '키건 마이클 키', '제이콥 트렘블레이']",5.7
1339,1533,예수는 역사다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158910,https://ssl.pstatic.net/imgmovie/mdi/mit110/1589/158910_P11_095025.jpg,2017,['존 건'],"['마이크 보겔', '에리카 크리스틴슨', '페이 더너웨이', '로버트 포스터']",7.8
1340,1534,상견니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225700,https://ssl.pstatic.net/imgmovie/mdi/mit110/2257/225700_P24_142906.jpg,2022,['황천인'],"['가가연', '허광한', '시백우']",8.26
1341,1535,19곰 테드 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104426,https://ssl.pstatic.net/imgmovie/mdi/mit110/1044/104426_P34_112925.jpg,2015,['세스 맥팔레인'],"['마크 월버그', '세스 맥팔레인', '아만다 사이프리드', '모건 프리먼', '리암 니슨']",7.36
1342,1536,그랑프리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=74425,https://ssl.pstatic.net/imgmovie/mdi/mit110/0744/74425_P29_223112.jpg,2010,['양윤호'],"['김태희', '양동근']",7.26
1343,1537,대배우,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136824,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136824_P37_140753.JPG,2015,['석민우'],"['오달수', '윤제문', '이경영']",5.79
1344,1538,새해전야,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190382,https://ssl.pstatic.net/imgmovie/mdi/mit110/1903/190382_P57_094853.jpg,2020,['홍지영'],"['김강우', '유인나', '유연석', '이연희', '이동휘', '천두링', '염혜란', '유태오', '수영']",6.98
1345,1539,매직브러시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148655,https://ssl.pstatic.net/imgmovie/mdi/mit110/1486/148655_P04_133610.jpg,2016,['쯔씽 쫑'],"['김서영', '김경희', '박상훈', '홍진욱']",7.94
1346,1540,라스트베가스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94766,https://ssl.pstatic.net/imgmovie/mdi/mit110/0947/94766_P06_130108.jpg,2013,['존 터틀타웁'],"['로버트 드 니로', '마이클 더글라스', '모건 프리먼', '케빈 클라인']",8.65
1347,1541,렛 미 인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49726,https://ssl.pstatic.net/imgmovie/mdi/mit110/0497/49726_P38_111222.jpg,2010,['맷 리브스'],"['코디 스밋 맥피', '클로이 모레츠', '리차드 젠킨스']",8.05
1348,1544,진범,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174834,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174834_P53_105510.jpg,2018,['고정욱'],"['송새벽', '유선']",6.26
1349,1546,극장판 도라에몽:진구의 남극 꽁꽁 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153279,https://ssl.pstatic.net/imgmovie/mdi/mit110/1532/153279_P00_095805.jpg,2017,['다카하시 아츠시'],"['미즈타 와사비', '오오하라 메구미', '카카즈 유미', '키무라 스바루', '세키 토모카즈', '치아키', '채민지']",8.8
1350,1547,극장판 도라에몽 진구의 아프리카 모험 : 베코와 5인의 탐험대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122581,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122581_P03_155244.jpg,2014,['야쿠와 신노스케'],"['미즈타 와사비', '오오하라 메구미', '카카즈 유미', '키무라 스바루', '세키 토모카즈']",8.59
1351,1548,극장판 도라에몽 진구와 기적의 섬 : 애니멀 어드벤처,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92584,https://ssl.pstatic.net/imgmovie/mdi/mit110/0925/92584_P16_164800.jpg,2012,['쿠스바 코조'],"['미즈타 와사비', '오오하라 메구미', '카카즈 유미']",8.37
1352,1549,스플라이스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52777,https://ssl.pstatic.net/imgmovie/mdi/mit110/0527/52777_P27_172730.jpg,2009,['빈센조 나탈리'],"['애드리언 브로디', '사라 폴리']",6.15
1353,1550,킬러 엘리트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=86505,https://ssl.pstatic.net/imgmovie/mdi/mit110/0865/86505_P31_102545.jpg,2011,['개리 맥켄드리'],"['제이슨 스타뎀', '클라이브 오웬', '로버트 드 니로']",7.26
1354,1551,김복남 살인사건의 전말,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53781,https://ssl.pstatic.net/imgmovie/mdi/mit110/0537/53781_P00_112630.jpg,2010,['장철수'],"['서영희', '지성원', '황화순', '박정학']",8.77
1355,1552,더 페이버릿: 여왕의 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148909,https://ssl.pstatic.net/imgmovie/mdi/mit110/1489/148909_P29_164758.jpg,2018,['요르고스 란티모스'],"['레이첼 와이즈', '엠마 스톤', '올리비아 콜맨']",8.73
1356,1553,세이프 하우스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78388,https://ssl.pstatic.net/imgmovie/mdi/mit110/0783/78388_P02_164254.jpg,2012,['다니엘 에스피노사'],"['라이언 레이놀즈', '덴젤 워싱턴']",7.99
1357,1554,팬도럼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54290,https://ssl.pstatic.net/imgmovie/mdi/mit110/0542/54290_P48_170135.jpg,2009,['크리스티앙 알바트'],"['데니스 퀘이드', '벤 포스터']",8.22
1358,1557,아메리칸 울트라,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117802,https://ssl.pstatic.net/imgmovie/mdi/mit110/1178/117802_P21_100436.jpg,2015,['니마 누리자데'],"['크리스틴 스튜어트', '제시 아이젠버그', '코니 브리튼', '월튼 고긴스', '토퍼 그레이스']",6.87
1359,1558,트랜스포터: 리퓰드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130978,https://ssl.pstatic.net/imgmovie/mdi/mit110/1309/130978_P21_101909.jpg,2015,['카밀 들라마레'],"['에드 스크레인', '론 샤바놀']",6.44
1360,1561,고장난 론,https://movie.naver.com/movie/bi/mi/basic.nhn?code=209496,https://ssl.pstatic.net/imgmovie/mdi/mit110/2094/209496_P03_180320.jpg,2021,"['사라 스미스', '진-필리프 바인', '옥타비오 E. 로드리게즈']","['자흐 갈리피아나키스', '잭 딜런 그레이저', '올리비아 콜맨', '에드 헬름스', '저스티스 스미스', '롭 딜레이니']",8.94
1361,1562,더 큐어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143372_P13_151006.jpg,2017,['고어 버빈스키'],"['데인 드한', '제이슨 아이삭스', '셀리아 아임리', '미아 고스']",7.22
1362,1564,공기살인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=196362,https://ssl.pstatic.net/imgmovie/mdi/mit110/1963/196362_P42_143536.jpg,2022,['조용선'],"['김상경', '이선빈', '윤경호', '서영희']",8.56
1363,1566,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1704/170496_P19_142149.jpg,2017,['우시로 신지'],"['카미시라이시 모네', '치바 유다이', '타무라 무츠미', '세키 토모카즈', '쿠로다 타카야', '여민정', '한채언', '김지율', '홍범기', '소정환', '강성우', '신용우', '이호산']",8.78
1364,1568,어브덕션,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77147,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77147_P08_143400.jpg,2011,['존 싱글톤'],"['테일러 로트너', '릴리 콜린스', '시고니 위버']",6.43
1365,1569,써커 펀치,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54678,https://ssl.pstatic.net/imgmovie/mdi/mit110/0546/54678_P05_185712.jpg,2011,['잭 스나이더'],"['에밀리 브라우닝', '애비 코니쉬', '지나 말론', '바네사 허진스', '제이미 정', '칼라 구기노', '마이클 애덤스웨이트']",6.98
1366,1570,빨간 모자의 진실 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52525,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52525_P01_165944.jpg,2011,['마이크 디사'],"['헤이든 파네티어', '에이미 포엘러', '빌 헤이더']",6.36
1367,1572,아토믹 블론드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144215,https://ssl.pstatic.net/imgmovie/mdi/mit110/1442/144215_P11_103455.jpg,2017,['데이빗 레이치'],"['샤를리즈 테론', '제임스 맥어보이', '소피아 부텔라']",7.92
1368,1573,레고 닌자고 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125439,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125439_P12_112754.jpg,2017,['찰리 빈'],"['데이브 프랭코', '올리비아 문', '저스틴 서룩스', '성룡', '마이클 페나']",8.36
1369,1574,최강전사 미니특공대 : 새로운 악당의 습격,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132989,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132989_P10_112929.jpg,2015,['이영준'],"['엄상현', '전태열', '신용우', '이소영', '성완경', '양정화']",7.55
1370,1575,크레이지 리치 아시안,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168047,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168047_P06_140254.jpg,2018,['존 추'],"['양자경', '젬마 찬', '콘스탄스 우', '아콰피나', '헨리 골딩']",6.76
1371,1576,킥 애스: 영웅의 탄생,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70992,https://ssl.pstatic.net/imgmovie/mdi/mit110/0709/70992_P50_144945.jpg,2010,['매튜 본'],"['애런 존슨', '클로이 모레츠', '니콜라스 케이지', '마크 스트롱', '크리스토퍼 민츠 프래지']",8.48
1372,1577,폴리스 스토리 2014,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102639,https://ssl.pstatic.net/imgmovie/mdi/mit110/1026/102639_P27_162746.jpg,2013,['딩성'],"['성룡', '유엽', '경첨', '우영광']",8.01
1373,1578,더 레이븐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82487,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82487_P39_114024.jpg,2012,['제임스 맥티그'],"['존 쿠삭', '루크 에반스', '앨리스 이브']",6.8
1374,1579,타오르는 여인의 초상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185282,https://ssl.pstatic.net/imgmovie/mdi/mit110/1852/185282_P15_165021.jpg,2019,['셀린 시아마'],"['발레리아 골리노', '아델 에넬', '노에미 메를랑', '루아나 바야미']",9.04
1375,1580,마이 블루베리 나이츠,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62694,https://ssl.pstatic.net/imgmovie/mdi/mit110/0626/F2694-00.jpg,2007,['왕가위'],"['주드 로', '노라 존스']",7.72
1376,1581,극장판 엉덩이 탐정: 수플레 섬의 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214637,https://ssl.pstatic.net/imgmovie/mdi/mit110/2146/214637_P09_164501.jpg,2021,['자코 아키후미'],,6.81
1377,1582,트롤: 월드 투어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191633,https://ssl.pstatic.net/imgmovie/mdi/mit110/1916/191633_P16_152355.jpg,2020,"['월트 도른', '데이빗 P. 스미스']","['안나 켄드릭', '저스틴 팀버레이크']",8.83
1378,1583,시카리오: 암살자의 도시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125466,https://ssl.pstatic.net/imgmovie/mdi/mit110/1254/125466_P16_153225.jpg,2015,['드니 빌뇌브'],"['에밀리 블런트', '조슈 브롤린', '베니시오 델 토로']",8.35
1379,1584,익스펜더블 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98485,https://ssl.pstatic.net/imgmovie/mdi/mit110/0984/98485_P80_094743.jpg,2014,['패트릭 휴즈'],"['실베스터 스탤론', '제이슨 스타뎀', '안토니오 반데라스', '이연걸', '웨슬리 스나입스', '돌프 룬드그렌', '멜 깁슨', '해리슨 포드', '아놀드 슈왈제네거']",7.96
1380,1585,아메리칸 셰프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109920,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109920_P08_104336.jpg,2014,['존 파브로'],"['소피아 베르가라', '존 파브로', '엠제이 안소니', '스칼릿 조핸슨', '더스틴 호프만', '로버트 다우니 주니어']",8.81
1381,1587,달빛궁궐,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152169,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152169_P13_155145.jpg,2016,['김현주'],"['이하늬', '김슬기', '권율', '김서영']",6.47
1382,1588,쏘우 5,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45280,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5280-00.jpg,2008,['데이빗 해클'],"['토빈 벨', '스코트 패터슨', '코스타스 맨다이어', '줄리 벤즈']",6.57
1383,1590,로맨틱 아일랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45397,https://ssl.pstatic.net/imgmovie/mdi/mit110/0453/D5397-01.jpg,2008,['강철우'],"['이선균', '이수경', '이민기', '유진', '이문식', '이일화']",7.81
1384,1591,짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120788,https://ssl.pstatic.net/imgmovie/mdi/mit110/1207/120788_P00_180132.jpg,2014,['타카하시 와타루'],"['야지마 아키코', '나라하시 미키', '후지와라 케이지']",9.12
1385,1592,다운사이징,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142272,https://ssl.pstatic.net/imgmovie/mdi/mit110/1422/142272_P24_134917.jpg,2017,['알렉산더 페인'],"['맷 데이먼', '크리스토프 왈츠', '홍 차우']",5.24
1386,1593,미스터트롯: 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197304,https://ssl.pstatic.net/imgmovie/mdi/mit110/1973/197304_P28_162129.jpg,2020,['전수경'],"['임영웅', '영탁', '이찬원', '정동원', '장민호', '김희재']",8.84
1387,1594,비정규직 특수요원,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152161,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152161_P34_095106.jpg,2016,['김덕수'],"['강예원', '한채아']",5.93
1388,1595,워킹걸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120102,https://ssl.pstatic.net/imgmovie/mdi/mit110/1201/120102_P54_133656.jpg,2014,['정범식'],"['조여정', '클라라', '김태우']",6.52
1389,1596,짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66724,https://ssl.pstatic.net/imgmovie/mdi/mit110/0667/66724_P07_214223.jpg,2007,['무토 유지'],"['야지마 아키코', '나라하시 미키', '후지와라 케이지', '코오로기 사토미', '마시바 마리', '토다 케이코', '쿄모토 마사키']",9.12
1390,1597,레고 배트맨 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132627,https://ssl.pstatic.net/imgmovie/mdi/mit110/1326/132627_P21_102606.jpg,2017,['크리스 맥케이'],"['윌 아넷', '마이클 세라', '랄프 파인즈', '로사리오 도슨', '자흐 갈리피아나키스', '머라이어 캐리', '제니 슬레이트', '빌리 디 윌리엄스', '채닝 테이텀']",8.47
1391,1598,미스컨덕트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137709,https://ssl.pstatic.net/imgmovie/mdi/mit110/1377/137709_P01_095022.jpg,2016,['신타로 시모사와'],"['알 파치노', '안소니 홉킨스', '조쉬 더하멜', '이병헌']",6.27
1392,1600,화피,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45475,https://ssl.pstatic.net/imgmovie/mdi/mit110/0454/D5475-00.jpg,2008,['진가상'],"['천쿤', '자오웨이', '저우쉰']",7.57
1393,1601,카오스 워킹,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163811,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163811_P14_144433.jpg,2021,['더그 라이만'],"['톰 홀랜드', '데이지 리들리', '매즈 미켈슨']",6.2
1394,1602,벌새,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179307,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179307_P21_104817.jpg,2018,['김보라'],"['박지후', '김새벽']",8.74
1395,1603,서울역,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122195,https://ssl.pstatic.net/imgmovie/mdi/mit110/1221/122195_P29_113151.jpg,2016,['연상호'],"['류승룡', '심은경', '이준']",3.64
1396,1606,원피스 극장판: 스트롱 월드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49007,https://ssl.pstatic.net/imgmovie/mdi/mit110/0490/49007_P01_055549.jpg,2009,['사카이 무네히사'],"['히라타 히로아키', '쵸']",8.83
1397,1607,13시간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140265,https://ssl.pstatic.net/imgmovie/mdi/mit110/1402/140265_P07_181636.jpg,2016,['마이클 베이'],"['파블로 쉬레이버', '존 크래신스키', '제임스 뱃지 데일', '맥스 마티니']",8.15
1398,1608,철의 여인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76461,https://ssl.pstatic.net/imgmovie/mdi/mit110/0764/76461_P06_140732.jpg,2011,['필리다 로이드'],"['메릴 스트립', '짐 브로드벤트']",7.96
1399,1609,펜트하우스 코끼리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49529,https://ssl.pstatic.net/imgmovie/mdi/mit110/0495/49529_P21_105017.jpg,2009,['정승구'],"['장혁', '조동혁', '이상우', '이민정']",4.02
1400,1610,안나 카레니나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93217,https://ssl.pstatic.net/imgmovie/mdi/mit110/0932/93217_P11_161108.jpg,2012,['조 라이트'],"['키이라 나이틀리', '주드 로', '애런 존슨']",8.16
1401,1612,불릿 트레인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218056,https://ssl.pstatic.net/imgmovie/mdi/mit110/2180/218056_P45_140429.jpg,2022,['데이빗 레이치'],"['브래드 피트', '조이 킹', '애런 존슨', '브라이언 타이리 헨리', '배드 버니']",7.07
1402,1613,하우스 오브 구찌,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200892,https://ssl.pstatic.net/imgmovie/mdi/mit110/2008/200892_P12_120051.jpg,2021,['리들리 스콧'],"['레이디 가가', '아담 드라이버', '자레드 레토', '알 파치노', '제레미 아이언스', '셀마 헤이엑']",7.89
1403,1614,지슬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99354,https://ssl.pstatic.net/imgmovie/mdi/mit110/0993/99354_P14_161358.jpg,2012,['오멸'],"['이경준', '홍상표', '문석범', '양정원', '박순동', '성민철']",6.28
1404,1615,가버나움,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174830,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174830_P17_104205.jpg,2018,['나딘 라바키'],"['자인 알 라피아', '요르다노스 시프로우']",9.6
1405,1616,장난감이 살아있다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93929,https://ssl.pstatic.net/imgmovie/mdi/mit110/0939/93929_P12_132314.jpg,2016,['후안 호세 캄파넬라'],"['니콜라스 홀트', '아리아나 그란데', '케이티 홈즈', '루퍼트 그린트', '남도형', '김채하', '김태균', '정찬우', '이현']",7.49
1406,1617,메간,https://movie.naver.com/movie/bi/mi/basic.nhn?code=224929,https://ssl.pstatic.net/imgmovie/mdi/mit110/2249/224929_P01_095650.jpg,2022,['제라드 존스톤'],"['앨리슨 윌리암스', '바이올렛 맥그로우']",7.39
1407,1618,우먼 인 골드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127321,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127321_P15_110625.jpg,2015,['사이먼 커티스'],"['타티아나 마슬라니', '라이언 레이놀즈', '케이티 홈즈', '헬렌 미렌', '다니엘 브륄']",8.87
1408,1619,은밀한 유혹,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114277,https://ssl.pstatic.net/imgmovie/mdi/mit110/1142/114277_P98_111640.jpg,2014,['윤재구'],"['임수정', '유연석']",5.34
1409,1621,가시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112645,https://ssl.pstatic.net/imgmovie/mdi/mit110/1126/112645_P33_114509.jpg,2013,['김태균'],"['장혁', '조보아', '선우선']",6.86
