,순번,영화명,네이버URL,이미지URL,제작연도,감독,출연,평점
793,2241,안나 카레니나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=93217,https://ssl.pstatic.net/imgmovie/mdi/mit110/0932/93217_P11_161108.jpg,2012,['조 라이트'],"['키이라 나이틀리', '주드 로', '애런 존슨']",8.16
794,2242,헬프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221689,https://ssl.pstatic.net/imgmovie/mdi/mit110/2216/221689_P01_100634.png,2021,['마크 먼든'],"['조디 코머', '스테판 그레이엄', '이안 하트', '안젤라 그리핀', '데이비드 헤이먼', '레슬리 샤프']",0.00
795,2242,헬프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82432,https://ssl.pstatic.net/imgmovie/mdi/mit110/0824/82432_P00_140907.jpg,2011,['테이트 테일러'],"['엠마 스톤', '비올라 데이비스', '옥타비아 스펜서', '브라이스 달라스 하워드', '제시카 차스테인']",9.42
796,2250,키친,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156802,https://ssl.pstatic.net/imgmovie/mdi/mit110/1568/156802_P01_151246.jpg,2016,['스티브 듀체스네'],,0.00
797,2250,키친,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67562,https://ssl.pstatic.net/imgmovie/mdi/mit110/0675/F7562-01.jpg,2009,['홍지영'],"['신민아', '김태우', '주지훈']",6.42
798,2251,가시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148208,https://ssl.pstatic.net/imgmovie/mdi/mit110/1482/148208_P01_160030.jpg,2015,['우메자와 소이치'],['구로사와 아스카'],0.00
799,2251,가시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112645,https://ssl.pstatic.net/imgmovie/mdi/mit110/1126/112645_P33_114509.jpg,2013,['김태균'],"['장혁', '조보아', '선우선']",6.86
800,2252,굿바이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144463,https://ssl.pstatic.net/imgmovie/mdi/mit110/1444/144463_P01_114805.jpg,2015,"['요르단 페트코프', '에디 슈왈츠']",,0.00
801,2252,굿바이,누락,누락,누락,누락,누락,누락
802,2260,크롤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183803_P14_153255.jpg,2019,['알렉산드르 아야'],"['카야 스코델라리오', '배리 페퍼']",6.35
803,2260,크롤,누락,누락,누락,누락,누락,누락
804,2264,플로렌스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185860,https://ssl.pstatic.net/imgmovie/mdi/mit110/1858/185860_P01_170427.jpg,2019,['폴린 큐노네로'],,0.00
805,2264,플로렌스,누락,누락,누락,누락,누락,누락
806,2267,꽃보다 남자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51936,https://ssl.pstatic.net/imgmovie/mdi/mit110/0519/E1936-01.jpg,2009,['전기상'],"['구혜선', '김준', '이민호', '김현중', '김범']",7.92
807,2267,꽃보다 남자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46874,https://ssl.pstatic.net/imgmovie/mdi/mit110/0468/D6874-00.jpg,2008,['이시이 야스하루'],"['이노우에 마오', '마츠모토 준', '오구리 슌', '마츠다 쇼타', '아베 츠요시']",8.46
808,2268,나이트메어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221643,https://ssl.pstatic.net/imgmovie/mdi/mit110/2216/221643_P01_134014.jpeg,2022,['셰르스티 헬렌 라스무센'],,0.00
809,2268,나이트메어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70883,https://ssl.pstatic.net/imgmovie/mdi/mit110/0708/70883_P10_103927.jpg,2010,['사무엘 베이어'],"['잭키 얼 헤일리', '카일 갈너', '루니 마라', '케이티 캐시디', '토마스 데커', '켈란 루츠', '클랜시 브라운', '코니 브리튼', '리아 D. 모텐슨']",5.81
810,2279,50/50,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79382,,2010,['도미니카 드루고켁카'],,0.00
811,2279,50/50,누락,누락,누락,누락,누락,누락
812,2283,파이터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198306,https://ssl.pstatic.net/imgmovie/mdi/mit110/1983/198306_P18_180811.jpg,2020,['윤재호'],"['임성미', '백서빈', '오광록']",6.91
813,2283,파이터,누락,누락,누락,누락,누락,누락
814,2290,연리지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89981,https://ssl.pstatic.net/imgmovie/mdi/mit110/0899/89981_P01_183529.jpg,2011,['박철진'],['최대호'],0.00
815,2290,연리지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43495,https://ssl.pstatic.net/imgmovie/mdi/mit110/0434/D3495-01.jpg,2006,['김성중'],"['최지우', '조한선']",5.20
816,2307,은장도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=199517,https://ssl.pstatic.net/imgmovie/mdi/mit110/1995/199517_P01_150209.png,2020,"['임정은', '지경민']",,0.00
817,2307,은장도,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37052,https://ssl.pstatic.net/imgmovie/mdi/mit110/0370/C7052-00.jpg,2003,['김성덕'],"['신애', '오지호', '윤다훈', '송선미']",4.06
818,2310,쉘 위 댄스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=102187,https://ssl.pstatic.net/imgmovie/mdi/mit110/1021/102187_P01_144710.jpg,2009,"['매그너스 클로슨', '피터 라센', '소렌 아가드', '요르겐 마이클센']",,0.00
819,2310,쉘 위 댄스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37743,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7743-00.jpg,2004,['피터 첼섬'],"['리차드 기어', '제니퍼 로페즈']",7.11
820,2316,오늘,https://movie.naver.com/movie/bi/mi/basic.nhn?code=208293,https://ssl.pstatic.net/imgmovie/mdi/mit110/2082/208293_P01_144309.jpg,2020,['노연제'],,0.00
821,2316,오늘,누락,누락,누락,누락,누락,누락
822,2321,두 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=211594,https://ssl.pstatic.net/imgmovie/mdi/mit110/2115/211594_P01_100453.jpg,2021,['허태인'],,0.00
823,2321,두 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73396,https://ssl.pstatic.net/imgmovie/mdi/mit110/0733/73396_P12_152900.jpg,2010,['정윤수'],"['신은경', '정준호', '심이영']",6.57
824,2326,아이 스파이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=114462,https://ssl.pstatic.net/imgmovie/mdi/mit110/1144/114462_P01_170736.jpg,2013,['엘리사 야코부치'],,0.00
825,2326,아이 스파이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36042,https://ssl.pstatic.net/imgmovie/mdi/mit110/0360/C6042-00.jpg,2002,['베티 토마스'],"['에디 머피', '오웬 윌슨']",7.74
826,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191430,https://ssl.pstatic.net/imgmovie/mdi/mit110/1914/191430_P82_114915.jpg,2020,['윤종석'],"['소지섭', '김윤진', '나나']",8.12
827,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146534,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146534_P16_104225.jpg,2016,['최승호'],"['최승호', '김기춘', '원세훈']",9.29
828,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191430,https://ssl.pstatic.net/imgmovie/mdi/mit110/1914/191430_P82_114915.jpg,2020,['윤종석'],"['소지섭', '김윤진', '나나']",8.12
829,2329,자백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146534,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146534_P16_104225.jpg,2016,['최승호'],"['최승호', '김기춘', '원세훈']",9.29
830,2330,맨홀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=227573,https://ssl.pstatic.net/imgmovie/mdi/mit110/2275/227573_P01_170056.jpg,2023,['구마키리 가즈요시'],,0.00
831,2330,맨홀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117863,https://ssl.pstatic.net/imgmovie/mdi/mit110/1178/117863_P21_101609.jpg,2014,['신재영'],"['정경호', '정유미', '김새론']",3.74
832,2331,프라이스리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152676,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152676_P01_175439.jpg,2016,['벤 스몰본'],"['짐 파랙', '조엘 스몰본', '비앙카 산토스', '엠버 미드썬더', '데이비드 코에너']",2.00
833,2331,프라이스리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67622,https://ssl.pstatic.net/imgmovie/mdi/mit110/0676/F7622-00.jpg,2006,['피에르 살바도리'],"['게드 엘마레', '오드리 토투']",7.92
834,2339,슈퍼히어로,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206193,https://ssl.pstatic.net/imgmovie/mdi/mit110/2061/206193_P02_150117.jpg,2021,['김민하'],['정우영'],0.00
835,2339,슈퍼히어로,누락,누락,누락,누락,누락,누락
836,2368,애프터 라이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=215633,https://ssl.pstatic.net/imgmovie/mdi/mit110/2156/215633_P01_172201.jpg,2022,['타이스 몰스트롬 크리스텐슨'],,0.00
837,2368,애프터 라이프,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66570,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/66570_P08_121535.jpg,2009,['아그네츠카 보토위츠 보슬루'],"['크리스티나 리치', '리암 니슨', '저스틴 롱']",6.46
838,2371,애인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=133057,https://ssl.pstatic.net/imgmovie/mdi/mit110/1330/133057_P01_161001.JPG,2015,['이전'],"['문주연', '최상준', '공수진']",4.58
839,2371,애인,누락,누락,누락,누락,누락,누락
840,2375,더 박스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225034,https://ssl.pstatic.net/imgmovie/mdi/mit110/2250/225034_P01_094841.jpg,2021,['사샤 시블리'],['앤드류 엡리슨'],0.00
841,2375,더 박스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=202901,https://ssl.pstatic.net/imgmovie/mdi/mit110/2029/202901_P12_164050.jpg,2020,['양정웅'],"['찬열', '조달환']",8.65
842,2376,겟 썸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131081,https://ssl.pstatic.net/imgmovie/mdi/mit110/1310/131081_P01_114654.jpg,2014,"['아담 홀튼', '조 홀튼']",,0.00
843,2376,겟 썸,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47359,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/D7359-00.jpg,2008,['제프 와드로'],"['숀 패리스', '앰버 허드']",8.58
844,2385,블랙아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179455,https://ssl.pstatic.net/imgmovie/mdi/mit110/1794/179455_P01_145056.jpg,2018,['김재이'],,0.00
845,2385,블랙아웃,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38275,https://ssl.pstatic.net/imgmovie/mdi/mit110/0382/C8275-00.jpg,2005,['필립 카우프만'],"['애슐리 쥬드', '사무엘 L. 잭슨', '앤디 가르시아']",4.77
846,2388,모나리자 스마일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51642,,2008,['김정연'],"['조연진', '유정호']",10.00
847,2388,모나리자 스마일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37884,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7884-00.jpg,2003,['마이크 뉴웰'],"['줄리아 로버츠', '커스틴 던스트', '줄리아 스타일스', '매기 질렌할', '줄리엣 스티븐슨', '도미닉 웨스트']",8.03
848,2390,리미트리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200527,https://ssl.pstatic.net/imgmovie/mdi/mit110/2005/200527_P01_163903.jpg,2020,['알란 딩'],,0.00
849,2390,리미트리스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76452,https://ssl.pstatic.net/imgmovie/mdi/mit110/0764/76452_P10_184715.jpg,2011,['닐 버거'],"['브래들리 쿠퍼', '로버트 드 니로', '애비 코니쉬']",8.19
850,2396,죽여주는 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=220503,https://ssl.pstatic.net/imgmovie/mdi/mit110/2205/220503_P01_171048.jpg,2022,['이타치'],,0.00
851,2396,죽여주는 여자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146508,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146508_P01_135729.jpg,2016,['이재용'],"['윤여정', '전무송', '윤계상']",8.83
852,2397,라스트 나잇,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180962,https://ssl.pstatic.net/imgmovie/mdi/mit110/1809/180962_P01_110540.jpg,2018,"['니카노 로레티', '폴라 만조네']",['미르타 부스넬리'],0.00
853,2397,라스트 나잇,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72072,https://ssl.pstatic.net/imgmovie/mdi/mit110/0720/72072_P23_153816.jpg,2010,['마시 태지딘'],"['키이라 나이틀리', '샘 워싱턴']",8.12
854,2402,아티스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=135891,https://ssl.pstatic.net/imgmovie/mdi/mit110/1358/135891_P01_152449.jpg,2014,['김선영'],['김덕기'],0.00
855,2402,아티스트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84856,https://ssl.pstatic.net/imgmovie/mdi/mit110/0848/84856_P52_174455.jpg,2011,['미셀 하자나비시우스'],"['존 굿맨', '장 뒤자르댕', '베레니스 베조', '제임스 크롬웰']",8.73
856,2406,데블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84137,,2011,['클레어 드니'],,2.00
857,2406,데블,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76037,https://ssl.pstatic.net/imgmovie/mdi/mit110/0760/76037_P16_101835.jpg,2010,['존 에릭 도들'],"['크리스 메시나', '로건 마샬 그린', '제니 오하라', '보자나 노바코빅', '보킴 우드바인', '제프리 아렌드', '제이콥 바가스', '맷 크레이븐']",7.44
858,2432,안나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=199671,https://ssl.pstatic.net/imgmovie/mdi/mit110/1996/199671_P04_123621.jpg,2020,['한정길'],,0.00
859,2432,안나,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171465,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171465_P23_111036.jpg,2018,['뤽 베송'],"['킬리언 머피', '루크 에반스', '헬렌 미렌', '사샤 루스']",8.65
860,2437,로스트 시티,https://movie.naver.com/movie/bi/mi/basic.nhn?code=212098,https://ssl.pstatic.net/imgmovie/mdi/mit110/2120/212098_P15_142254.jpg,2022,"['아론 니', '애덤 니']","['산드라 블록', '채닝 테이텀', '다니엘 래드클리프']",6.12
861,2437,로스트 시티,누락,누락,누락,누락,누락,누락
862,2456,바디,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200110,https://ssl.pstatic.net/imgmovie/mdi/mit110/2001/200110_P01_160351.jpg,2020,['일로이 도민게즈 세렌'],,0.00
863,2456,바디,누락,누락,누락,누락,누락,누락
864,2459,금발이 너무해 2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36698,https://ssl.pstatic.net/imgmovie/mdi/mit110/0366/C6698-00.jpg,2003,['찰스 허먼 움펠드'],['리즈 위더스푼'],6.35
865,2459,금발이 너무해 2,누락,누락,누락,누락,누락,누락
866,2465,언더워터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=223000,https://ssl.pstatic.net/imgmovie/mdi/mit110/2230/223000_P01_152506.jpg,2022,['에드가 카프'],,0.00
867,2465,언더워터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160437,https://ssl.pstatic.net/imgmovie/mdi/mit110/1604/160437_P12_134245.jpg,2020,['윌리엄 유뱅크'],"['제시카 헨윅', '크리스틴 스튜어트', 'T.J. 밀러', '뱅상 카셀', '존 갤러거 주니어']",7.09
868,2466,걸프렌즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178829,https://ssl.pstatic.net/imgmovie/mdi/mit110/1788/178829_P01_180046.jpg,2018,['마리 다비뇽'],"['마린 존슨', '로베르 모랭']",0.00
869,2466,걸프렌즈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70666,https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70666_P34_174705.jpg,2009,['강석범'],"['강혜정', '한채영', '허이재', '배수빈', '조은지', '김혜옥']",4.90
870,2469,미운 오리 새끼의 모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65953,https://ssl.pstatic.net/imgmovie/mdi/mit110/0659/65953_P24_180533.jpg,2006,"['마이클 해트너', '카르스텐 킬레리치']","['저스틴 그렉', '모건 C. 존스']",8.28
871,2469,미운 오리 새끼의 모험,누락,누락,누락,누락,누락,누락
872,2470,히트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158407,https://ssl.pstatic.net/imgmovie/mdi/mit110/1584/158407_P01_170540.jpg,2016,['마테우스 파체비치'],,0.00
873,2470,히트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85697,https://ssl.pstatic.net/imgmovie/mdi/mit110/0856/85697_P12_165609.jpg,2011,['이성한'],"['한재석', '송영창', '정성화', '박성웅', '이하늬', '윤택', '마르코']",3.60
874,2473,할로윈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222185,,2022,['토마스 슈윙글'],,0.00
875,2473,할로윈,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170879,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170879_P03_161546.jpg,2018,['데이빗 고든 그린'],"['주디 그리어', '제이미 리 커티스']",6.25
876,2474,21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=222137,,2022,['레이아 에버렛'],,0.00
877,2474,21,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69040,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/F9040-00.jpg,2008,['로버트 루케틱'],"['짐 스터게스', '케이트 보스워스', '아론 유', '리자 라피라', '제이콥 피츠', '조시 게드', '샘 골자리', '로렌스 피시번', '케빈 스페이시']",8.03
878,2480,디바,https://movie.naver.com/movie/bi/mi/basic.nhn?code=225886,https://ssl.pstatic.net/imgmovie/mdi/mit110/2258/225886_P01_164411.PNG,2023,['알렉산드라 카렐리나'],,0.00
879,2480,디바,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177039,https://ssl.pstatic.net/imgmovie/mdi/mit110/1770/177039_P56_113324.jpg,2020,['조슬예'],"['신민아', '이유영']",6.09
880,2485,울트라바이올렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172625,https://ssl.pstatic.net/imgmovie/mdi/mit110/1726/172625_P01_102538.jpg,2017,['마크 존슨'],,10.00
881,2485,울트라바이올렛,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38930,https://ssl.pstatic.net/imgmovie/mdi/mit110/0389/C8930-01.jpg,2006,['커트 위머'],['밀라 요보비치'],5.77
882,2493,프리덤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166677,https://ssl.pstatic.net/imgmovie/mdi/mit110/1666/166677_P01_104313.jpg,2017,['얀 스펙켄바흐'],"['조한나 워카렉', '릭키 왓슨']",0.00
883,2493,프리덤,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137991,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137991_P34_164421.jpg,2014,['피터 쿠센스'],"['쿠바 구딩 쥬니어', '윌리암 새들러', '샤론 릴', '베르나르드 포처']",7.38
884,2496,웨이 백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=217855,https://ssl.pstatic.net/imgmovie/mdi/mit110/2178/217855_P01_140554.jpg,2022,['박영이'],,0.00
885,2496,웨이 백,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52429,https://ssl.pstatic.net/imgmovie/mdi/mit110/0524/52429_P00_185248.jpg,2010,['피터 위어'],"['에드 해리스', '짐 스터게스', '시얼샤 로넌', '콜린 파렐']",8.60
886,2497,코러스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134579,https://ssl.pstatic.net/imgmovie/mdi/mit110/1345/134579_P01_135027.jpg,2015,['프랑수아 들릴'],"['파니 말레테', '주느비에브 뷔졸드']",0.00
887,2497,코러스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39584,https://ssl.pstatic.net/imgmovie/mdi/mit110/0395/39584_P35_095637.jpg,2004,['크리스토퍼 파라티에'],"['제라르 쥐노', '프랑수와 벨레앙', '장 밥티스트 모니에', '자끄 페렝', '카드 므라드']",9.32
888,2501,바람이 분다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203289,https://ssl.pstatic.net/imgmovie/mdi/mit110/2032/203289_P01_174336.jpg,2021,['선우용'],,0.00
889,2501,바람이 분다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103704,https://ssl.pstatic.net/imgmovie/mdi/mit110/1037/103704_P08_151520.jpg,2013,['미야자키 하야오'],"['안노 히데아키', '타키모토 미오리']",5.27
890,2508,허밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197083,https://ssl.pstatic.net/imgmovie/mdi/mit110/1970/197083_P01_095047.jpg,2020,['오지수'],,0.00
891,2508,허밍,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66599,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/F6599-00.jpg,2007,['박대영'],"['이천희', '한지혜']",7.31
892,2511,선샤인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88533,https://ssl.pstatic.net/imgmovie/mdi/mit110/0885/88533_P01_183443.jpg,2011,['더그 니콜'],"['존 베넷', '조셉 지조']",0.00
893,2511,선샤인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58155,https://ssl.pstatic.net/imgmovie/mdi/mit110/0581/E8155-00.jpg,2007,['대니 보일'],"['로즈 번', '클리프 커티스', '크리스 에반스', '트로이 가리티', '킬리언 머피', '사나다 히로유키', '마크 스트롱', '베네딕트 웡', '양자경']",7.57
894,2512,블러드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213039,https://ssl.pstatic.net/imgmovie/mdi/mit110/2130/213039_P01_095838.jpg,2022,['브래들리 러스트 그레이'],,0.00
895,2512,블러드,누락,누락,누락,누락,누락,누락
896,2524,원더랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=191645,https://ssl.pstatic.net/imgmovie/mdi/mit110/1916/191645_P01_100017.jpg,2020,['김태용'],"['정유미', '최우식', '수지', '박보검', '탕웨이']",0.00
897,2524,원더랜드,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168086,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168086_P01_105302.jpg,2019,['딜런 브라운'],"['소연', '장민혁', '안장혁', '안소이', '제니퍼 가너', '밀라 쿠니스', '켄 정', '브리아나 덴스키']",8.39
898,2526,워 호스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131442,https://ssl.pstatic.net/imgmovie/mdi/mit110/1314/131442_P01_114119.jpg,2014,"['톰 모리스', '마리안느 엘리엇']",,9.44
899,2526,워 호스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=79315,https://ssl.pstatic.net/imgmovie/mdi/mit110/0793/79315_P00_184541.jpg,2011,['스티븐 스필버그'],"['베네딕트 컴버배치', '톰 히들스턴', '제레미 어바인']",8.40
900,2527,루시드 드림,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197495,https://ssl.pstatic.net/imgmovie/mdi/mit110/1974/197495_P01_134502.jpg,2018,['테디 로빈 콴'],"['진정', '정가영', '장지총']",0.00
901,2527,루시드 드림,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1307/130713_P04_173747.jpg,2016,['김준성'],"['고수', '설경구']",5.89
902,2531,몬스터 헌터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=190011,https://ssl.pstatic.net/imgmovie/mdi/mit110/1900/190011_P14_102207.jpg,2020,['폴 앤더슨'],"['밀라 요보비치', '토니 자']",5.72
903,2531,몬스터 헌터,누락,누락,누락,누락,누락,누락
904,2538,바람,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203972,https://ssl.pstatic.net/imgmovie/mdi/mit110/2039/203972_P01_162139.jpg,2021,['마틴 푸츠'],,0.00
905,2538,바람,누락,누락,누락,누락,누락,누락
906,2549,허니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=221408,https://ssl.pstatic.net/imgmovie/mdi/mit110/2214/221408_P01_162039.jpeg,2022,"['탠메이 차우더리', '탄비 차우더리']",,0.00
907,2549,허니,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36742,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6742-00.jpg,2003,['빌 우드러프'],"['제시카 알바', '메키 파이퍼', '릴 로메오', '조이 브라이언트', '데이빗 모스코', '로넷 맥키', '자차리 윌리암스', '미시 엘리엇']",8.43
908,2554,말할 수 없는 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=214601,https://ssl.pstatic.net/imgmovie/mdi/mit110/2146/214601_P01_145411.jpg,2022,['서유민'],"['원진아', '도경수', '신예은']",0.00
909,2554,말할 수 없는 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68555,https://ssl.pstatic.net/imgmovie/mdi/mit110/0685/68555_P38_173126.jpg,2007,['주걸륜'],"['주걸륜', '계륜미', '황추생', '증개현']",9.27
910,2555,부기맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=108533,,2012,['제프리 스콧 랜도'],"['에디 맥클린턱', '에이미 베일리']",1.00
911,2555,부기맨,누락,누락,누락,누락,누락,누락
912,2568,맥베스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1797/179713_P01_151610.jpg,2018,['해리 쿠퍼'],"['플라시도 도밍고', '안나 네트렙코']",0.00
913,2568,맥베스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113364,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113364_P44_153548.jpg,2015,['저스틴 커젤'],"['마이클 패스벤더', '마리옹 꼬띠아르']",7.83
914,2581,위대한 침묵,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213504,https://ssl.pstatic.net/imgmovie/mdi/mit110/2135/213504_P00_111159.jpg,2022,['송상민'],,8.59
915,2581,위대한 침묵,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58666,https://ssl.pstatic.net/imgmovie/mdi/mit110/0586/58666_P13_103019.jpg,2005,['필립 그로닝'],,7.81
916,2584,나탈리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174094,https://ssl.pstatic.net/imgmovie/mdi/mit110/1740/174094_P01_163025.png,2017,['치아나 티토레'],,0.00
917,2584,나탈리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75735,https://ssl.pstatic.net/imgmovie/mdi/mit110/0757/75735_P16_110428.jpg,2010,['주경중'],"['이성재', '김지훈', '박민경', '김기연']",4.72
918,2593,진주 귀걸이를 한 소녀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=54532,,2006,['마거릿 란츠'],,0.00
919,2593,진주 귀걸이를 한 소녀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37937,https://ssl.pstatic.net/imgmovie/mdi/mit110/0379/37937_P10_114317.jpg,2003,['피터 웨버'],"['콜린 퍼스', '스칼릿 조핸슨', '톰 윌킨슨']",8.16
920,2594,소년은 울지 않는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89117,https://ssl.pstatic.net/imgmovie/mdi/mit110/0891/89117_P01_134221.jpg,2009,['그라바니스 스테파노스'],,0.00
921,2594,소년은 울지 않는다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63155,https://ssl.pstatic.net/imgmovie/mdi/mit110/0631/F3155-01.jpg,2007,['배형준'],"['이완', '송창의']",5.74
